		AUROC	∆DMS
103	182	0.9665072	0.1882674700423798
104	183	0.9665072	0.197431546407974
105	184	0.9665072	0.197431546407974
106	185	0.9665072	0.197431546407974
107	186	0.9665072	0.1673508881380318
108	187	0.9665072	0.197431546407974
109	188	0.9665072	0.197431546407974
110	189	0.9665072	0.197431546407974
111	190	0.9665072	0.1673508881380318
112	191	0.9665072	0.1673508881380318
113	192	0.9665072	0.1673508881380318
114	193	0.9665072	0.1372702298680896
115	194	0.9665072	0.1372702298680896
116	195	0.9665072	0.1372702298680896
117	196	0.9679634	0.1102822361035432
118	197	0.97940505	0.0832942423389968
119	198	0.9784689	0.0832942423389968
120	199	0.97979796	0.0832942423389968
121	200	0.97979796	0.0832942423389968
122	201	0.9973545	0.0832942423389968
123	202	0.99722224	0.0832942423389968
124	203	0.99722993	0.1102822361035432
125	204	0.99722993	0.1102822361035432
126	205	0.99707603	0.1102822361035432
127	206	0.99707603	0.0953230130451396
128	207	0.99722993	0.0951517342570565
129	208	0.99722993	0.0951517342570565
130	209	1.0	0.0951517342570565
131	210	1.0	0.0951517342570565
132	211	1.0	0.0951517342570565
133	212	1.0	0.0951517342570565
134	213	1.0	0.0951517342570565
135	214	1.0	0.0949804554689734
136	215	1.0	0.0891373489039851
137	216	1.0	0.0891373489039851
138	217	1.0	0.0832942423389968
139	218	1.0	0.0891373489039851
140	219	1.0	0.0891373489039851
141	220	1.0	0.0949804554689734
142	221	1.0	0.0949804554689734
143	222	1.0	0.0951517342570565
144	223	1.0	0.0953230130451396
145	224	1.0	0.0953230130451396
146	225	1.0	0.0951517342570565
147	226	1.0	0.0953230130451396
148	227	1.0	0.0953230130451396
149	228	1.0	0.1147202859788756
150	229	1.0	0.1341175589126117
151	230	1.0	0.1147202859788756
152	231	1.0	0.1341175589126117
153	232	1.0	0.1341175589126117
154	233	1.0	0.1356938943903506
155	234	1.0	0.1356938943903506
156	235	1.0	0.1372702298680896
157	236	1.0	0.1372702298680896
158	237	1.0	0.1372702298680896
159	238	1.0	0.1372702298680896
160	239	1.0	0.1372702298680896
161	240	1.0	0.1372702298680896
162	241	1.0	0.1486380148080158
163	242	1.0	0.1429541223380527
164	243	1.0	0.1486380148080158
165	244	1.0	0.1372702298680896
166	245	1.0	0.1429541223380527
167	246	1.0	0.1372702298680896
168	247	1.0	0.1372702298680896
169	248	1.0	0.1372702298680896
170	249	1.0	0.1429541223380527
171	250	1.0	0.1372702298680896
172	251	1.0	0.1413777868603138
173	252	1.0	0.1413777868603138
174	253	1.0	0.1174541993370648
175	254	1.0	0.100790839761518
176	255	1.0	0.1174541993370648
177	256	1.0	0.1341175589126117
178	257	1.0	0.1237947464336426
179	258	1.0	0.1071313868580957
180	259	1.0	0.1134719339546734
181	260	1.0	0.1237947464336426
182	261	1.0	0.1237947464336426
183	262	1.0	0.1237947464336426
184	263	0.9318182	0.1071313868580957
185	264	0.9347826	0.100790839761518
186	265	0.9347826	0.100790839761518
187	266	0.9280303	0.100790839761518
188	267	0.92083335	0.0999573960851719
189	268	0.92083335	0.0999573960851719
190	269	0.92083335	0.0999573960851719
191	270	0.9	0.1071313868580957
192	271	0.9	0.1071313868580957
193	272	0.9	0.100790839761518
194	273	0.9	0.1071313868580957
195	274	0.905303	0.100790839761518
196	275	0.9054545	0.1071313868580957
197	276	0.9015151	0.1134719339546734
198	277	0.90118575	0.1237947464336426
199	278	0.90118575	0.1237947464336426
200	279	0.90118575	0.1237947464336426
201	280	0.9057971	0.1134719339546734
202	281	0.90625	0.1237947464336426
203	282	0.89	0.1341175589126117
204	283	0.88	0.1237947464336426
205	284	0.88	0.1237947464336426
206	285	0.88	0.1237947464336426
207	286	0.8787879	0.1341175589126117
208	287	0.8774704	0.1413777868603138
209	288	0.8774704	0.1413777868603138
210	289	0.8787879	0.1341175589126117
211	290	0.88	0.1237947464336426
212	291	0.8811189	0.1134719339546734
213	292	0.8821549	0.1071313868580957
214	293	0.8821549	0.1071313868580957
215	294	0.8821549	0.1071313868580957
216	295	0.87762237	0.1134719339546734
217	296	0.88141024	0.1237947464336426
218	297	0.8707692	0.1237947464336426
219	298	0.875	0.1237947464336426
220	299	0.87777776	0.1341175589126117
221	300	0.8833333	0.1541019077812179
222	301	0.890625	0.1555991406230239
223	302	0.88533336	0.1555991406230239
224	303	0.8818681	0.1337869208679457
225	304	0.8835979	0.1134719339546734
226	305	0.8818681	0.1337869208679457
227	306	0.88	0.1134719339546734
228	307	0.88461536	0.1091112270794538
229	308	0.88266665	0.1091112270794538
230	309	0.8802083	0.1091112270794538
231	310	0.8797954	0.1091112270794538
232	311	0.8787879	0.1091112270794538
233	312	0.8787879	0.1091112270794538
234	313	0.877193	0.1091112270794538
235	314	0.87857145	0.1047505202042342
236	315	0.877193	0.1027706799828761
237	316	0.877193	0.1027706799828761
238	317	0.877193	0.1027706799828761
239	318	0.877193	0.1027706799828761
240	319	0.877193	0.1027706799828761
241	320	0.8803828	0.100790839761518
242	321	0.8768116	0.100790839761518
243	322	0.8768116	0.100790839761518
244	323	0.8768116	0.100790839761518
245	324	0.8737374	0.1027706799828761
246	325	0.8730159	0.100790839761518
247	326	0.8730159	0.100790839761518
248	327	0.8730159	0.100790839761518
249	328	0.8712121	0.0999573960851719
250	329	0.87439615	0.0991239524088259
251	330	0.8796296	0.098054063618417
252	331	0.8796296	0.098054063618417
253	332	0.8796296	0.098054063618417
254	333	0.8768116	0.0969841748280082
255	334	0.8737374	0.098054063618417
256	335	0.87969923	0.098054063618417
257	336	0.87969923	0.098054063618417
258	337	0.87969923	0.098054063618417
259	338	0.87830687	0.0969841748280082
260	339	0.87967914	0.092277639969438
261	340	0.88235295	0.091925331018016
262	341	0.88235295	0.091925331018016
263	342	0.88235295	0.091925331018016
264	343	0.92391306	0.092277639969438
265	344	0.9251337	0.0969841748280082
266	345	0.9251337	0.0969841748280082
267	346	0.9259259	0.1047505202042342
268	347	0.9259259	0.1047505202042342
269	348	0.9259259	0.1047505202042342
270	349	0.92424244	0.1327341352588323
271	350	0.9570707	0.1008673475161212
272	351	0.9570707	0.1008673475161212
273	352	0.95502645	0.1047505202042342
274	353	0.95502645	0.1047505202042342
275	354	0.9551821	0.1327341352588323
276	355	0.9579832	0.1153598601482322
277	356	0.9579832	0.1153598601482322
278	357	0.9579832	0.1153598601482322
279	358	0.9579832	0.1153598601482322
280	359	0.9579832	0.1153598601482322
281	360	0.9583333	0.1259692000922301
282	361	0.96428573	0.1047505202042342
283	362	0.9875	0.0981617711354141
284	363	0.9791667	0.091573022066594
285	364	0.9801136	0.0907851362156937
286	365	0.9801136	0.0907851362156937
287	366	0.98097825	0.0899972503647933
288	367	0.9609375	0.0907851362156937
289	368	0.9609375	0.0907851362156937
290	369	0.9592391	0.091573022066594
291	370	0.9573864	0.0981617711354141
292	371	0.95535713	0.1047505202042342
293	372	0.9558824	0.1259692000922301
294	373	0.9558824	0.1259692000922301
295	374	0.95356035	0.1433434752028303
296	375	0.9558824	0.1259692000922301
297	376	0.95625	0.1153598601482322
298	377	0.96666664	0.1259692000922301
299	378	0.96428573	0.1087711110794121
300	379	0.96703297	0.1087711110794121
301	380	0.96428573	0.091573022066594
302	381	0.96103895	0.0907851362156937
303	382	0.9625	0.0896888532786718
304	383	0.9605263	0.0899972503647933
305	384	0.9605263	0.0899972503647933
306	385	0.9625	0.0812173064976222
307	386	0.9625	0.0812173064976222
308	387	0.9625	0.0812173064976222
309	388	0.97727275	0.0724373626304511
310	389	0.98	0.0696600833948848
311	390	0.984127	0.0696600833948848
312	391	0.98295456	0.0587846688270072
313	392	0.9836956	0.0506865334946959
314	393	0.9875776	0.049044508736987
315	394	1.0	0.0474024839792781
316	395	0.99378884	0.046158700836653
317	396	0.9945652	0.0474024839792781
318	397	0.9951691	0.046158700836653
319	398	0.9956522	0.0474024839792781
320	399	0.9920949	0.049044508736987
321	400	0.9917355	0.0506865334946959
322	401	0.9880952	0.0474024839792781
323	402	0.9880952	0.0474024839792781
324	403	0.9880952	0.0474024839792781
325	404	0.974359	0.049044508736987
326	405	0.97619045	0.0506865334946959
327	406	0.9777778	0.0587846688270072
328	407	0.9777778	0.0587846688270072
329	408	0.9809524	0.0696600833948848
330	409	0.98	0.0724373626304511
331	410	0.97894734	0.0727267910860184
332	411	0.97894734	0.0727267910860184
333	412	0.98	0.0724373626304511
334	413	0.9809524	0.0615619480625735
335	414	0.9818182	0.0506865334946959
336	415	0.9805195	0.0478007255943619
337	416	0.9805195	0.0478007255943619
338	417	0.97902095	0.044914917694028
339	418	0.97902095	0.044914917694028
340	419	0.978022	0.0478007255943619
341	420	0.97692305	0.0506865334946959
342	421	0.978022	0.0478007255943619
343	422	0.978022	0.0478007255943619
344	423	0.978022	0.0478007255943619
345	424	0.974359	0.0478007255943619
346	425	0.974359	0.0478007255943619
347	426	0.9722222	0.044914917694028
348	427	0.970696	0.0429630929836611
349	428	0.970696	0.0429630929836611
350	429	0.974359	0.040621592369607
351	430	0.974359	0.040621592369607
352	431	0.974359	0.040621592369607
353	432	0.974359	0.040621592369607
354	433	0.974359	0.040621592369607
355	434	0.974359	0.040621592369607
356	435	0.974359	0.0384431364565853
357	436	0.97619045	0.0402319164659197
358	437	0.9777778	0.040621592369607
359	438	0.9791667	0.0410112682732943
360	439	0.9747899	0.0429630929836611
361	440	0.9747899	0.0429630929836611
362	441	0.9735294	0.044914917694028
363	442	0.9747899	0.0429630929836611
364	443	0.9794118	0.044914917694028
365	444	0.97832817	0.0478007255943619
366	445	0.97832817	0.0478007255943619
367	446	0.97712415	0.044914917694028
368	447	1.0	0.0429630929836611
369	448	1.0	0.0429630929836611
370	449	1.0	0.044914917694028
371	450	1.0	0.0478007255943619
372	451	1.0	0.0478007255943619
373	452	1.0	0.0478007255943619
374	453	1.0	0.044914917694028
375	454	1.0	0.0478007255943619
376	455	1.0	0.0478007255943619
377	456	1.0	0.0478007255943619
378	457	1.0	0.0478007255943619
379	458	1.0	0.0478007255943619
380	459	1.0	0.0478007255943619
381	460	1.0	0.0506865334946959
382	461	1.0	0.051276055013303
383	462	0.99747473	0.0535743222055656
384	463	0.99747473	0.0535743222055656
385	464	0.99747473	0.0535743222055656
386	465	0.99747473	0.0602153577954535
387	466	0.99760765	0.065147647711686
388	467	0.99749374	0.0690819336266359
389	468	0.99760765	0.065147647711686
390	469	0.99760765	0.065147647711686
391	470	0.99749374	0.0602153577954535
392	471	0.9973684	0.065147647711686
393	472	0.99722993	0.0690819336266359
394	473	0.99722993	0.0690819336266359
395	474	0.99722993	0.0690819336266359
396	475	0.99722224	0.0690819336266359
397	476	0.9971989	0.0651965105342953
398	477	0.9970238	0.0652453733569046
399	478	0.9969697	0.065147647711686
400	479	0.9969697	0.065147647711686
401	480	0.99715906	0.0651965105342953
402	481	0.99715906	0.0651965105342953
403	482	0.9972826	0.0652453733569046
404	483	0.9972826	0.0652453733569046
405	484	1.0	0.0651965105342953
406	485	1.0	0.065147647711686
407	486	0.98136646	0.065147647711686
408	487	0.98136646	0.065147647711686
409	488	0.9805195	0.0633130146938144
410	489	0.98136646	0.065147647711686
411	490	0.98136646	0.065147647711686
412	491	0.98136646	0.065147647711686
413	492	0.98447204	0.0652453733569046
414	493	0.98376626	0.0712527382215109
415	494	0.97727275	0.0826503683772835
416	495	0.97727275	0.0826503683772835
417	496	0.9782609	0.0880406336684497
418	497	0.97971016	0.0928942014915718
419	498	0.98055553	0.097747769314694
420	499	0.98055553	0.097747769314694
421	500	0.98055553	0.097747769314694
422	501	0.98055553	0.1039592043295886
423	502	0.9813333	0.1067280202349745
424	503	0.98205125	0.1094968361403604
425	504	0.978836	0.1320363160939662
426	505	0.978836	0.1320363160939662
427	506	0.9802469	0.133866352988856
428	507	0.9802469	0.1407236941968924
429	508	0.9802469	0.1407236941968924
430	509	0.9794872	0.1457509985100391
431	510	0.97866666	0.1657794447044065
432	511	0.97866666	0.1657794447044065
433	512	0.975	0.1457509985100391
434	513	0.9694118	0.1657794447044065
435	514	0.9694118	0.1657794447044065
436	515	0.96813726	0.1858078908987739
437	516	0.9661458	0.1897295722946375
438	517	0.9638889	0.193651253690501
439	518	0.9638889	0.193651253690501
440	519	0.96428573	0.1989452306301086
441	520	0.96428573	0.1989452306301086
442	521	0.96428573	0.1989452306301086
443	522	0.9658385	0.2042392075697162
444	523	0.9658385	0.2042392075697162
445	524	0.9658385	0.2042392075697162
446	525	0.9681159	0.2198549781396428
447	526	0.9681159	0.2198549781396428
448	527	0.9701087	0.2042392075697162
449	528	0.9701087	0.2042392075697162
450	529	0.97159094	0.2198549781396428
451	530	0.9702381	0.2042392075697162
452	531	0.9702381	0.2042392075697162
453	532	0.9735294	0.2042392075697162
454	533	0.9721362	0.2198549781396428
455	534	0.9721362	0.2198549781396428
456	535	0.9721362	0.2198549781396428
457	536	0.9721362	0.2198549781396428
458	537	0.9736842	0.2354707487095693
459	538	0.9750692	0.2198549781396428
460	539	0.9750692	0.2145610012000352
461	540	0.9736842	0.193651253690501
462	541	0.9647059	0.193651253690501
463	542	0.9690403	0.2145610012000352
464	543	0.9649123	0.2354707487095693
465	544	0.9649123	0.2359291610341375
466	545	0.9659443	0.2367900848470278
467	546	0.96405226	0.2359291610341375
468	547	0.9660494	0.2356999548718534
469	548	0.9660494	0.2356999548718534
470	549	0.9660494	0.2356999548718534
471	550	0.9660494	0.2356999548718534
472	551	0.96783626	0.2354707487095693
473	552	0.9695291	0.2145610012000352
474	553	0.9695291	0.2145610012000352
475	554	0.9695291	0.2145610012000352
476	555	0.9695291	0.2356999548718534
477	556	0.966759	0.2356999548718534
478	557	0.966759	0.2356999548718534
479	558	0.9649123	0.2359291610341375
480	559	0.962963	0.2367900848470278
481	560	0.962963	0.2367900848470278
482	561	0.9607843	0.2376510086599181
483	562	0.9584775	0.2464092944626847
484	563	0.9607843	0.2376510086599181
485	564	0.9607843	0.2376510086599181
486	565	0.9607843	0.2376510086599181
487	566	0.97231835	0.2367900848470278
488	567	0.97231835	0.2367900848470278
489	568	0.97231835	0.2367900848470278
490	569	0.9705882	0.2376510086599181
491	570	0.97231835	0.2367900848470278
492	571	0.97231835	0.2367900848470278
493	572	0.9201389	0.2328127650455279
494	573	0.92156863	0.2296963690569183
495	574	0.9346405	0.1907197735646855
496	575	0.9351852	0.1828155990583192
497	576	0.9346405	0.1749114245519529
498	577	0.93079585	0.1828155990583192
499	578	0.93014705	0.1749114245519529
500	579	0.93014705	0.1749114245519529
501	580	0.93014705	0.1749114245519529
502	581	0.92941177	0.1690751353080378
503	582	0.9285714	0.1632388460641227
504	583	0.93162394	0.1438033095332446
505	584	0.94298244	0.1438033095332446
506	585	0.94298244	0.1438033095332446
507	586	0.9398148	0.1132643261491633
508	587	0.9362745	0.082725342765082
509	588	0.9362745	0.082725342765082
510	589	0.9366516	0.0814119914551942
511	590	0.93697476	0.082725342765082
512	591	0.9404762	0.1132643261491633
513	592	0.9411765	0.1438033095332446
514	593	0.9453781	0.082725342765082
515	594	0.9484127	0.1105628777305075
516	595	0.9484127	0.1105628777305075
517	596	0.9484127	0.1105628777305075
518	597	0.9484127	0.1105628777305075
519	598	0.9453781	0.1384004126959329
520	599	0.9453781	0.1384004126959329
521	600	0.9453781	0.1384004126959329
522	601	0.94509804	0.1105628777305075
523	602	0.94509804	0.1105628777305075
524	603	0.94485295	0.082725342765082
525	604	0.9479167	0.1010625107631065
526	605	0.9446367	0.0870437051077402
527	606	0.9446367	0.0870437051077402
528	607	0.9444444	0.0870437051077402
529	608	0.9440789	0.082725342765082
530	609	0.94375	0.0870437051077402
531	610	0.94345236	0.082725342765082
532	611	0.94345236	0.082725342765082
533	612	0.93968254	0.0814119914551942
534	613	0.93968254	0.0814119914551942
535	614	0.94	0.082725342765082
536	615	0.94	0.082725342765082
537	616	0.94	0.082725342765082
538	617	0.9357143	0.0814119914551942
539	618	0.93406594	0.0814119914551942
540	619	0.9280303	0.075773210057291
541	620	0.92753625	0.0800986401453065
542	621	0.9318182	0.075773210057291
543	622	0.93115944	0.0714477799692756
544	623	0.93115944	0.0714477799692756
545	624	0.93115944	0.0714477799692756
546	625	0.93115944	0.0714477799692756
547	626	0.93115944	0.0714477799692756
548	627	0.9318182	0.0705752152983908
549	628	0.9325397	0.0714477799692756
550	629	0.9318182	0.0705752152983908
551	630	0.9318182	0.0705752152983908
552	631	0.9325397	0.0697026506275061
553	632	0.9166667	0.0566053318491902
554	633	0.9166667	0.0566053318491902
555	634	0.9166667	0.0566053318491902
556	635	0.9230769	0.0566053318491902
557	636	0.9271255	0.0544415667473832
558	637	0.9271255	0.0544415667473832
559	638	0.9269231	0.0566053318491902
560	639	0.93040293	0.0631539912383482
561	640	0.92460316	0.0566053318491902
562	641	0.9280303	0.0544415667473832
563	642	0.93115944	0.0522778016455762
564	643	0.92424244	0.0522778016455762
565	644	0.92424244	0.0522778016455762
566	645	0.92424244	0.0522778016455762
567	646	0.92424244	0.0522778016455762
568	647	0.9305556	0.0544415667473832
569	648	0.9358974	0.0566053318491902
570	649	0.9358974	0.0566053318491902
571	650	0.9378882	0.0576090921049069
572	651	0.9345238	0.0571072119770486
573	652	0.9876923	0.0636558713662065
574	653	0.98717946	0.0697026506275061
575	654	0.9866221	0.0705752152983908
576	655	0.9866221	0.0740473697143675
577	656	0.9866221	0.0740473697143675
578	657	0.9875776	0.0714477799692756
579	658	0.9875776	0.0714477799692756
580	659	0.9875776	0.0714477799692756
581	660	0.9875776	0.0714477799692756
582	661	0.9875776	0.0714477799692756
583	662	0.9875776	0.0714477799692756
584	663	0.9866221	0.0671280257821832
585	664	0.9861111	0.0571072119770486
586	665	0.98333335	0.0566053318491902
587	666	0.98397434	0.0544415667473832
588	667	0.98397434	0.0544415667473832
589	668	0.9845679	0.0566053318491902
590	669	0.98397434	0.0571072119770486
591	670	0.9866667	0.0566053318491902
592	671	0.98545456	0.0544415667473832
593	672	0.9866667	0.0566053318491902
594	673	0.986014	0.0566053318491902
595	674	0.9846154	0.0544415667473832
596	675	0.9846154	0.0544415667473832
597	676	0.9851852	0.0522778016455762
598	677	0.9851852	0.0522778016455762
599	678	0.98571426	0.0510362192901484
600	679	0.98275864	0.0497946369347206
601	680	0.98275864	0.0497946369347206
602	681	0.98376626	0.0522778016455762
603	682	0.98376626	0.0522778016455762
604	683	0.9845679	0.0566053318491902
605	684	0.98316497	0.0544415667473832
606	685	0.98397434	0.0544415667473832
607	686	0.9814815	0.0566053318491902
608	687	0.9814815	0.0576090921049069
609	688	0.9807692	0.0599320025662767
610	689	0.98333335	0.0576090921049069
611	690	0.98333335	0.0576090921049069
612	691	0.9846154	0.0599320025662767
613	692	0.9846154	0.0599320025662767
614	693	0.9846154	0.0599320025662767
615	694	0.9846154	0.0599320025662767
616	695	0.98397434	0.0622549130276465
617	696	0.9846154	0.0650696976160612
618	697	0.9852071	0.0622549130276465
619	698	0.9846154	0.0650696976160612
620	699	0.98397434	0.0678844822044758
621	700	0.9875776	0.0678844822044758
622	701	0.9875776	0.0678844822044758
623	702	0.987013	0.0701592787697586
624	703	0.9866221	0.0650696976160612
625	704	0.98550725	0.0622549130276465
626	705	0.93645483	0.0630192524350087
627	706	0.9391026	0.0622549130276465
628	707	0.9391026	0.0622549130276465
629	708	0.93538463	0.0599320025662767
630	709	0.9358974	0.0622549130276465
631	710	0.93538463	0.0599320025662767
632	711	0.93538463	0.0599320025662767
633	712	0.94666666	0.0622549130276465
634	713	0.94666666	0.0622549130276465
635	714	0.94666666	0.0622549130276465
636	715	0.94055945	0.0576090921049069
637	716	0.93939394	0.0599320025662767
638	717	0.9415584	0.0576090921049069
639	718	0.93939394	0.0545410087898542
640	719	0.9370629	0.0514729254748015
641	720	0.91346157	0.0545410087898542
642	721	0.91	0.0576090921049069
643	722	0.91	0.0622549130276465
644	723	0.9066667	0.0576090921049069
645	724	0.9066667	0.0576090921049069
646	725	0.9066667	0.0576090921049069
647	726	0.9107692	0.0599320025662767
648	727	0.9033333	0.0576090921049069
649	728	0.89454544	0.0545410087898542
650	729	0.89	0.0576090921049069
651	730	0.87333333	0.0622549130276465
652	731	0.8819444	0.0630192524350087
653	732	0.8896321	0.0630192524350087
654	733	0.8896321	0.0630192524350087
655	734	0.8896321	0.0630192524350087
656	735	0.8881119	0.0622549130276465
657	736	0.8881119	0.0622549130276465
658	737	0.87762237	0.0637835918423709
659	738	0.8733766	0.0658340370234234
660	739	0.869697	0.0678844822044758
661	740	0.869697	0.0678844822044758
662	741	0.86647725	0.0701592787697586
663	742	0.85026735	0.0724340753350414
664	743	0.85858583	0.0798456370057066
665	744	0.8671679	0.0913891151139382
666	745	0.885	0.0995238993473218
667	746	0.8815789	0.1035267671431389
668	747	0.8815789	0.1035267671431389
669	748	0.875	0.1056312839839392
670	749	0.8730159	0.1077358008247394
671	750	0.8712121	0.1087700020172382
672	751	0.8768116	0.1098042032097369
673	752	0.8768116	0.1200075093704064
674	753	0.88235295	0.1325520919795245
675	754	0.88235295	0.1325520919795245
676	755	0.8870588	0.1356289425275533
677	756	0.8918269	0.1414426375465505
678	757	0.8619909	0.1441794820175189
679	758	0.85746604	0.1441794820175189
680	759	0.88235295	0.1441794820175189
681	760	0.88235295	0.1441794820175189
682	761	0.8844444	0.1387057930755821
683	762	0.8844444	0.1387057930755821
684	763	0.87938595	0.1338329217881956
685	764	0.87916666	0.13319250688386
686	765	0.87391305	0.1325520919795245
687	766	0.8924485	0.1262798006749654
688	767	0.8888889	0.1200075093704064
689	768	0.8888889	0.1200075093704064
690	769	0.8888889	0.1200075093704064
691	770	0.88491046	0.1262798006749654
692	771	0.87967914	0.1200075093704064
693	772	0.87967914	0.1200075093704064
694	773	0.88491046	0.1149058562900716
695	774	0.87922704	0.1098042032097369
696	775	0.87185353	0.1089380839738538
697	776	0.8703704	0.1149058562900716
698	777	0.8627451	0.1200075093704064
699	778	0.8627451	0.1200075093704064
700	779	0.8627451	0.1200075093704064
701	780	0.85784316	0.1200075093704064
702	781	0.85882354	0.1262798006749654
703	782	0.86444443	0.1200075093704064
704	783	0.8564706	0.1262798006749654
705	784	0.84	0.1200075093704064
706	785	0.83111113	0.1200075093704064
707	786	0.8235294	0.1262798006749654
708	787	0.8235294	0.1262798006749654
709	788	0.85336536	0.13319250688386
710	789	0.85336536	0.13319250688386
711	790	0.84615386	0.1338329217881956
712	791	0.84615386	0.1338329217881956
713	792	0.8557692	0.13319250688386
714	793	0.8557692	0.13319250688386
715	794	0.8564815	0.1338329217881956
716	795	0.8493827	0.1362693574318889
717	796	0.84656084	0.1387057930755821
718	797	0.8379121	0.143824148379328
719	798	0.8469388	0.1412649707274551
720	799	0.8547619	0.1387057930755821
721	800	0.8691358	0.1412649707274551
722	801	0.8691358	0.1412649707274551
723	802	0.8622449	0.1388285350837618
724	803	0.85714287	0.143824148379328
725	804	0.85714287	0.143824148379328
726	805	0.85714287	0.143824148379328
727	806	0.85470086	0.1388285350837618
728	807	0.85978836	0.1338329217881956
729	808	0.8691358	0.13319250688386
730	809	0.86923075	0.1338329217881956
731	810	0.8769231	0.1338329217881956
732	811	0.8798077	0.1333215403205593
733	812	0.88235295	0.1326811254162237
734	813	0.88666666	0.1325520919795245
735	814	0.88666666	0.1325520919795245
736	815	0.89102566	0.1203120283587475
737	816	0.89102566	0.1203120283587475
738	817	0.8926316	0.1077305249527857
739	818	0.8969298	0.1073890851676007
740	819	0.90217394	0.1073890851676007
741	820	0.90217394	0.1073890851676007
742	821	0.9045454	0.1073273479718843
743	822	0.92142856	0.1073890851676007
744	823	0.92142856	0.1072656107761678
745	824	0.9175	0.1027341792739662
746	825	0.9175	0.1027341792739662
747	826	0.9175	0.1027341792739662
748	827	0.9142857	0.1072656107761678
749	828	0.9136364	0.1027341792739662
750	829	0.91818184	0.1027341792739662
751	830	0.91818184	0.1027341792739662
752	831	0.91818184	0.1027341792739662
753	832	0.91818184	0.1027341792739662
754	833	0.9166667	0.0982027477717646
755	834	0.9166667	0.0982027477717646
756	835	0.9142857	0.0921034871641968
757	836	0.91	0.0836354007373309
758	837	0.94210523	0.0751673143104649
759	838	0.94166666	0.0677180679274074
760	839	0.9411765	0.0751673143104649
761	840	0.9411765	0.0751673143104649
762	841	0.9411765	0.0688048309544186
763	842	0.9388889	0.0645368262493843
764	843	0.9411765	0.0645368262493843
765	844	0.9404762	0.0602688215443499
766	845	0.9404762	0.0602688215443499
767	846	0.9431818	0.0575681040474645
768	847	0.9431818	0.0575681040474645
769	848	0.9431818	0.0575681040474645
770	849	0.9431818	0.0575681040474645
771	850	0.9438503	0.054867386550579
772	851	0.9438503	0.054867386550579
773	852	0.92424244	0.0575681040474645
774	853	0.92424244	0.0575681040474645
775	854	0.9258312	0.0645368262493843
776	855	0.9296875	0.0719860726324417
777	856	0.92663044	0.0688048309544186
778	857	0.9296875	0.0719860726324417
779	858	0.9296875	0.0719860726324417
780	859	0.9296875	0.0719860726324417
781	860	0.9320652	0.0688048309544186
782	861	0.93048126	0.0526787018873799
783	862	0.92897725	0.0607417664208992
784	863	0.92897725	0.0607417664208992
785	864	0.94242424	0.0688048309544186
786	865	0.97619045	0.0526787018873799
787	866	0.97759104	0.0515249320319416
788	867	0.97759104	0.0515249320319416
789	868	0.9764706	0.0503711621765033
790	869	0.96638656	0.0495437315974608
791	870	0.95502645	0.0503711621765033
792	871	0.9548872	0.0515249320319416
793	872	0.95238096	0.0526787018873799
794	873	0.95454544	0.0515249320319416
