	Lan-Huh7	Lan-Vero	Lan-Vero-1	Lan-Vero-2	Manfredonia-vitro	Manfredonia	Huston	Sun	Sun-vitro
97	0.00215	0.00614	0.00791	0.00705	0.199	0.033	-0.015857	0.0	0.019
98	0.00108	0.01072	0.01125	0.01412	0.061	0.06	0.065484	0.0	0.0
99						0.0	0.074293	0.0	0.001
100	0.02137	0.04227	0.0315	0.07405	0.41	0.097	0.12157	0.0	0.01
101						0.052	-0.052563	0.008	0.345
102						0.033	0.011452	0.0	0.081
103	0.00089	0.01015	0.01141	0.01436	0.069	0.067	0.033476	0.0	0.725
104						1.196	0.357957	0.374	0.431
105						1.985	0.841009	0.862	0.636
106	0.0514	0.06181	0.06654	0.07222	1.384	0.87	2.112506	1.0	0.642
107	0.03443	0.03339	0.03365	0.04471	0.779	0.635	0.023492	0.0	0.0
108						0.101	1.632391	0.535	0.028
109						0.0	-0.066365	0.0	0.218
110	0.001	0.01153	0.01184	0.01238	0.095	0.0	0.032008	0.001	0.115
111						0.078	-0.010278	0.047	0.063
112						0.076	0.011452	0.005	0.031
113	0.00289	0.00992	0.01019	0.011	0.143	0.041	0.059023	0.001	0.038
114						0.016	-0.05315	0.0	0.048
115						0.038	0.113642	0.0	0.013
116						0.08	0.001762	0.0	0.0
117	0.0016	0.02119	0.0213	0.02176	0.138	0.048	-0.001175	0.005	0.01
118	0.00259	0.00883	0.00832	0.00908	0.226	0.0	0.059023	0.001	0.101
119	0.00492	0.01752	0.01686	0.01608	0.204	0.066	0.041111	0.045	0.055
120						0.076	0.017325	0.006	0.044
121	0.00115	0.02991	0.01282	0.0535	0.08	0.047	0.036412	0.121	0.077
122	0.0011	0.00347	0.00467	0.00407	0.276	0.054	0.020262	0.001	0.039
123	0.00146	0.01492	0.01344	0.01526	0.118	0.048	0.049627	0.001	0.019
124						0.056	0.0555	0.001	0.067
125	0.00098	0.01608	0.01454	0.01696	0.074	0.008	0.041992	0.0	0.015
126	0.00161	0.00779	0.00729	0.00897	0.076	0.0	-0.044635	0.0	0.002
127						0.244	0.091325	0.0	0.0
128						0.089	1.369282	0.322	0.051
129	0.01848	0.0162	0.01379	0.01719	0.498	0.241	0.045809	0.366	0.047
130						0.94	0.323894	0.157	0.062
131	0.02084	0.02021	0.01504	0.02033	0.566	1.001	-0.021143	0.556	0.11
132	0.02078	0.02036	0.01894	0.02604	0.585	0.808	0.106007	0.201	0.115
133						1.816	0.80166	0.155	0.122
134						4.268	1.244481	0.237	0.282
135	0.01784	0.02069	0.0167	0.02405	0.46	0.895	0.093674	0.414	0.453
136	0.02847	0.03089	0.02505	0.03689	0.828	4.721	0.18353	1.0	0.347
137						1.896	0.643677	0.4	0.099
138	0.03935	0.04942	0.03664	0.04297	0.783	1.678	0.036706	0.42	0.34
139	0.11025	0.10928	0.09333	0.10835	0.805	1.43	0.022024	0.26	0.258
140	0.06023	0.07089	0.05492	0.07529	0.537	3.149	0.421092	0.221	0.147
141						1.591	6.064718	0.52	0.255
142	0.03105	0.03685	0.02638	0.03256	0.606	1.093	0.084277	0.954	0.852
143	0.02787	0.02869	0.02303	0.03582	0.683	3.169	0.337989	0.873	0.971
144						2.089	0.548829	0.7	0.296
145						4.009	0.649256	0.78	0.97
146	0.02959	0.03466	0.03081	0.04654	0.756	2.812	-0.040817	0.46	1.0
147	0.04022	0.04559	0.04951	0.07678	0.37	1.452	0.788152	0.354	0.288
148						1.213	0.455155	0.319	0.322
149						1.894	0.157689	0.812	0.088
150						1.462	0.010571	0.003	0.037
151	0.00093	0.01338	0.01216	0.01455	0.069	0.106	0.059904	0.013	0.016
152						0.15	0.071357	0.042	0.063
153						0.04	0.014976	0.0	0.025
154						0.131	-0.026722	0.007	0.021
155						0.052	0.303926	0.133	0.061
156	0.00814	0.01633	0.01476	0.01986	0.666	0.13	0.007929	0.014	0.011
157	0.00196	0.01463	0.01387	0.01628	0.103	0.043	0.052563	0.074	0.065
158	0.00316	0.0086	0.00958	0.01005	0.152	0.071	-0.004992	0.001	0.009
159						0.036	0.057555	0.0	0.0
160						0.253	0.157983	0.111	0.062
161	0.01595	0.02274	0.02727	0.03	0.674	0.274	-0.017325	0.088	0.014
162	0.02797	0.04916	0.05725	0.07217	1.952	0.055	0.03377	0.476	0.145
163	0.00119	0.00881	0.01056	0.00952	0.26	0.099	0.014682	0.014	0.032
164	0.00187	0.0123	0.01482	0.01618	0.169	0.595	0.052269	0.017	0.06
165						0.383	0.160038	0.018	0.107
166	0.00189	0.00953	0.01164	0.01065	0.182	0.191	-0.053444	0.003	0.146
167						0.468	0.002643	0.027	0.038
168						0.747	0.387616	0.161	0.16
169	0.03657	0.03171	0.0315	0.04779	1.238	0.636	-0.020262	0.3	0.316
170	0.03192	0.02982	0.03095	0.03756	1.49	0.876	-0.063722	0.066	0.084
171	0.00071	0.00947	0.01122	0.01	0.065	0.096	0.016738	0.117	0.263
172						0.116	-0.04992	0.0	0.037
173	0.00112	0.01567	0.01477	0.02189	0.098	0.319	0.199974	0.105	0.122
174						4.042	2.240243	0.907	0.429
175						0.071	0.198506	0.038	0.136
176	0.00089	0.01251	0.01421	0.01312	0.063	2.723	0.152403	0.011	0.029
177						0.022	0.062841	0.215	0.133
178	0.00252	0.01088	0.01133	0.01142	0.119	0.133	-0.000587	0.028	0.097
179						0.03	0.054325	0.019	0.048
180	0.0009	0.01301	0.01329	0.01456	0.077	0.144	0.109531	0.022	0.035
181						0.325	-0.072825	0.081	0.109
182						0.131	0.101015	0.002	0.206
183	0.00087	0.01253	0.01235	0.01458	0.069	0.021	0.05873	0.002	0.38
184						0.066	0.094261	0.12	0.229
185						0.449	0.289831	0.236	0.313
186	0.0486	0.06795	0.0654	0.07757	1.31	0.257	1.574542	0.583	0.399
187	0.02974	0.03438	0.03785	0.04826	1.315	2.184	0.051095	0.756	0.098
188						0.159	0.034063	0.0	0.0
189						0.019	-0.052857	0.0	0.032
190	0.00056	0.00978	0.00996	0.00975	0.066	0.009	0.080166	0.0	0.002
191						0.031	-0.027603	0.006	0.183
192						0.038	-0.113642	0.002	0.608
193	0.00059	0.00976	0.00985	0.00934	0.065	0.026	0.023786	0.036	0.085
194						0.242	0.062253	0.447	0.202
195						0.305	0.234038	0.485	0.207
196	0.00266	0.00621	0.00516	0.00796	0.145	0.091	-0.073999	0.018	0.072
197	0.00072	0.01038	0.01029	0.01042	0.074	0.04	0.055793	0.005	0.168
198						0.081	0.013801	0.001	1.0
199						1.064	0.032301	0.016	0.29
200						0.531	0.083396	0.156	0.24
201						1.192	1.611248	1.0	0.966
202							0.833961	0.466	0.589
203	0.03364	0.0552	0.04485	0.06511	0.865	1.41	2.018832	0.464	0.17
204						2.611	0.513884	0.383	0.385
205						1.385	0.806358	1.0	0.209
206	0.00065	0.01288	0.01187	0.01375	0.066	0.377	0.162387	0.0	0.093
207	0.00121	0.01612	0.01136	0.02426	0.089	0.04	0.100134	0.016	1.0
208						0.276	-0.008809	0.0	0.28
209						1.337	0.217593	0.007	0.128
210						4.263	0.497147	1.0	0.235
211						0.541	0.262815	0.131	0.0
212						0.476	0.28895	0.118	0.004
213						0.015	-0.071944	0.011	0.01
214	0.00078	0.00989	0.0102	0.01036	0.066	0.011	0.075468	0.0	0.011
215	0.00254	0.00576	0.00511	0.00794	0.256	0.0	0.00646	0.006	0.019
216						0.0	0.008809	0.0	0.02
217	0.00063	0.01634	0.01669	0.01575	0.073	0.011	0.031127	0.0	0.411
218	0.00178	0.01233	0.00768	0.02182	0.086	0.0	0.036119	0.0	0.072
219						0.016	0.091031	0.064	1.0
220	0.01503	0.02112	0.0158	0.02871	0.591	0.071	0.013801	0.36	0.928
221						0.042	0.062253	0.318	0.324
222	0.03921	0.04589	0.03417	0.05964	1.084	0.267	0.601685	0.554	0.239
223	0.04324	0.04729	0.0378	0.0516	1.28	1.09	0.002056	0.727	0.213
224						0.099	1.176649	0.132	0.043
225		0.01271	0.01056	0.01632	0.087	0.029	0.1433	0.023	0.0
226		0.01063	0.01056	0.0119	0.231	0.078	-0.064896	0.0	0.0
227						0.079	-0.042579	0.0	0.0
228		0.01306	0.01221	0.0154	0.075	0.045	0.025254	0.021	0.0
229		0.00721	0.00768	0.0093	0.213	0.113	-0.008809	0.0	0.0
230		0.01008	0.01028	0.01147	0.065	0.032	0.074587	0.176	0.0
231		0.009	0.00921	0.00847	0.165	0.096	0.009984	0.025	0.007
232						0.256	0.030246	0.016	0.006
233		0.01131	0.01188	0.01362	0.064	0.257	0.090737	0.051	0.009
234						4.271	1.525796	0.065	0.058
235		0.03268	0.03167	0.04771	0.932		0.090737	0.643	0.291
236						0.377	0.209665	0.031	0.03
237						1.193	-0.007048	0.021	0.035
238						2.46	0.159157	0.092	0.137
239						2.443	1.959221	0.943	0.817
240						1.351	0.752914	0.199	0.414
241		0.0488	0.04523	0.06608			2.93061	0.398	0.704
242						1.332	0.364711	0.179	0.518
243						0.545	0.496559	0.209	0.718
244	0.00062	0.01095	0.01322	0.0137	0.077	0.055	0.08692	0.0	0.003
245	0.00055	0.0159	0.01164	0.02356	0.111	0.044	0.221704	0.0	0.0
246						0.063	0.128324	0.003	0.012
247						0.05	-0.039055	0.0	0.009
248						0.047	0.039936	0.0	0.04
249						0.104	0.038174	0.0	0.009
250						0.018	0.003524	0.0	0.006
251						0.087	0.063722	0.001	0.009
252						0.082	0.103364	0.099	0.148
253	0.00334	0.01222	0.01385	0.01432	0.289	0.215	-0.016444	0.0	0.02
254	0.00086	0.00933	0.00955	0.01014	0.069	0.026	-0.017032	0.004	0.038
255	0.0008	0.01665	0.00955	0.02286	0.105	0.081	0.075761	0.039	0.069
256						1.044	0.252244	0.063	0.098
257	0.04186	0.03478	0.02709	0.0411	0.976	1.622	0.14888	1.0	0.702
258	0.03308	0.03017	0.0235	0.03221	0.784	0.21	0.050508	0.684	0.367
259	0.04316	0.03792	0.03067	0.04144	1.341	1.574	0.012627	0.118	0.182
260						0.111	0.013508	0.01	0.012
261						0.065	0.136546	0.001	0.014
262						0.089	0.063428	0.002	0.012
263	0.00349	0.0092	0.00731	0.00986	0.12	0.011	0.00323	0.002	0.004
264	0.00292	0.00841	0.00678	0.00857	0.107	0.034	0.004111	0.0	0.0
265						0.035	0.010278	0.02	0.074
21556		0.01422	0.00988	0.01406	0.417	0.542	-0.024373	0.082	0.163
21557		0.02024	0.01695	0.01892	0.407	0.191	0.116872	0.053	0.068
21558						0.36	0.63751	0.112	0.18
21559		0.01162	0.00909	0.00985	0.265	0.073	0.061372	0.134	0.238
21560		0.01097	0.00755	0.01005	0.237	0.294	0.111293	0.071	0.154
21561		0.01652	0.01135	0.01696	0.234	0.944	0.203792	0.326	0.137
21562		0.05795	0.04091	0.05498	0.775	2.331	0.232863	0.969	0.936
21563		0.0362	0.02567	0.03303	0.685	3.771	-0.044635	0.801	1.0
21564						0.691	4.165988	0.969	0.87
21565						0.684	0.192633	0.117	0.112
21566						0.172	0.095142	0.103	0.132
21567						0.092	-0.039643	0.028	0.181
21568						0.037	0.169729	0.006	0.23
21569						1.471	-0.086626	0.0	0.04
21570						0.173	0.321251	0.0	0.0
21571						0.491	-0.254006	0.035	0.003
21572						0.158	-0.072531	0.085	0.0
21573						0.359	0.510067	0.651	0.091
21574						0.463	0.176483	0.102	0.016
21575		0.02755	0.02743	0.0312	0.722	1.239	-0.011452	0.149	0.016
21576						0.467	0.10219	0.002	0.0
21577						0.748	0.331823	0.041	0.0
21578						2.462	0.193808	0.0	0.0
21579						0.627	0.255768	0.015	0.0
21580						0.817	1.196323	0.312	0.001
21581						0.15	0.29218	0.268	0.108
21582						1.444	1.184283	0.325	0.531
21583		0.02175	0.01953	0.02421	0.383	2.917	0.144181	0.321	0.434
21584						0.213	0.354433	0.21	0.371
21585						0.539	0.944373	0.22	0.53
21586						0.339	0.760549	0.135	0.52
21587		0.02696	0.0284	0.03213	0.358	0.108	0.024373	0.006	0.036
21588		0.02466	0.01392	0.03343	0.173	0.152	0.377925	0.118	0.156
21589		0.02107	0.01925	0.02224	0.366	0.537	0.054325	0.284	0.222
21590		0.02618	0.02723	0.02977	0.263	0.43	-0.002056	0.15	0.248
21591						0.397	0.800192	0.152	0.494
21592	0.11846	0.01679	0.01584	0.02141	0.388	0.809	-0.018793	0.86	0.566
21593						0.439	0.169435	0.246	0.001
21594						0.101	0.222292	0.227	0.022
21595	0.01179	0.02616	0.0273	0.0286	0.205	0.216	0.346211	0.192	0.003
21596						0.12	2.486907	0.111	0.004
21597	0.02487	0.0286	0.02127	0.04015	0.284	0.181	1.20014	0.295	0.0
21598						0.897	4.285503	0.495	0.023
21599	0.01042	0.01609	0.0222	0.02186	0.335	0.864	0.115697	0.908	0.032
21600						0.708	0.61578	0.326	0.109
21601						0.398	0.274855	0.045	0.0
21602	0.00156	0.0172	0.01586	0.02901	0.367	0.922	0.559106	0.264	0.037
21603	0.01271	0.01281	0.01622	0.02291	0.344	0.64	-0.027897	0.192	0.06
21604						0.435	0.873016	0.05	0.018
21605						0.244	1.084443	0.084	0.029
21606						0.213	0.186173	0.02	0.018
21607						0.044	2.711842	0.2	0.033
21608						0.497	0.886524	0.069	0.028
21609						1.457	0.675685	0.188	0.203
21610						1.215	1.907246	0.272	0.369
21611	0.01486	0.01253	0.01435	0.01604	0.16	0.623	0.35737	0.351	0.249
21612	0.01799	0.01662	0.01349	0.02286	0.307	0.736	-0.0	0.243	0.168
21613						0.378	1.289116	0.091	0.159
21614	0.02725	0.0296	0.02718	0.03493	0.318	0.425	0.708867	0.366	0.103
21615						0.521	0.87331	0.535	0.624
21616						0.373	1.614185	0.615	0.798
21617		0.02683	0.02305	0.02509	0.289	0.435	0.126269	0.216	0.392
21618		0.04938	0.04923	0.04504	0.292	0.161	1.241839	0.444	0.167
21619		0.01905	0.01387	0.02054	0.203	0.153	-0.121277	0.349	0.115
21620		0.02552	0.01876	0.02312	0.275	0.352	0.145943	0.242	0.039
21621		0.05652	0.04963	0.04787	0.257	0.261	0.253125	0.003	0.0
21622		0.0383	0.0209	0.04217		0.37	1.050967	0.098	0.037
21623		0.02868	0.02541	0.02476		0.416	0.089269	0.716	0.119
21624						0.196	3.813316	0.508	0.005
21625		0.03214	0.02676	0.02564	0.317	0.356	-0.026135	0.497	0.072
21626		0.03886	0.02674	0.03437	0.311	0.371	0.014976	0.001	0.0
21627		0.04825	0.03848	0.03861	0.253	0.071	0.335934	0.306	0.028
21628						0.08	0.519464	0.068	0.005
21629		0.05028	0.03243	0.04705	0.311	0.503	0.246665	0.157	0.011
21630		0.02214	0.01192	0.02101		0.103	0.045222	0.35	0.1
21631		0.02706	0.01998	0.02057	0.363	0.349	0.337696	0.233	0.083
21632						0.142	0.134785	0.367	0.091
21633						0.234	1.008095	0.54	0.189
21634		0.02519	0.01537	0.02133	0.361	0.324	0.16826	0.044	0.023
21635		0.02373	0.02117	0.01656	0.156	0.023	0.493035	0.015	0.002
21636		0.02583	0.01446	0.02491	0.309	0.025	0.426377	0.0	0.0
21637		0.06884	0.04167	0.06441	0.493	0.077	0.200268	0.0	0.0
21638		0.06757	0.04053	0.061	0.615	0.238	0.627526	0.027	0.0
21639		0.05833	0.0295	0.06081	0.364	0.309	0.304513	0.031	0.0
21640						0.139	0.960523	0.361	0.042
21641						0.0	0.242553	0.08	0.15
21642		0.05078	0.0405	0.04129	0.42	0.181	0.366179	0.464	0.516
21643		0.02816	0.01834	0.02386	0.278	0.206	0.131554	0.64	0.4
21644						0.117	1.064769	0.937	0.915
21645	0.03124	0.03481	0.02417	0.02678	0.5	0.488	0.035531	0.42	0.14
21646	0.03403	0.0478	0.03444	0.04047	0.35	0.151	0.386735	0.352	0.169
21647	0.02502	0.03268	0.02664	0.02428	0.44	0.09	0.051976	0.21	0.185
21648	0.04297	0.04389	0.03508	0.03507	0.376	0.133	0.417861	0.31	0.546
21649						0.367	3.224552	0.585	0.589
21650	0.02486	0.01761	0.01402	0.01658	0.369	0.231	0.105713	0.832	1.0
21651	0.02955	0.02972	0.02528	0.02568	0.473	0.158	0.159157	0.308	0.3
21652						0.17	1.202783	0.466	0.308
21653						0.018	0.747335	0.318	0.098
21654	0.02702	0.04544	0.03848	0.04787	0.383	0.22	0.731478	0.327	0.063
21655						0.287	0.738525	0.398	0.082
21656						0.728	1.698755	0.715	0.23
21657						0.185	1.638264	0.427	0.182
21658	0.02745	0.04416	0.03815	0.05029	0.665	0.165	0.598749	1.0	0.98
21659	0.02632	0.0276	0.02723	0.02856	0.595	0.157	-0.020555	0.934	0.27
21660	0.04557	0.04153	0.03476	0.04565	0.554	0.005	0.465139	0.808	0.269
21661	0.0243	0.02154	0.01777	0.02173	0.387	0.138	-0.060198	0.306	0.07
21662	0.06449	0.05893	0.06249	0.06159	0.857	0.396	1.341092	0.755	0.065
21663						0.24	2.002681	0.6	0.042
21664						0.34	3.286511	0.409	0.037
21665						0.17	2.238187	0.72	0.016
21666						0.0	0.29218	0.135	0.025
21667						0.062	0.434599	0.357	0.034
21668						0.0	0.344156	0.121	0.006
21669						0.0	0.245196	0.285	0.107
21670						0.088	0.924405	0.928	0.925
21671						0.075	0.335053	1.0	1.0
21672	0.01869	0.01456	0.01745	0.02009	0.364	0.228	0.16503	0.706	0.789
21673						0.139	1.788318	1.0	0.736
21674						0.038	0.095436	0.594	0.412
21675	0.0339	0.03603	0.03805	0.04097	0.345	0.279	-0.03377	0.119	0.055
21676	0.01832	0.02878	0.03392	0.03022	0.257	0.0	-0.050801	0.034	0.004
21677	0.01101	0.02093	0.01905	0.02802	0.275	0.0	0.02173	0.0	0.0
21678	0.0125	0.03606	0.02152	0.06073	0.191	0.078	0.449869	0.022	0.0
21679						0.0	0.051682	0.066	0.0
21680						0.075	0.762311	0.058	0.0
21681	0.01941	0.02011	0.02518	0.02861	0.687	0.07	0.056087	0.057	0.052
21682	0.02375	0.02395	0.02904	0.03623	0.714	0.234	0.099253	0.306	0.713
21683	0.01699	0.01712	0.0224	0.02276	0.474	0.0	0.005286	0.387	0.134
21684	0.01667	0.01439	0.01718	0.01849	0.461	0.147	0.050214	0.098	0.054
21685	0.0201	0.0178	0.02624	0.02485	0.905	0.455	-0.028778	0.165	0.217
21686						0.004	0.059023	0.0	0.0
21687						0.0	0.047277	0.273	0.031
21688						0.077	0.299815	0.165	0.046
21689						0.01	0.633693	0.572	0.122
21690						0.114	0.581717	0.066	0.002
21691	0.0276	0.03526	0.03562	0.0506	0.423	0.131	0.826033	0.266	0.093
21692	0.02108	0.02459	0.02713	0.03481	0.418	0.129	0.061079	0.239	0.044
21693						0.0	0.097198	0.153	0.102
21694	0.0275	0.0181	0.02008	0.02669	0.596	0.0	0.114816	0.149	0.0
21695						0.0	-0.039643	0.008	0.004
21696	0.00682	0.01093	0.00711	0.01764	0.363	0.001	0.194982	0.0	0.0
21697	0.00793	0.02516	0.0134	0.04136	0.2	0.022	0.15211	0.069	0.037
21698						0.045	0.002936	0.001	0.024
21699	0.02981	0.04533	0.04275	0.062	0.886	0.0	0.213482	0.055	0.06
21700	0.00893	0.01385	0.0185	0.01732	0.373	0.078	-0.028778	0.041	0.154
21701						0.0	0.107475	0.001	0.157
21702						0.0	0.138308	0.012	0.132
21703						0.0	0.524162	0.384	0.746
21704						0.0	0.546479	0.418	0.987
21705						0.307	2.029697	0.748	1.0
21706	0.03727	0.03341	0.02704	0.03717	0.674	0.306	-0.034944	0.312	0.671
21707	0.04201	0.05031	0.04316	0.05427	0.417	0.179	0.464258	0.569	0.531
21708	0.02967	0.02974	0.02633	0.02747		0.011	0.692716	0.612	0.177
21709						0.171	0.897389	0.842	0.808
21710						0.133	1.816215	0.3	0.165
21711	0.02912	0.04135	0.0343	0.04235		0.095	0.756144	0.606	0.257
21712	0.01685	0.02493	0.01995	0.02345		0.0	0.026135	0.202	0.184
21713	0.01689	0.01684	0.01227	0.01645	0.125	0.214	0.038174	0.074	0.04
21714	0.01991	0.03356	0.0322	0.0248	0.06	0.19	-0.082222	0.146	0.076
21715						0.012	0.280434	0.172	0.069
21716	0.03722	0.06828	0.03916	0.07684	0.119	0.0	0.483932	0.341	0.257
21717	0.01401	0.02258	0.02011	0.02162	0.119	0.12	-0.053738	0.034	0.015
21718						0.151	0.023198	0.008	0.02
21719						0.019	0.186467	0.0	0.0
21720	0.01458	0.01755	0.01417	0.01805	0.114	0.156	0.062547	0.018	0.045
21721	0.03609	0.03681	0.03051	0.03678	0.0	0.0	0.207903	0.179	0.085
21722						0.09	1.251823	0.111	0.107
21723						0.059	3.480319	0.24	0.03
21724						0.364	0.219943	0.267	0.017
21725						0.167	0.473361	0.357	0.122
21726						0.04	1.546645	0.136	0.049
21727	0.02712	0.03865	0.0338	0.0404	0.046	0.064	0.829556	0.291	0.013
21728						0.015	1.332576	0.541	0.028
21729						0.085	1.719311	0.572	0.086
21730	0.03379	0.03311	0.02317	0.03404	0.176	0.133	0.045809	0.154	0.052
21731	0.04464	0.04944	0.04414	0.05013	0.342	0.109	0.165618	0.055	0.053
21732	0.02256	0.03837	0.0257	0.04465	0.124	0.258	0.097785	0.092	0.026
21733						0.128	0.292767	0.284	0.024
21734						0.451	0.635161	0.342	0.067
21735						0.464	0.721494	0.125	0.036
21736	0.0259	0.03352	0.03167	0.03894	0.416	0.081	1.093546	0.097	0.012
21737						0.0	0.736764	0.184	0.022
21738						0.178	0.572908	0.217	0.028
21739						0.087	0.915008	0.424	0.131
21740						0.185	0.594344	0.304	0.199
21741	0.026	0.03023	0.02713	0.03692	0.551	0.214	0.513884	0.081	0.069
21742	0.02987	0.04585	0.0315	0.0598	0.677	0.102	1.143466	0.17	0.222
21743	0.0278	0.02965	0.0266	0.0315	0.5	0.1	0.068126	0.291	0.031
21744	0.03243	0.03163	0.02697	0.03257	0.759	0.288	-0.085745	0.314	0.132
21745						0.055	0.878596	0.337	0.444
21746						0.204	0.96346	1.0	0.553
21747						0.0	0.772001	1.0	0.21
21748						0.146	-0.02496	0.582	0.353
21749	0.03328	0.02567	0.02204	0.03071	0.493	0.256	-0.039643	0.503	0.14
21750	0.02156	0.03607	0.03762	0.04152	0.547	0.159	-0.023198	0.477	0.079
21751						0.071	0.097198	0.038	0.027
21752						0.0	0.021143	0.0	0.002
