	0
1007	597490.352
1008	597697.752
1009	597882.742
1010	598055.946
1011	598215.154
1012	598344.346
1013	598474.806
1014	598604.322
1015	598736.332
1016	598862.65
1017	598991.996
1018	599119.118
1019	599236.928
1020	599361.264
1021	599514.918
1022	599675.214
1023	599839.066
1024	600002.176
1025	600164.972
1026	600333.89
1027	600505.886
1028	600669.282
1029	600854.054
1030	601044.906
1031	601236.172
1032	601414.71
1033	601577.17
1034	601742.69
1035	601916.832
1036	602088.14
1037	602247.948
1038	602405.1
1039	602555.618
1040	602694.526
1041	602822.346
1042	602963.3
1043	603123.48
1044	603274.362
1045	603427.128
1046	603577.66
1047	603708.932
1048	603854.706
1049	603950.396
1050	604041.912
1051	604143.194
1052	604239.764
1053	604338.108
1054	604432.566
1055	604524.962
1056	604615.718
1057	604714.274
1058	604811.882
1059	604924.562
1060	605047.178
1061	605157.942
1062	605241.96
1063	605315.252
1064	605382.406
1065	605450.516
1066	605522.954
1067	605618.34
1068	605725.864
1069	605843.232
1070	605963.546
1071	606078.56
1072	606196.134
1073	606307.528
1074	606405.91
1075	606496.198
1076	606572.482
1077	606618.424
1078	606647.736
1079	606653.63
1080	606650.79
1081	606613.452
1082	606547.13
1083	606470.468
1084	606388.534
1085	606302.88
1086	606194.922
1087	606079.52
1088	605960.368
1089	605839.65
1090	605724.456
1091	605607.052
1092	605489.842
1093	605384.486
1094	605273.706
1095	605163.884
1096	605061.836
1097	604968.58
1098	604863.728
1099	604761.2
1100	604660.416
1101	604532.118
1102	604416.672
1103	604309.598
1104	604208.228
1105	604112.378
1106	604014.302
1107	603914.562
1108	603811.146
1109	603705.832
1110	603595.804
1111	603478.044
1112	603357.41
1113	603233.448
1114	603110.828
1115	602987.392
1116	602874.926
1117	602765.924
1118	602665.096
1119	602577.062
1120	602486.236
1121	602362.58
1122	602245.966
1123	602156.77
1124	602059.134
1125	601947.15
1126	601844.42
1127	601739.792
1128	601622.51
1129	601509.56
1130	601399.112
1131	601281.516
1132	601165.654
1133	601051.0
1134	600910.746
1135	600755.58
1136	600589.922
1137	600425.054
1138	600271.998
1139	600161.71
1140	600068.772
1141	599971.77
1142	599875.882
1143	599774.192
1144	599679.968
1145	599565.376
1146	599439.512
1147	599331.052
1148	599225.42
1149	599122.6
1150	599028.346
1151	598939.446
1152	598835.11
1153	598725.96
1154	598626.69
1155	598522.204
1156	598415.938
1157	598297.842
1158	598173.468
1159	598051.164
1160	597934.59
1161	597822.276
1162	597716.032
1163	597617.598
1164	597530.414
1165	597450.306
1166	597371.262
1167	597274.8
1168	597173.918
1169	597059.588
1170	596875.768
1171	596666.088
1172	596451.64
1173	596239.996
1174	596038.182
1175	595848.326
1176	595657.64
1177	595475.33
1178	595301.352
1179	595155.004
1180	595022.012
1181	594846.378
1182	594710.698
1183	594603.362
1184	594489.754
1185	594379.056
1186	594298.598
1187	594232.974
1188	594158.522
1189	594095.208
1190	594015.648
1191	593926.474
1192	593841.494
1193	593755.288
1194	593668.558
1195	593561.578
1196	593445.23
1197	593374.044
1198	593329.4
1199	593366.724
1200	593399.608
1201	593414.102
1202	593438.154
1203	593253.444
1204	593066.794
1205	592889.51
1206	592709.008
1207	592544.224
1208	592394.024
1209	592246.154
1210	592106.328
1211	591973.784
1212	591873.992
1213	591779.63
1214	591682.586
1215	591568.542
1216	591444.342
1217	591315.34
1218	591173.262
1219	591050.698
1220	590933.432
1221	590825.142
1222	590720.526
1223	590628.37
1224	590547.246
1225	590481.466
1226	590420.768
1227	590374.9
1228	590296.98
1229	590191.862
1230	590082.264
1231	589972.3
1232	589863.91
1233	589763.844
1234	589670.39
1235	589574.806
1236	589485.742
1237	589403.066
1238	589326.924
1239	589242.216
1240	589154.754
1241	589064.514
1242	588980.694
1243	588899.124
1244	588833.206
1245	588726.252
1246	588607.988
1247	588491.6
1248	588370.224
1249	588250.164
1250	588134.898
1251	588018.566
1252	587904.368
1253	587797.094
1254	587665.408
1255	587531.376
1256	587381.434
1257	587233.818
1258	587085.62
1259	586928.748
1260	586777.364
1261	586630.122
1262	586479.78
1263	586305.224
1264	586143.994
1265	585976.746
1266	585794.756
1267	585609.08
1268	585426.46
1269	585258.348
1270	585092.774
1271	584935.568
1272	584773.174
1273	584606.534
1274	584437.174
1275	584264.46
1276	584090.106
1277	583917.328
1278	583740.98
1279	583562.72
1280	583387.478
1281	583229.184
1282	583102.784
1283	582989.318
1284	582855.602
1285	582690.028
1286	582475.214
1287	582273.766
1288	582079.186
1289	581869.61
1290	581661.364
1291	581446.8
1292	581238.532
1293	581035.402
1294	580835.5
1295	580638.15
1296	580453.542
1297	580260.384
1298	580067.976
1299	579867.584
1300	579662.534
1301	579447.52
1302	579214.074
1303	578961.58
1304	578710.38
1305	578468.392
1306	578245.392
1307	578074.322
1308	577903.918
1309	577732.512
1310	577559.474
1311	577391.454
1312	577224.764
1313	577061.208
1314	576885.852
1315	576720.662
1316	576539.454
1317	576351.82
1318	576177.016
1319	576001.824
1320	575836.36
1321	575679.764
1322	575535.144
1323	575374.996
1324	575208.396
1325	575047.962
1326	574883.848
1327	574718.618
1328	574551.078
1329	574382.672
1330	574212.27
1331	574020.504
1332	573805.368
1333	573591.428
1334	573377.146
1335	573153.914
1336	572923.884
1337	572695.872
1338	572457.758
1339	572204.87
1340	571950.832
1341	571689.08
1342	571432.406
1343	571175.682
1344	570922.086
1345	570670.646
1346	570414.974
1347	570155.65
1348	569893.384
1349	569622.15
1350	569335.97
1351	569060.53
1352	568796.52
1353	568549.98
1354	568312.532
1355	568057.496
1356	567851.68
1357	567637.008
1358	567285.302
1359	566936.986
1360	566595.872
1361	566259.71
1362	565936.184
1363	565615.14
1364	565278.608
1365	564948.828
1366	564650.282
1367	564330.16
1368	564009.076
1369	563691.376
1370	563374.866
1371	563057.008
1372	562743.748
1373	562435.658
1374	562133.65
1375	561815.038
1376	561516.372
1377	561213.206
1378	560905.486
1379	560601.316
1380	560283.674
1381	559984.8
1382	559696.872
1383	559410.324
1384	559128.524
1385	558843.53
1386	558555.664
1387	558279.838
1388	557979.164
1389	557662.342
1390	557328.602
1391	556968.164
1392	556577.446
1393	556178.322
1394	555773.11
1395	555367.898
1396	554965.978
1397	554563.664
1398	554155.812
1399	553747.386
1400	553338.614
1401	552941.732
1402	552569.122
1403	552213.16
1404	551923.374
1405	551636.948
1406	551335.104
1407	551049.484
1408	550761.176
1409	550470.986
1410	550187.224
1411	549902.842
1412	549616.28
1413	549329.776
1414	549036.922
1415	548733.266
1416	548423.108
1417	548115.588
1418	547792.844
1419	547481.99
1420	547165.406
1421	546876.874
1422	546571.208
1423	546273.232
1424	545979.828
1425	545727.398
1426	545495.518
1427	545260.306
1428	545021.058
1429	544786.96
1430	544564.182
1431	544347.348
1432	544130.314
1433	543916.412
1434	543721.046
1435	543537.886
1436	543360.066
1437	543173.172
1438	542980.202
1439	542794.518
1440	542610.374
1441	542421.508
1442	542230.3
1443	542042.868
1444	541834.236
1445	541596.88
1446	541316.026
1447	541037.27
1448	540758.11
1449	540463.06
1450	540155.786
1451	539864.996
1452	539569.698
1453	539274.842
1454	538974.952
1455	538675.734
1456	538378.344
1457	538073.3
1458	537755.046
1459	537423.204
1460	537068.93
1461	536703.658
1462	536338.768
1463	535977.994
1464	535611.134
1465	535244.412
1466	534878.882
1467	534511.936
1468	534143.078
1469	533781.892
1470	533406.426
1471	533000.64
1472	532576.0
1473	532152.12
1474	531729.492
1475	531304.572
1476	530878.176
1477	530445.778
1478	530007.074
1479	529571.824
1480	529139.674
1481	528705.476
1482	528264.33
1483	527829.678
1484	527400.22
1485	526971.458
1486	526552.49
1487	526140.056
1488	525728.414
1489	525320.898
1490	524890.508
1491	524422.528
1492	523958.018
1493	523494.464
1494	523024.496
1495	522556.43
1496	522086.344
1497	521615.288
1498	521148.446
1499	520679.962
1500	520206.522
1501	519699.592
1502	519183.306
1503	518670.91
1504	518185.756
1505	517704.482
1506	517234.802
1507	516787.16
1508	516335.334
1509	515888.77
1510	515453.37
1511	515030.434
1512	514641.736
1513	514250.654
1514	513859.15
1515	513468.596
1516	513078.962
1517	512689.906
1518	512298.722
1519	511915.356
1520	511538.974
1521	511138.534
1522	510715.354
1523	510281.584
1524	509813.534
1525	509340.118
1526	508859.41
1527	508371.676
1528	507907.594
1529	507429.748
1530	506944.694
1531	506451.722
1532	505955.332
1533	505459.034
1534	504958.234
1535	504449.882
1536	503934.012
1537	503415.838
1538	502897.83
1539	502382.862
1540	501884.878
1541	501393.206
1542	500884.034
1543	500358.468
1544	499828.578
1545	499306.728
1546	498791.658
1547	498294.962
1548	497797.21
1549	497302.866
1550	496808.096
1551	496315.434
1552	495819.724
1553	495331.472
1554	494844.488
1555	494367.482
1556	493893.66
1557	493410.012
1558	492903.904
1559	492398.596
1560	491880.432
1561	491372.824
1562	490866.76
1563	490356.422
1564	489851.896
1565	489358.486
1566	488880.904
1567	488410.976
1568	487938.01
1569	487465.392
1570	486989.49
1571	486515.568
1572	486038.616
1573	485564.414
1574	485101.176
1575	484647.2
1576	484203.252
1577	483767.088
1578	483343.376
1579	482928.35
1580	482516.518
1581	482128.782
1582	481763.88
1583	481385.05
1584	481003.096
1585	480623.364
1586	480261.844
1587	479905.536
1588	479555.768
1589	479206.302
1590	478864.252
1591	478540.89
1592	478234.32
1593	477929.436
1594	477645.242
1595	477360.09
1596	477090.368
1597	476843.232
1598	476621.89
1599	476403.262
1600	476192.242
1601	476015.366
1602	475831.926
1603	475644.858
1604	475457.158
1605	475264.954
1606	475072.508
1607	474891.032
1608	474714.89
1609	474543.168
1610	474373.294
1611	474213.314
1612	474049.604
1613	473884.04
1614	473719.942
1615	473564.832
1616	473401.516
1617	473236.768
1618	473064.964
1619	472867.126
1620	472673.112
1621	472491.138
1622	472332.488
1623	472150.936
1624	471975.75
1625	471799.09
1626	471621.16
1627	471450.002
1628	471289.782
1629	471128.716
1630	470986.95
1631	470857.568
1632	470727.148
1633	470592.414
1634	470477.946
1635	470356.542
1636	470256.578
1637	470154.666
1638	470059.608
1639	469948.948
1640	469827.388
1641	469713.056
1642	469596.66
1643	469483.464
1644	469375.528
1645	469265.476
1646	469154.16
1647	469042.486
1648	468921.06
1649	468809.584
1650	468699.44
1651	468592.314
1652	468498.1
1653	468407.61
1654	468319.906
1655	468243.982
1656	468171.742
1657	468109.084
1658	468051.122
1659	467990.268
1660	467926.59
1661	467859.71
1662	467781.554
1663	467711.63
1664	467635.346
1665	467555.1
1666	467478.314
1667	467391.214
1668	467305.07
1669	467222.446
1670	467136.98
1671	467050.71
1672	466964.91
1673	466871.44
1674	466762.19
1675	466642.544
1676	466525.016
1677	466391.358
1678	466250.776
1679	466088.966
1680	465908.278
1681	465725.116
1682	465501.536
1683	465254.198
1684	465022.65
1685	464789.326
1686	464540.786
1687	464286.22
1688	464034.168
1689	463768.37
1690	463510.09
1691	463244.232
1692	462969.958
1693	462693.81
1694	462417.746
1695	462166.336
1696	461927.32
1697	461651.91
1698	461358.486
1699	461028.308
1700	460706.676
1701	460382.156
1702	460049.028
1703	459714.09
1704	459375.834
1705	459039.808
1706	458701.862
1707	458362.552
1708	458015.876
1709	457663.526
1710	457304.968
1711	456939.258
1712	456541.928
1713	456142.286
1714	455742.748
1715	455342.702
1716	454950.662
1717	454554.1
1718	454163.93
1719	453771.88
1720	453397.78
1721	453018.714
1722	452654.848
1723	452275.426
1724	451897.006
1725	451515.928
1726	451122.92
1727	450707.054
1728	450296.88
1729	449889.088
1730	449481.134
1731	449076.016
1732	448666.216
1733	448261.39
1734	447846.222
1735	447433.306
1736	446996.982
1737	446550.52
1738	446099.03
1739	445640.294
1740	445176.524
1741	444717.044
1742	444241.374
1743	443769.202
1744	443307.112
1745	442852.13
1746	442398.672
1747	441945.19
1748	441501.236
1749	441059.924
1750	440615.966
1751	440175.162
1752	439734.926
1753	439295.258
1754	438868.8
1755	438441.666
1756	438015.7
1757	437596.142
1758	437187.652
1759	436780.328
1760	436366.698
1761	435956.108
1762	435550.916
1763	435148.904
1764	434736.142
1765	434322.816
1766	433900.914
1767	433468.6
1768	433024.356
1769	432567.366
1770	432112.004
1771	431650.568
1772	431197.08
1773	430748.862
1774	430299.358
1775	429854.856
1776	429415.978
1777	428982.118
1778	428557.288
1779	428130.918
1780	427703.644
1781	427271.038
1782	426825.898
1783	426395.802
1784	425976.956
1785	425558.092
1786	425144.094
1787	424769.196
1788	424401.022
1789	424042.694
1790	423678.322
1791	423323.866
1792	422976.766
1793	422632.506
1794	422298.018
1795	421974.38
1796	421647.434
1797	421332.368
1798	421028.894
1799	420727.076
1800	420433.954
1801	420156.904
1802	419891.778
1803	419635.884
1804	419373.008
1805	419079.458
1806	418789.494
1807	418490.626
1808	418199.9
1809	417908.922
1810	417617.26
1811	417327.892
1812	417036.092
1813	416740.078
1814	416464.368
1815	416180.662
1816	415917.43
1817	415653.312
1818	415402.848
1819	415154.358
1820	414899.276
1821	414648.19
1822	414403.016
1823	414157.39
1824	413915.964
1825	413674.706
1826	413433.104
1827	413200.708
1828	412972.85
1829	412745.316
1830	412522.272
1831	412301.93
1832	412079.042
1833	411866.002
1834	411658.114
1835	411457.602
1836	411267.236
1837	411076.424
1838	410892.866
1839	410693.624
1840	410493.556
1841	410303.916
1842	410122.888
1843	409953.272
1844	409792.11
1845	409628.508
1846	409471.214
1847	409322.676
1848	409171.1
1849	409021.598
1850	408878.688
1851	408730.762
1852	408589.078
1853	408452.254
1854	408316.186
1855	408195.056
1856	408048.28
1857	407903.144
1858	407902.802
1859	407903.782
1860	407916.496
1861	407937.218
1862	407963.274
1863	408005.128
1864	408049.396
1865	408106.922
1866	408170.856
1867	408241.624
1868	408308.71
1869	408378.456
1870	408448.812
1871	408521.1
1872	408594.86
1873	408669.708
1874	408745.72
