		∆DMS	PCC	AUROC
9441	9520	0.13827905947846406	0.6022708231949374	0.7916667
9521	9600	0.23694619107193166	0.40303298935871945	0.9126984
9601	9680	0.2749595675288882	0.01857845801018898	
9681	9760	0.30125221437123156	0.10732996674569127	0.8214286
9761	9840	0.30455875090322176	0.24172212392456688	0.8730769
9841	9920	0.1958167343809057	0.31417552403682913	0.99242425
9921	10000	0.22037988776142461	0.27364014388511526	0.8375286
10001	10080	0.26569220314963055	-0.008516552709802594	0.79435486
10161	10240	0.2827576154084679	0.2722246427820405	0.90686274
10241	10320	0.1856374048463057	0.3912652082430056	0.7894737
10321	10400	0.3025286563794612	0.06570004026458054	0.8625
10401	10480	0.19343754138698588	0.43881147714403207	0.9206349
10481	10560	0.3129891702000179	-0.20030780972888632	0.6333333
10561	10640	0.26768412163403876	0.2874220158359987	0.80833334
10641	10720	0.25224415361361896	0.3218733992951362	0.9565972
10721	10800	0.2914988553988675	-0.16020400017493422	0.85555553
10801	10880	0.2180278171266708	0.3951076186348276	0.9747899
11041	11120	0.2662764254814252	0.23548959080086207	0.71428573
11121	11200	0.3240622719998885	0.08659324102812313	0.875
11201	11280	0.23650092905087558	0.2839473006797934	0.71428573
11281	11360	0.20223643658005208	0.3238081535587725	0.875
11361	11440	0.21239926913586504	0.45388263118788147	0.877451
11441	11520	0.22116986251696558	0.33504253519095034	0.83928573
11521	11600	0.3128765378275349	0.35833407275780543	0.9444444
11601	11680	0.19382870204700403	0.33040097357258086	0.9144385
11761	11840	0.2818168821105127	0.11470467239804855	0.8976982
11841	11920	0.24142708622418743	0.483581202647389	0.8428571
11921	12000	0.27241823945837473	0.02639619696499202	0.72751325
12081	12160	0.269720942509566	-0.22226176356038704	0.7731481
12161	12240	0.3256030339145241	-0.23635088868413343	0.74
12241	12320	0.2590275178567645	0.34605046023855945	0.9318182
12401	12480	0.18422581277005393	0.38902850064685024	0.8583916
12561	12640	0.3421030880672698	-0.19518247969411215	0.8333333
12641	12720	0.22272311146047374	0.09611398222218948	0.94
12721	12800	0.28771811191608165	0.03315211523049079	0.91515154
12961	13040	0.21952500605134492	0.29957019762960596	0.93386245
13041	13120	0.22124928346946554	0.2889639286024552	0.9537037
13121	13200	0.3258297744443394	0.06575323209577665	0.78502417
13201	13280	0.24280826723318055	0.012240374550305	0.94817924
13361	13440	0.1527634028912684	0.5927911173606987	0.77038044
13441	13520	0.23253888688221255	0.2145513022114683	0.75555557
13521	13600	0.30313795726982035	-0.19188688125344233	0.73333335
13681	13760	0.21018818358317126	0.30739112465918933	0.9401914
13761	13840	0.20398395131731692	0.14648345729051548	0.9322917
13841	13920	0.17882882000929717	0.1336210960725165	0.88502675
13921	14000	0.19165931957656523	0.22709007726658997	0.95714283
14001	14080	0.2381179661438236	0.03087524484148048	0.88684213
14081	14160	0.17973719726779086	0.5718186645379164	0.9563492
14161	14240	0.17465432123604555	0.35068940247751107	0.88
14241	14320	0.17157204814524457	-0.02070267743209941	0.8598485
14321	14400	0.32841187119288234	0.04221670561501883	0.821875
14401	14480	0.21760785339081515	0.33580985755614023	0.9502924
14481	14560	0.22297695634929207	0.356660918941648	0.9379085
14561	14640	0.230494831460874	0.14201912598178557	0.99714285
14641	14720	0.2838662245900053	-0.23933800377229233	0.89285713
14721	14800	0.21033722603795316	0.19753433633188702	0.89705884
14801	14880	0.2695706843958419	0.25538165667347934	0.96307695
14881	14960	0.41991768058861856	0.04952593236845292	0.58630955
14961	15040	0.2329184534620858	0.2817925979188382	0.9681159
15201	15280	0.26999921040765706	-0.03563765131747665	0.8013468
15281	15360	0.2930621395098278	0.025616966660705953	0.9392857
15361	15440	0.23401493760934203	0.22451837776135644	0.7987013
15441	15520	0.3042924391881057	0.09782168890598308	0.72
15521	15600	0.21550003455814787	0.3647953710420675	0.93421054
15601	15680	0.21617214332612114	0.3255634586880314	0.9285714
15681	15760	0.20364818779515648	0.198164296933476	0.9967533
15841	15920	0.20270516510816441	0.39032618833352817	0.930622
15921	16000	0.16466500536621773	0.4467540201239774	0.93509614
16001	16080	0.18134441482487687	-0.18449249736281642	0.86217946
16081	16160	0.19842068079415545	0.20091637888370217	0.9786096
16161	16240	0.26538613178935766	0.13369256975522542	0.87723786
16241	16320	0.35402115084867236	-0.1079984485229659	0.89316237
16321	16400	0.2645921928385267	0.16015491802280113	0.84210527
16401	16480	0.19601892441845803	0.37397804847877913	0.8922306
16561	16640	0.27674516640413316	-0.008583732589407537	0.8385417
16641	16720	0.33363644196897324	0.10221857143043993	0.7125
16721	16800	0.2706402301805458	-0.02721510077182844	0.83512545
16801	16880	0.23161752609022734	0.2600491298414295	0.8518519
16881	16960	0.3291133624462627	0.09742661633564288	0.73846155
16961	17040	0.2729713698267698	0.03913260929682516	0.85294116
17041	17120	0.1832348790851573	0.4819798341766186	0.9005682
17121	17200	0.14214418666783496	0.7161598260219727	0.99285716
17281	17360	0.28160788462449565	-0.05761431114184886	0.90993786
17361	17440	0.27101359686815313	0.08812892418819047	0.8738462
17521	17600	0.17563934550895824	0.4449795130307634	0.87916666
17601	17680	0.2966037290892781	0.16177471047911537	0.93333334
17681	17760	0.23467009570459182	0.05762511571418759	0.837963
17761	17840	0.2481114020635113	0.10234578449581572	0.8541667
17841	17920	0.2257627229925132	0.3762056236598199	0.9758065
17921	18000	0.3040732424994964	-0.13015641524466834	0.84210527
18241	18320	0.14681098591296377	0.2573159913312974	0.8328173
18481	18560	0.19384173977907643	0.08017011454661213	0.8760965
18561	18640	0.2376762162517687	0.04567357268888682	0.722807
18641	18720	0.27367308918819605	0.02052890434790997	0.92727274
18721	18800	0.2161328379269412	0.15538976626224124	0.9281046
18801	18880	0.22557562313799598	0.20837132645287093	0.91764706
18881	18960	0.2935615976824547	0.2539933461099228	1.0
18961	19040	0.25295798178718354	0.21346233485295646	0.8888889
19041	19120	0.31389777484859227	-0.022250851609442186	0.65789473
19121	19200	0.21734834726266494	0.04785067097443341	0.87212276
19201	19280	0.2209957875259805	0.3528185205368091	0.89772725
19281	19360	0.28375990995553674	-0.22199455239936397	0.75076926
19361	19440	0.24670373568363896	0.17917265571611538	0.86875
19441	19520	0.19753216993109224	0.3313371881103128	0.9673913
19761	19840	0.3025112002935359	0.27009170316280434	0.9483471
20001	20080	0.30937521593521844	-0.3200123217293767	0.6938776
20241	20320	0.21629940665741176	0.3888929740075917	0.87222224
20321	20400	0.2116455644277876	0.2262586485960466	0.9942857
20641	20720	0.256152849768985	0.09282567204385611	0.84444445
20881	20960	0.2736540665995661	0.1581319354136954	0.9638158
21121	21200	0.24353187003187998	0.26846553786908856	0.8472222
21201	21280	0.23757202281040213	0.28355130187640476	0.87908494
21281	21360	0.23223272419300184	0.18147404642072346	0.8357143
21361	21440	0.24129656680131992	0.35433351581765676	0.79605263
21441	21520	0.2623581671271533	-0.007506929032985886	0.9259259
21521	21600	0.2909991659871464	-0.12338538070813757	0.8842593
21681	21760	0.2817927781260126	-0.022332908290887736	
21761	21840	0.19898256537915615	0.34001850400840955	0.9194139
21841	21920	0.18277161316944876	0.28514720092748813	0.97530866
21921	22000	0.3439808698339108	-0.12559383956156517	0.951417
22001	22080	0.1032959834100851	0.08002449204773053	0.89053255
22081	22160	0.31948687405570986	0.1962873572868729	0.88429755
22321	22400	0.2950322424881311	0.2061934167444946	0.6041667
22401	22480	0.26911568883898834	0.049804250555285284	0.86928105
22481	22560	0.2117559386295532	0.3588214305800065	0.9419355
22561	22640	0.13549620693573444	0.6479890217532518	0.7842262
22641	22720	0.17885158653780972	0.4765625350247542	0.8512111
22721	22800	0.2594437339376028	0.3388808575148886	0.83540374
22801	22880	0.20080597287743446	0.34398551429530005	0.9157895
22881	22960	0.20677821970818241	0.21898057142903002	0.96825397
22961	23040	0.2960555600017785	0.17304113855629755	0.8405797
23041	23120	0.13598308745898238	0.4963363939199105	0.8551724
23121	23200	0.27915567365571325	0.016263762691843896	0.87222224
23201	23280	0.24714970603004882	-0.04242428587427028	0.9
23281	23360	0.46673348508920653	-0.2469898159250204	0.74489796
23361	23440	0.18924526378567	0.41756027500122317	0.95
23441	23520	0.21903164974512904	-0.0934057926394821	0.88214284
23601	23680	0.1876441326337119	0.1489602610293042	0.8240741
23761	23840	0.2500519235796395	0.28133690535808675	0.9880952
23841	23920	0.22571100141779457	0.17234984278119123	0.9163265
23921	24000	0.15607869727720153	0.42578554731929497	0.8568627
24001	24080	0.18026909463815044	0.4935074012614895	0.96675193
24081	24160	0.19858594304888844	0.31924293635228435	0.91515154
24161	24240	0.21696286139851798	0.32195648795266657	0.91071427
24241	24320	0.16791334798329477	0.6212130576985592	0.97619045
24321	24400	0.3218777341896526	-0.006313253399131066	0.8636364
24401	24480	0.23576524204263247	-0.02237203527585919	0.78904665
24481	24560	0.20526590344709922	0.11718670426359219	0.890625
24561	24640	0.25565197325122574	0.1773054363507748	0.85507244
24641	24720	0.2108592014417839	0.2891628272729434	0.8939394
24721	24800	0.16668492768974477	0.3470191999693847	0.95
24801	24880	0.17572514871900607	0.6248805891440573	0.9131579
24881	24960	0.2793990134171094	0.2187367537746234	0.89102566
25041	25120	0.2745957051572598	0.04728033916362044	0.82908165
25121	25200	0.272900152659356	0.11599378909412188	0.8280543
25201	25280	0.176749627076245	-0.10188197098020384	0.85119045
25361	25440	0.1317149684859245	0.6259753336851072	0.97333336
25441	25520	0.11057431030821009	0.5917800989863593	0.99346405
25521	25600	0.1723604351420179	0.40849278253129484	0.87647057
25601	25680	0.15120502745105752	0.39001945934563925	0.9157895
25681	25760	0.19792700130089508	0.4339701893859184	0.8566176
25761	25840	0.29396191150948164	0.13090532392158044	0.7033333
25841	25920	0.18886874522884117	0.5449809001955881	0.99248123
25921	26000	0.1280205101471476	0.6775709074991181	0.8235294
26001	26080	0.12152259706040955	0.5082586640966005	0.9791667
26081	26160	0.11473079860641858	0.7248815511951062	0.92
26161	26240	0.19369768546038904	0.04011362907499232	0.95652175
26321	26400	0.26579946046094244	0.14384297341836674	0.91729325
26401	26480	0.14835934275701643	0.501452064554635	0.9463602
26481	26560	0.08919904504974643	0.5659347931756414	0.7892857
26561	26640	0.1966957500655595	0.5826681230094312	0.92105263
26641	26720	0.20157463345935936	0.26182280197067287	0.8552036
26721	26800	0.2921121165151028	-0.0858523577002461	0.81447965
26801	26880	0.256170953888892	0.1905430751811097	0.94973546
26881	26960	0.14108015287319478	0.6942807879214868	0.9469136
26961	27040	0.16843232876399677	0.32447801237190205	0.93333334
27041	27120	0.29032558955816185	0.16352723451714285	0.93274856
27201	27280	0.26661711488974404	-0.042581593777582874	0.9259259
27281	27360	0.18693364970083004	0.2761467729725823	0.92045456
27361	27440	0.31599406562799537	-0.11803695813978536	0.8855219
27441	27520	0.19055292429236476	0.3973938382356828	0.9558824
27601	27680	0.17512057101551137	0.4496421041307662	0.951417
27681	27760	0.14920793967414997	0.11803888742975084	0.89141417
27761	27840	0.2935342586464161	0.011805605911700167	0.9142857
27841	27920	0.11863873552339121	0.6973054268026573	0.9404762
27921	28000	0.15926954227108378	0.4566947479825488	0.9979757
28001	28080	0.2638925769293259	0.14817253326834529	0.95394737
28081	28160	0.11877496826442532	0.5286778891370205	0.8170426
28161	28240	0.1292269638492166	0.8338203189915344	0.987013
28241	28320	0.18004460052541768	0.224026083137265	0.86738354
28321	28400	0.15143293548785122	0.3717836832946339	0.85064936
28401	28480	0.2865868022285467	0.4631604402031817	0.85828876
28481	28560	0.1869077615901719	0.40841231654419785	0.89464283
28561	28640	0.20352156241658054	0.3219583367084936	0.85479796
28641	28720	0.22793116936005586	0.3055598407430646	0.96444446
28721	28800	0.3135472451685054	0.20425094134736943	0.96581197
28801	28880	0.26700106443942895	0.36563823490063085	0.9596154
28881	28960	0.1444220856750625	0.5545608866829373	0.95686275
28961	29040	0.09509306776515705	0.7888112897225383	0.94823235
29041	29120	0.12946946299036258	0.5521270966935895	0.9530303
29121	29200	0.23292671802708062	0.2040582762529688	0.79791665
29201	29280	0.28772801957331046	0.18938501221564139	0.9590643
29281	29360	0.19292319442054043	0.30371016455959754	0.9042969
29361	29440	0.16375421957055072	0.5486851921211505	0.9197861
29441	29520	0.20322064455416491	0.36642554285328965	0.94471157
29521	29600	0.07166216970565072	0.7985491214036183	0.98140496
29601	29680	0.1705320538714997	0.0812482772952485	0.8376471
29681	29760	0.3291272380607721	-0.1498620602706832	0.93434346
29761	29840	0.2227691840544462	0.3270251305048234	0.7
