		Lan-Huh7	Lan-Huh7	Lan-Vero
125	204	0.8546887	0.8777018	0.7772367
126	205	0.86439073	0.8687611	0.7824541
127	206	0.8674727	0.86964256	0.7788251
128	207	0.86344236	0.8777018	0.7781122
129	208	0.86344236	0.8777018	0.7781122
130	209	0.85443336	0.874385	0.7636493
131	210	0.85443336	0.874385	0.7636493
132	211	0.8435006	0.8741714	0.75239754
133	212	0.8305322	0.8731526	0.73923093
134	213	0.8305322	0.8731526	0.73923093
135	214	0.827027	0.88000524	0.7414704
136	215	0.7791506	0.8812927	0.6966654
137	216	0.7627451	0.88790816	0.68670315
138	217	0.72998714	0.88914645	0.67452043
139	218	0.6931789	0.89867395	0.6467105
140	219	0.66610646	0.8995377	0.62561303
141	220	0.66610646	0.91719216	0.6432675
142	221	0.66610646	0.91719216	0.6432675
143	222	0.66694677	0.92055494	0.65027326
144	223	0.6635854	0.9174724	0.647471
145	224	0.6635854	0.9174724	0.647471
146	225	0.6635854	0.9174724	0.6385993
147	226	0.63728034	0.91546935	0.5976568
148	227	0.6072861	0.92459464	0.57110834
149	228	0.6072861	0.92459464	0.5612206
150	229	0.6072861	0.92459464	0.522827
151	230	0.6072861	0.92459464	0.52635616
152	231	0.61730206	0.92289364	0.5027915
153	232	0.61730206	0.92289364	0.5027915
154	233	0.61730206	0.92289364	0.49210212
155	234	0.61730206	0.92289364	0.49210212
156	235	0.61730206	0.92289364	0.526464
157	236	0.5866935	0.91558254	0.4933172
158	237	0.5844271	0.9148582	0.49950743
159	238	0.6320197	0.9150957	0.53154653
160	239	0.6320197	0.9150957	0.53154653
161	240	0.6320197	0.9150957	0.53154653
162	241	0.591133	0.90565544	0.4913727
163	242	0.55494505	0.9118683	0.44955164
164	243	0.59042734	0.92181385	0.49549007
165	244	0.60683763	0.9010956	0.49170566
166	245	0.55494505	0.84754086	0.49148634
167	246	0.60820514	0.83196485	0.53451586
168	247	0.60820514	0.83196485	0.53451586
169	248	0.60820514	0.83196485	0.53451586
170	249	0.5638462	0.8201777	0.49619547
171	250	0.5078261	0.8088818	0.45510426
172	251	0.5197629	0.8246358	0.44462386
173	252	0.5197629	0.8246358	0.44462386
174	253	0.5187747	0.84046566	0.44200128
175	254	0.50173914	0.8276019	0.4430996
176	255	0.48384616	0.8101661	0.44645104
177	256	0.5	0.84849876	0.47134352
178	257	0.5546154	0.8613791	0.5150072
179	258	0.63	0.85675836	0.5813896
180	259	0.6670085	0.86926806	0.61239785
181	260	0.67846155	0.8696828	0.6196289
182	261	0.67846155	0.8696828	0.6196289
183	262	0.67846155	0.8696828	0.6196289
184	263	0.64153844	0.8906854	0.5869766
185	264	0.59931624	0.8898394	0.55238825
186	265	0.59931624	0.8898394	0.55238825
187	266	0.50358975	0.8912079	0.47596487
188	267	0.44230768	0.8899156	0.43149716
189	268	0.44230768	0.8899156	0.43149716
190	269	0.44230768	0.8899156	0.43149716
191	270	0.50384617	0.88709366	0.47919104
192	271	0.50384617	0.88709366	0.47919104
193	272	0.4994872	0.899641	0.47600856
194	273	0.50076926	0.89555687	0.4733016
195	274	0.5562393	0.9071636	0.5184506
196	275	0.53540903	0.89390934	0.47454304
197	276	0.5651282	0.8873312	0.504393
198	277	0.5769231	0.89594156	0.508231
199	278	0.5769231	0.89594156	0.508231
200	279	0.5769231	0.89594156	0.508231
201	280	0.62324786	0.9075056	0.55008024
202	281	0.61050063	0.9064265	0.5539604
203	282	0.57526	0.90227216	0.52323335
204	283	0.53357756	0.89465654	0.48732316
205	284	0.53357756	0.89465654	0.48732316
206	285	0.53357756	0.89465654	0.48732316
207	286	0.554188	0.8979313	0.5040874
208	287	0.58	0.90384614	0.5190508
209	288	0.58	0.90384614	0.5190508
210	289	0.5480342	0.89553773	0.504393
211	290	0.51526254	0.8975729	0.47762448
212	291	0.48166394	0.8977693	0.45408326
213	292	0.4679803	0.8939525	0.44611737
214	293	0.4679803	0.8939525	0.44611737
215	294	0.46551725	0.9045449	0.44588026
216	295	0.4909688	0.9043383	0.4794697
217	296	0.5344828	0.9139057	0.51582694
218	297	0.5630542	0.92252743	0.5494962
219	298	0.62512314	0.9279468	0.59869593
220	299	0.6529477	0.9349205	0.62409717
221	300	0.6609566	0.9251307	0.62278396
222	301	0.6923387	0.92892426	0.6488511
223	302	0.6616936	0.92569816	0.61079055
224	303	0.60846776	0.9204557	0.55106795
225	304	0.5967742	0.9176061	0.5404822
226	305	0.5967742	0.9176061	0.5549145
227	306	0.5967742	0.9176061	0.5691617
228	307	0.6159759	0.91468203	0.5717178
229	308	0.63116884	0.9137444	0.5823464
230	309	0.6535014	0.9189719	0.63397104
231	310	0.67078507	0.9203938	0.6480413
232	311	0.6948791	0.9200403	0.6863043
233	312	0.6948791	0.9200403	0.6863043
234	313	0.7093774	0.925316	0.7025659
235	314	0.7220648	0.92950046	0.7177635
236	315	0.7220648	0.92950046	0.7056025
237	316	0.7220648	0.92950046	0.7056025
238	317	0.7220648	0.92950046	0.7056025
239	318	0.7220648	0.92950046	0.7056025
240	319	0.7220648	0.92950046	0.7056025
241	320	0.70938087	0.92884284	0.70087713
242	321	0.69407666	0.93305457	0.685657
243	322	0.69407666	0.93305457	0.685657
244	323	0.69407666	0.93305457	0.685657
245	324	0.6992495	0.9332082	0.6906191
246	325	0.7222672	0.94089067	0.7004049
247	326	0.7222672	0.94089067	0.7004049
248	327	0.7222672	0.94089067	0.7004049
249	328	0.73414636	0.94427764	0.71369606
250	329	0.72125435	0.9442509	0.70261323
251	330	0.7055344	0.94295436	0.6820355
252	331	0.7055344	0.94295436	0.6820355
253	332	0.7055344	0.94295436	0.6820355
254	333	0.7121951	0.9442509	0.68658537
255	334	0.7118199	0.9422139	0.6825516
256	335	0.74971855	0.94277674	0.7118199
257	336	0.74971855	0.94277674	0.7118199
258	337	0.74315196	0.9465291	0.7108818
259	338	0.7340081	0.9441295	0.69898784
260	339	0.7002024	0.9423077	0.65789473
261	340	0.6981238	0.9450281	0.6532833
262	341	0.6981238	0.9450281	0.6532833
263	342	0.6981238	0.9450281	0.6532833
264	343	0.7089069	0.9504049	0.66275305
265	344	0.74493927	0.9574899	0.6939271
266	345	0.74493927	0.9574899	0.6939271
267	346	0.7712551	0.9588542	0.7270611
268	347	0.7712551	0.9588542	0.7270611
269	348	0.7712551	0.9588542	0.7270611
270	349	0.778424	0.94910645	0.7218913
271	350	0.7566021	0.9544047	0.6958113
272	351	0.7566021	0.9544047	0.6958113
273	352	0.76694167	0.95363903	0.7100562
274	353	0.76694167	0.95363903	0.7100562
275	354	0.75767356	0.95425695	0.6961755
276	355	0.7657712	0.94922304	0.70361656
277	356	0.7657712	0.94922304	0.70361656
278	357	0.7657712	0.94922304	0.70361656
279	358	0.7657712	0.94922304	0.70361656
280	359	0.7657712	0.94922304	0.70361656
281	360	0.7554976	0.94902194	0.68602926
282	361	0.78205204	0.9516301	0.68081325
283	362	0.8369908	0.94954306	0.729648
284	363	0.8463043	0.9286307	0.7365301
285	364	0.84893584	0.93412125	0.74498004
286	365	0.84893584	0.93412125	0.74498004
287	366	0.82959664	0.93759173	0.7302359
288	367	0.76345044	0.9351222	0.6949995
289	368	0.76345044	0.9351222	0.6949995
290	369	0.7738246	0.9344536	0.70411986
291	370	0.78524923	0.9335157	0.7208361
292	371	0.79627764	0.93413955	0.7416716
293	372	0.8154822	0.93692946	0.7578685
294	373	0.8154822	0.93692946	0.7578685
295	374	0.822318	0.9338396	0.7685179
296	375	0.8083694	0.93384707	0.7493332
297	376	0.803784	0.932295	0.74123174
298	377	0.79459345	0.9313629	0.7268016
299	378	0.77805793	0.9310819	0.7092979
300	379	0.7575827	0.9310819	0.6915731
301	380	0.7368597	0.9329768	0.6725161
302	381	0.71285856	0.9264895	0.6424709
303	382	0.72250736	0.92970395	0.66556686
304	383	0.7455645	0.9319488	0.70349836
305	384	0.74475807	0.9283194	0.701482
306	385	0.733871	0.9308038	0.6853634
307	386	0.733871	0.9308038	0.6853634
308	387	0.70784456	0.9319036	0.6586014
309	388	0.6951613	0.9319488	0.65994555
310	389	0.67830926	0.932473	0.6438981
311	390	0.65873194	0.93380797	0.6247636
312	391	0.59599555	0.9309156	0.5455557
313	392	0.5907854	0.92780805	0.5325134
314	393	0.5595728	0.92612374	0.49438202
315	394	0.52469516	0.9221483	0.44562137
316	395	0.5613528	0.9247886	0.4908221
317	396	0.6012703	0.9314378	0.5363444
318	397	0.6349555	0.9318057	0.57593256
319	398	0.66549677	0.93280965	0.60750395
320	399	0.68653065	0.9312347	0.63350904
321	400	0.7037687	0.92946684	0.6496198
322	401	0.739868	0.92044127	0.6917356
323	402	0.739868	0.92044127	0.6917356
324	403	0.739868	0.92044127	0.6917356
325	404	0.7526931	0.92114913	0.7120483
326	405	0.7710624	0.92127746	0.7321241
327	406	0.7847352	0.92122537	0.74766713
328	407	0.7847352	0.92122537	0.74766713
329	408	0.7741439	0.9223981	0.70956945
330	409	0.7869203	0.91748166	0.71923804
331	410	0.80337596	0.91709846	0.7450531
332	411	0.80337596	0.91709846	0.7450531
333	412	0.80337596	0.91709846	0.7377784
334	413	0.80337596	0.91709846	0.71965504
335	414	0.80337596	0.91709846	0.7161826
336	415	0.7920447	0.9179727	0.6981144
337	416	0.7920447	0.9179727	0.6981144
338	417	0.77527976	0.9162214	0.6759577
339	418	0.77527976	0.9162214	0.6759577
340	419	0.7960841	0.91511846	0.7103675
341	420	0.80246305	0.9128079	0.7173059
342	421	0.80246305	0.9128079	0.7064487
343	422	0.80246305	0.9128079	0.7064487
344	423	0.80246305	0.9128079	0.7064487
345	424	0.7805145	0.90311986	0.6985025
346	425	0.7805145	0.90311986	0.6985025
347	426	0.76984125	0.9041514	0.6782551
348	427	0.76984125	0.9041514	0.6966687
349	428	0.76984125	0.9041514	0.6966687
350	429	0.757265	0.9070085	0.6651895
351	430	0.77615386	0.9084615	0.65963787
352	431	0.77615386	0.9084615	0.65963787
353	432	0.77615386	0.9084615	0.65963787
354	433	0.77615386	0.9084615	0.65963787
355	434	0.77615386	0.9084615	0.65963787
356	435	0.7947826	0.9121739	0.6636107
357	436	0.7947826	0.9121739	0.68632257
358	437	0.7947826	0.9121739	0.7078963
359	438	0.7947826	0.9121739	0.7285875
360	439	0.7947826	0.9121739	0.7391804
361	440	0.7947826	0.9121739	0.7391804
362	441	0.798419	0.9051383	0.74233896
363	442	0.78086954	0.90869564	0.7343656
364	443	0.7648221	0.9387352	0.7359374
365	444	0.7504235	0.9299831	0.731836
366	445	0.7504235	0.9299831	0.731836
367	446	0.77272725	0.9194805	0.74655086
368	447	0.85864663	0.9203007	0.7861563
369	448	0.85864663	0.9203007	0.7861563
370	449	0.8272727	0.9194805	0.77288324
371	450	0.7933371	0.9220779	0.7562906
372	451	0.7933371	0.9220779	0.7562906
373	452	0.7526821	0.9175607	0.71175754
374	453	0.71837944	0.9278656	0.69302356
375	454	0.68956524	0.93130434	0.6735241
376	455	0.7052174	0.92608696	0.6807463
377	456	0.7052174	0.92608696	0.6807463
378	457	0.7052174	0.92608696	0.6807463
379	458	0.7052174	0.92608696	0.6807463
380	459	0.7547826	0.92347825	0.7161615
381	460	0.77692306	0.9153846	0.7348178
382	461	0.7962393	0.9117949	0.75290805
383	462	0.7982906	0.9111111	0.749531
384	463	0.7982906	0.9111111	0.749531
385	464	0.7982906	0.9083761	0.74971855
386	465	0.7852991	0.8981196	0.7444653
387	466	0.7692308	0.9072039	0.7203833
388	467	0.8030769	0.8974359	0.7403377
389	468	0.77594626	0.9070371	0.7245089
390	469	0.77594626	0.9070371	0.7245089
391	470	0.7928205	0.91024107	0.73427457
392	471	0.82461536	0.9013272	0.7554026
393	472	0.8426087	0.90497935	0.7657712
394	473	0.8426087	0.90497935	0.7657712
395	474	0.8426087	0.90497935	0.7657712
396	475	0.8052174	0.8928028	0.74016523
397	476	0.74347824	0.9088933	0.7017563
398	477	0.71837944	0.9191994	0.67879796
399	478	0.63833994	0.8986655	0.6390042
400	479	0.6432806	0.8966882	0.6465916
401	480	0.67826086	0.8995216	0.67377985
402	481	0.68956524	0.91605055	0.66524404
403	482	0.6746154	0.92227787	0.66423726
404	483	0.6746154	0.92227787	0.66423726
405	484	0.64086956	0.91561556	0.6424819
406	485	0.5928854	0.9060802	0.6145821
407	486	0.5286561	0.9065745	0.5908714
408	487	0.5286561	0.9065745	0.5908714
409	488	0.5286561	0.9065745	0.61539453
410	489	0.4921739	0.90735114	0.5966805
411	490	0.4921739	0.90735114	0.5966805
412	491	0.4921739	0.90735114	0.5966805
413	492	0.47547606	0.8878199	0.6180202
414	493	0.47547606	0.8878199	0.6385635
415	494	0.474953	0.8961861	0.6469301
416	495	0.474953	0.8961861	0.6469301
417	496	0.4426805	0.9073141	0.63295794
418	497	0.49322566	0.91635865	0.65331584
419	498	0.4961202	0.91585565	0.6489852
420	499	0.4961202	0.91585565	0.6489852
421	500	0.4961202	0.91585565	0.6489852
422	501	0.48169985	0.89751863	0.65067315
423	502	0.4569009	0.90712917	0.63711417
424	503	0.44652185	0.8976075	0.6276679
425	504	0.4218267	0.89126617	0.5912536
426	505	0.4218267	0.89126617	0.5912536
427	506	0.4689434	0.89967144	0.6137763
428	507	0.50731844	0.9080339	0.6142626
429	508	0.50731844	0.9080339	0.6142626
430	509	0.50731844	0.9080339	0.6260998
431	510	0.50731844	0.9080339	0.6389905
432	511	0.50731844	0.9080339	0.6389905
433	512	0.52873415	0.9134325	0.64578795
434	513	0.5538498	0.91837096	0.6554295
435	514	0.5538498	0.91837096	0.6554295
436	515	0.5538498	0.91837096	0.6649534
437	516	0.5538498	0.91837096	0.6453701
438	517	0.5538498	0.91837096	0.61939466
439	518	0.5859824	0.82287276	0.51148903
440	519	0.5859824	0.82287276	0.48960385
441	520	0.5859824	0.82287276	0.48960385
442	521	0.5859824	0.82287276	0.48960385
443	522	0.601387	0.82375956	0.50657976
444	523	0.601387	0.82375956	0.50657976
445	524	0.601387	0.82375956	0.50657976
446	525	0.62898725	0.82440495	0.5119282
447	526	0.62898725	0.82440495	0.5119282
448	527	0.6527658	0.82360685	0.5131086
449	528	0.6527658	0.82360685	0.5131086
450	529	0.6662654	0.8239221	0.52724886
451	530	0.68492174	0.8189686	0.54285717
452	531	0.68492174	0.8189686	0.54285717
453	532	0.715505	0.7775934	0.5217546
454	533	0.7245817	0.77925086	0.5229759
455	534	0.7369369	0.77598304	0.5313083
456	535	0.7070785	0.75152844	0.51972455
457	536	0.7070785	0.75152844	0.51972455
458	537	0.7252252	0.74838483	0.52065676
459	538	0.74023414	0.7327242	0.5098211
460	539	0.7325747	0.65065384	0.40520874
461	540	0.71028924	0.62153995	0.35563985
462	541	0.67804646	0.5940371	0.2985004
463	542	0.66640925	0.5934745	0.2998906
464	543	0.6834993	0.5940371	0.30632445
465	544	0.7027027	0.59854186	0.30762848
466	545	0.71814674	0.58575195	0.30207863
467	546	0.75910366	0.5734295	0.33965963
468	547	0.75778633	0.58321536	0.35654524
469	548	0.770399	0.5785816	0.34985197
470	549	0.770399	0.5785816	0.34985197
471	550	0.770399	0.5785816	0.34985197
472	551	0.7622096	0.5770006	0.35530528
473	552	0.7704344	0.60396147	0.37524623
474	553	0.7704344	0.60396147	0.37524623
475	554	0.7704344	0.60396147	0.37524623
476	555	0.76277494	0.5856541	0.32828143
477	556	0.7750301	0.5714286	0.30759972
478	557	0.7750301	0.5714286	0.30759972
479	558	0.7780939	0.56001425	0.2802442
480	559	0.76447874	0.5225561	0.22729905
481	560	0.76113254	0.36295772	0.082888216
482	561	0.757423	0.31626865	0.060088243
483	562	0.7579832	0.31140652	0.061884023
484	563	0.7781513	0.2144408	-0.013726451
485	564	0.7781513	0.2144408	-0.013726451
486	565	0.7781513	0.2144408	-0.013726451
487	566	0.77570665	0.19940408	-0.02628161
488	567	0.77570665	0.19940408	-0.02628161
489	568	0.77570665	0.19940408	-0.02628161
490	569	0.7907754	0.20406117	0.002506894
491	570	0.76928955	0.20734969	0.04645122
492	571	0.76928955	0.20734969	0.04645122
493	572	0.75828874	0.20016809	0.056688823
494	573	0.762465	0.22592619	0.085160024
495	574	0.7588235	0.21935846	0.11766354
496	575	0.74980694	0.25730467	0.16398507
497	576	0.75042015	0.24737358	0.1701919
498	577	0.7335371	0.2292176	0.1551039
499	578	0.7389706	0.20307538	0.13772355
500	579	0.7389706	0.20307538	0.13772355
501	580	0.7389706	0.20307538	0.13772355
502	581	0.7521994	0.2111824	0.12740605
503	582	0.75080645	0.2010486	0.13510789
504	583	0.76532257	0.2292801	0.18390805
505	584	0.783871	0.23633797	0.23250656
506	585	0.783871	0.23633797	0.23250656
507	586	0.79399335	0.2305296	0.188251
508	587	0.79310346	0.19660015	0.18477458
509	588	0.79310346	0.19660015	0.18477458
510	589	0.7837597	0.2258567	0.19670673
511	590	0.76532257	0.24077435	0.20891309
512	591	0.74486804	0.24711275	0.20329973
513	592	0.7282258	0.23895948	0.20044364
514	593	0.7358871	0.30449688	0.27082074
515	594	0.7543988	0.35857013	0.32245648
516	595	0.7543988	0.35857013	0.32245648
517	596	0.7543988	0.35857013	0.32245648
518	597	0.7543988	0.35857013	0.32245648
519	598	0.7423387	0.38576326	0.3783021
520	599	0.7423387	0.38576326	0.3783021
521	600	0.7423387	0.38576326	0.3783021
522	601	0.73093843	0.383868	0.3796517
523	602	0.73093843	0.383868	0.3796517
524	603	0.7316176	0.38893533	0.36837706
525	604	0.7316176	0.38893533	0.3919621
526	605	0.7107771	0.37836847	0.37668094
527	606	0.7107771	0.37836847	0.37668094
528	607	0.69798386	0.369631	0.34703547
529	608	0.69798386	0.369631	0.35088947
530	609	0.69798386	0.369631	0.3477925
531	610	0.69798386	0.369631	0.3427386
532	611	0.69798386	0.369631	0.3427386
533	612	0.67252505	0.40560687	0.3641161
534	613	0.67252505	0.40560687	0.3641161
535	614	0.6896552	0.3926592	0.37691715
536	615	0.70717025	0.3968797	0.36627215
537	616	0.70717025	0.3968797	0.36627215
538	617	0.6880342	0.38650587	0.35449615
539	618	0.6670085	0.39288768	0.34074414
540	619	0.63461536	0.45393345	0.40858737
541	620	0.63461536	0.45393345	0.39652637
542	621	0.6426087	0.45923027	0.40186417
543	622	0.6426087	0.45923027	0.40268928
544	623	0.5998024	0.42698297	0.42678058
545	624	0.5482778	0.39141488	0.4410673
546	625	0.5482778	0.39141488	0.4410673
547	626	0.5482778	0.39141488	0.4410673
548	627	0.5649351	0.3806431	0.4480098
549	628	0.6030075	0.38962018	0.47179744
550	629	0.6030075	0.38962018	0.46420658
551	630	0.6030075	0.38962018	0.46420658
552	631			0.46611515
553	632			0.43536392
554	633			0.43536392
555	634			0.43536392
556	635			0.51959556
557	636			0.50939417
558	637			0.50939417
559	638			0.47647697
560	639	0.6616541	0.47010157	0.44373137
561	640			0.5025487
562	641	0.5924812	0.56336975	0.46023378
563	642	0.57272726	0.53329	0.4214581
564	643	0.4766234	0.67749274	0.49457246
565	644	0.4766234	0.67749274	0.49457246
566	645	0.4766234	0.67749274	0.49457246
567	646	0.4766234	0.67749274	0.49457246
568	647	0.53924334	0.7161819	0.52886283
569	648	0.58498025	0.7457376	0.5613182
570	649	0.58498025	0.7457376	0.5613182
571	650	0.65217394	0.80731225	0.57625514
572	651	0.6878261	0.8304348	0.6011928
573	652	0.70434785	0.8573913	0.59681565
574	653	0.7164032	0.8567194	0.59332585
575	654	0.770751	0.90400904	0.5741682
576	655	0.75719935	0.8949746	0.54816914
577	656	0.75719935	0.8949746	0.54816914
578	657	0.77371544	0.8972332	0.57506967
579	658	0.77371544	0.8972332	0.57506967
580	659	0.77371544	0.8972332	0.57506967
581	660	0.77371544	0.8972332	0.57506967
582	661	0.77371544	0.8972332	0.57506967
583	662	0.77371544	0.8972332	0.57506967
584	663	0.7538114	0.8972332	0.54353565
585	664	0.68379444	0.90175045	0.4910226
586	665	0.6294466	0.9110672	0.46662715
587	666	0.6	0.8895652	0.45053622
588	667	0.6	0.8895652	0.45053622
589	668	0.59307694	0.88153845	0.4466039
590	669	0.62869567	0.87130433	0.46224555
591	670	0.6867589	0.85474306	0.48606995
592	671	0.700734	0.8769057	0.52207494
593	672	0.7312253	0.8853755	0.55696505
594	673	0.6501976	0.8843874	0.50492
595	674	0.6070017	0.87125915	0.4642811
596	675	0.6070017	0.87125915	0.4642811
597	676	0.5474308	0.8843874	0.44410196
598	677	0.5474308	0.8843874	0.44410196
599	678	0.53913045	0.8973913	0.4455023
600	679	0.4776923	0.90692306	0.4204879
601	680	0.4776923	0.90692306	0.4204879
602	681	0.5669231	0.90692306	0.47767994
603	682	0.5669231	0.90692306	0.47767994
604	683	0.61230767	0.9207692	0.5194858
605	684	0.61230767	0.9207692	0.48257372
606	685	0.6526496	0.9247863	0.5277671
607	686	0.6819292	0.9297924	0.55731565
608	687	0.6611932	0.9266557	0.55792296
609	688	0.6611932	0.9266557	0.56278384
610	689	0.6611932	0.9266557	0.5856203
611	690	0.6546798	0.93090284	0.59146416
612	691	0.6880979	0.9375904	0.6228934
613	692	0.6880979	0.9375904	0.6228934
614	693	0.6880979	0.9375904	0.6228934
615	694	0.6880979	0.9375904	0.6228934
616	695	0.6880979	0.9375904	0.63861066
617	696	0.66612905	0.93295693	0.6149806
618	697	0.6803519	0.9379525	0.6311048
619	698	0.6803519	0.9379525	0.64562017
620	699	0.6803519	0.9379525	0.6420485
621	700	0.7052139	0.9367427	0.6726335
622	701	0.7052139	0.9367427	0.6726335
623	702	0.7052139	0.9367427	0.6857584
624	703	0.6968678	0.93987316	0.6548684
625	704	0.6968678	0.93987316	0.6316969
626	705	0.6806723	0.9406821	0.6165133
627	706	0.6862291	0.94471973	0.62592614
628	707	0.6862291	0.94471973	0.62592614
629	708	0.7110005	0.93699247	0.6428845
630	709	0.7110005	0.93699247	0.6562741
631	710	0.6929642	0.93417954	0.64080536
632	711	0.6929642	0.93417954	0.64080536
633	712	0.6913229	0.9360441	0.65236205
634	713	0.6913229	0.9360441	0.65236205
635	714	0.6913229	0.9360441	0.65236205
636	715	0.6488056	0.9362774	0.6169166
637	716	0.65853256	0.9372401	0.6226405
638	717	0.64871705	0.9283292	0.64672536
639	718	0.66094	0.9277702	0.6618516
640	719	0.67749393	0.9262553	0.6810907
641	720	0.68216884	0.9264569	0.6748741
642	721	0.7009662	0.92957497	0.705987
