	Lan-Huh7	Lan-Vero	Lan-Vero-1	Lan-Vero-2	Manfredonia-vitro	Manfredonia	Huston	Sun	Sun-vitro
97	0.00215	0.00614	0.00791	0.00705	0.199	0.033	-0.015857	0.0	0.019
98	0.00108	0.01072	0.01125	0.01412	0.061	0.06	0.065484	0.0	0.0
99						0.0	0.074293	0.0	0.001
100	0.02137	0.04227	0.0315	0.07405	0.41	0.097	0.12157	0.0	0.01
101						0.052	-0.052563	0.008	0.345
102						0.033	0.011452	0.0	0.081
103	0.00089	0.01015	0.01141	0.01436	0.069	0.067	0.033476	0.0	0.725
104						1.196	0.357957	0.374	0.431
105						1.985	0.841009	0.862	0.636
106	0.0514	0.06181	0.06654	0.07222	1.384	0.87	2.112506	1.0	0.642
107	0.03443	0.03339	0.03365	0.04471	0.779	0.635	0.023492	0.0	0.0
108						0.101	1.632391	0.535	0.028
109						0.0	-0.066365	0.0	0.218
110	0.001	0.01153	0.01184	0.01238	0.095	0.0	0.032008	0.001	0.115
111						0.078	-0.010278	0.047	0.063
112						0.076	0.011452	0.005	0.031
113	0.00289	0.00992	0.01019	0.011	0.143	0.041	0.059023	0.001	0.038
114						0.016	-0.05315	0.0	0.048
115						0.038	0.113642	0.0	0.013
116						0.08	0.001762	0.0	0.0
117	0.0016	0.02119	0.0213	0.02176	0.138	0.048	-0.001175	0.005	0.01
118	0.00259	0.00883	0.00832	0.00908	0.226	0.0	0.059023	0.001	0.101
119	0.00492	0.01752	0.01686	0.01608	0.204	0.066	0.041111	0.045	0.055
120						0.076	0.017325	0.006	0.044
121	0.00115	0.02991	0.01282	0.0535	0.08	0.047	0.036412	0.121	0.077
122	0.0011	0.00347	0.00467	0.00407	0.276	0.054	0.020262	0.001	0.039
123	0.00146	0.01492	0.01344	0.01526	0.118	0.048	0.049627	0.001	0.019
124						0.056	0.0555	0.001	0.067
125	0.00098	0.01608	0.01454	0.01696	0.074	0.008	0.041992	0.0	0.015
126	0.00161	0.00779	0.00729	0.00897	0.076	0.0	-0.044635	0.0	0.002
127						0.244	0.091325	0.0	0.0
128						0.089	1.369282	0.322	0.051
129	0.01848	0.0162	0.01379	0.01719	0.498	0.241	0.045809	0.366	0.047
130						0.94	0.323894	0.157	0.062
131	0.02084	0.02021	0.01504	0.02033	0.566	1.001	-0.021143	0.556	0.11
132	0.02078	0.02036	0.01894	0.02604	0.585	0.808	0.106007	0.201	0.115
133						1.816	0.80166	0.155	0.122
134						4.268	1.244481	0.237	0.282
135	0.01784	0.02069	0.0167	0.02405	0.46	0.895	0.093674	0.414	0.453
136	0.02847	0.03089	0.02505	0.03689	0.828	4.721	0.18353	1.0	0.347
137						1.896	0.643677	0.4	0.099
138	0.03935	0.04942	0.03664	0.04297	0.783	1.678	0.036706	0.42	0.34
139	0.11025	0.10928	0.09333	0.10835	0.805	1.43	0.022024	0.26	0.258
140	0.06023	0.07089	0.05492	0.07529	0.537	3.149	0.421092	0.221	0.147
141						1.591	6.064718	0.52	0.255
142	0.03105	0.03685	0.02638	0.03256	0.606	1.093	0.084277	0.954	0.852
143	0.02787	0.02869	0.02303	0.03582	0.683	3.169	0.337989	0.873	0.971
144						2.089	0.548829	0.7	0.296
145						4.009	0.649256	0.78	0.97
146	0.02959	0.03466	0.03081	0.04654	0.756	2.812	-0.040817	0.46	1.0
147	0.04022	0.04559	0.04951	0.07678	0.37	1.452	0.788152	0.354	0.288
148						1.213	0.455155	0.319	0.322
149						1.894	0.157689	0.812	0.088
150						1.462	0.010571	0.003	0.037
151	0.00093	0.01338	0.01216	0.01455	0.069	0.106	0.059904	0.013	0.016
152						0.15	0.071357	0.042	0.063
153						0.04	0.014976	0.0	0.025
154						0.131	-0.026722	0.007	0.021
155						0.052	0.303926	0.133	0.061
156	0.00814	0.01633	0.01476	0.01986	0.666	0.13	0.007929	0.014	0.011
157	0.00196	0.01463	0.01387	0.01628	0.103	0.043	0.052563	0.074	0.065
158	0.00316	0.0086	0.00958	0.01005	0.152	0.071	-0.004992	0.001	0.009
159						0.036	0.057555	0.0	0.0
160						0.253	0.157983	0.111	0.062
161	0.01595	0.02274	0.02727	0.03	0.674	0.274	-0.017325	0.088	0.014
162	0.02797	0.04916	0.05725	0.07217	1.952	0.055	0.03377	0.476	0.145
163	0.00119	0.00881	0.01056	0.00952	0.26	0.099	0.014682	0.014	0.032
164	0.00187	0.0123	0.01482	0.01618	0.169	0.595	0.052269	0.017	0.06
165						0.383	0.160038	0.018	0.107
166	0.00189	0.00953	0.01164	0.01065	0.182	0.191	-0.053444	0.003	0.146
167						0.468	0.002643	0.027	0.038
168						0.747	0.387616	0.161	0.16
169	0.03657	0.03171	0.0315	0.04779	1.238	0.636	-0.020262	0.3	0.316
170	0.03192	0.02982	0.03095	0.03756	1.49	0.876	-0.063722	0.066	0.084
171	0.00071	0.00947	0.01122	0.01	0.065	0.096	0.016738	0.117	0.263
172						0.116	-0.04992	0.0	0.037
173	0.00112	0.01567	0.01477	0.02189	0.098	0.319	0.199974	0.105	0.122
174						4.042	2.240243	0.907	0.429
175						0.071	0.198506	0.038	0.136
176	0.00089	0.01251	0.01421	0.01312	0.063	2.723	0.152403	0.011	0.029
177						0.022	0.062841	0.215	0.133
178	0.00252	0.01088	0.01133	0.01142	0.119	0.133	-0.000587	0.028	0.097
179						0.03	0.054325	0.019	0.048
180	0.0009	0.01301	0.01329	0.01456	0.077	0.144	0.109531	0.022	0.035
181						0.325	-0.072825	0.081	0.109
182						0.131	0.101015	0.002	0.206
183	0.00087	0.01253	0.01235	0.01458	0.069	0.021	0.05873	0.002	0.38
184						0.066	0.094261	0.12	0.229
185						0.449	0.289831	0.236	0.313
186	0.0486	0.06795	0.0654	0.07757	1.31	0.257	1.574542	0.583	0.399
187	0.02974	0.03438	0.03785	0.04826	1.315	2.184	0.051095	0.756	0.098
188						0.159	0.034063	0.0	0.0
189						0.019	-0.052857	0.0	0.032
190	0.00056	0.00978	0.00996	0.00975	0.066	0.009	0.080166	0.0	0.002
191						0.031	-0.027603	0.006	0.183
192						0.038	-0.113642	0.002	0.608
193	0.00059	0.00976	0.00985	0.00934	0.065	0.026	0.023786	0.036	0.085
194						0.242	0.062253	0.447	0.202
195						0.305	0.234038	0.485	0.207
196	0.00266	0.00621	0.00516	0.00796	0.145	0.091	-0.073999	0.018	0.072
197	0.00072	0.01038	0.01029	0.01042	0.074	0.04	0.055793	0.005	0.168
198						0.081	0.013801	0.001	1.0
199						1.064	0.032301	0.016	0.29
200						0.531	0.083396	0.156	0.24
201						1.192	1.611248	1.0	0.966
202							0.833961	0.466	0.589
203	0.03364	0.0552	0.04485	0.06511	0.865	1.41	2.018832	0.464	0.17
204						2.611	0.513884	0.383	0.385
205						1.385	0.806358	1.0	0.209
206	0.00065	0.01288	0.01187	0.01375	0.066	0.377	0.162387	0.0	0.093
207	0.00121	0.01612	0.01136	0.02426	0.089	0.04	0.100134	0.016	1.0
208						0.276	-0.008809	0.0	0.28
209						1.337	0.217593	0.007	0.128
210						4.263	0.497147	1.0	0.235
211						0.541	0.262815	0.131	0.0
212						0.476	0.28895	0.118	0.004
213						0.015	-0.071944	0.011	0.01
214	0.00078	0.00989	0.0102	0.01036	0.066	0.011	0.075468	0.0	0.011
215	0.00254	0.00576	0.00511	0.00794	0.256	0.0	0.00646	0.006	0.019
216						0.0	0.008809	0.0	0.02
217	0.00063	0.01634	0.01669	0.01575	0.073	0.011	0.031127	0.0	0.411
218	0.00178	0.01233	0.00768	0.02182	0.086	0.0	0.036119	0.0	0.072
219						0.016	0.091031	0.064	1.0
220	0.01503	0.02112	0.0158	0.02871	0.591	0.071	0.013801	0.36	0.928
221						0.042	0.062253	0.318	0.324
222	0.03921	0.04589	0.03417	0.05964	1.084	0.267	0.601685	0.554	0.239
223	0.04324	0.04729	0.0378	0.0516	1.28	1.09	0.002056	0.727	0.213
224						0.099	1.176649	0.132	0.043
225		0.01271	0.01056	0.01632	0.087	0.029	0.1433	0.023	0.0
226		0.01063	0.01056	0.0119	0.231	0.078	-0.064896	0.0	0.0
227						0.079	-0.042579	0.0	0.0
228		0.01306	0.01221	0.0154	0.075	0.045	0.025254	0.021	0.0
229		0.00721	0.00768	0.0093	0.213	0.113	-0.008809	0.0	0.0
230		0.01008	0.01028	0.01147	0.065	0.032	0.074587	0.176	0.0
231		0.009	0.00921	0.00847	0.165	0.096	0.009984	0.025	0.007
232						0.256	0.030246	0.016	0.006
233		0.01131	0.01188	0.01362	0.064	0.257	0.090737	0.051	0.009
234						4.271	1.525796	0.065	0.058
235		0.03268	0.03167	0.04771	0.932		0.090737	0.643	0.291
236						0.377	0.209665	0.031	0.03
237						1.193	-0.007048	0.021	0.035
238						2.46	0.159157	0.092	0.137
239						2.443	1.959221	0.943	0.817
240						1.351	0.752914	0.199	0.414
241		0.0488	0.04523	0.06608			2.93061	0.398	0.704
242						1.332	0.364711	0.179	0.518
243						0.545	0.496559	0.209	0.718
244	0.00062	0.01095	0.01322	0.0137	0.077	0.055	0.08692	0.0	0.003
245	0.00055	0.0159	0.01164	0.02356	0.111	0.044	0.221704	0.0	0.0
246						0.063	0.128324	0.003	0.012
247						0.05	-0.039055	0.0	0.009
248						0.047	0.039936	0.0	0.04
249						0.104	0.038174	0.0	0.009
250						0.018	0.003524	0.0	0.006
251						0.087	0.063722	0.001	0.009
252						0.082	0.103364	0.099	0.148
253	0.00334	0.01222	0.01385	0.01432	0.289	0.215	-0.016444	0.0	0.02
254	0.00086	0.00933	0.00955	0.01014	0.069	0.026	-0.017032	0.004	0.038
255	0.0008	0.01665	0.00955	0.02286	0.105	0.081	0.075761	0.039	0.069
256						1.044	0.252244	0.063	0.098
257	0.04186	0.03478	0.02709	0.0411	0.976	1.622	0.14888	1.0	0.702
258	0.03308	0.03017	0.0235	0.03221	0.784	0.21	0.050508	0.684	0.367
259	0.04316	0.03792	0.03067	0.04144	1.341	1.574	0.012627	0.118	0.182
260						0.111	0.013508	0.01	0.012
261						0.065	0.136546	0.001	0.014
262						0.089	0.063428	0.002	0.012
263	0.00349	0.0092	0.00731	0.00986	0.12	0.011	0.00323	0.002	0.004
264	0.00292	0.00841	0.00678	0.00857	0.107	0.034	0.004111	0.0	0.0
265						0.035	0.010278	0.02	0.074
266	0.00372	0.00922	0.00845	0.00889	0.179	0.027	-0.022317	0.0	0.0
267						0.053	-0.052563	0.0	0.0
268						0.049	0.049627	0.0	0.0
269						0.05	0.081047	0.0	0.0
270	0.03276	0.04121	0.03078	0.0441	1.942	0.14	-0.002936	0.004	0.007
271						0.022	0.10542	0.0	0.016
272	0.00456	0.01059	0.00915	0.01101	0.431	0.113	-0.004698	0.0	0.007
273						0.1	0.01527	0.0	0.0
274	0.01821	0.02746	0.01853	0.02785	0.595	0.027	-0.002936	0.0	0.0
275	0.00083	0.01687	0.00939	0.01834	0.063	0.042	0.058142	0.0	0.0
276						0.175	0.113936	0.005	0.018
277						0.152	0.115404	0.007	0.018
278						0.224	0.077229	0.016	0.034
279						0.83	-0.003524	0.001	0.048
280	0.00933	0.02247	0.01525	0.02112	0.489	0.145	0.127443	0.023	0.018
281	0.00105	0.01918	0.01066	0.02163	0.127	0.083	-0.032008	0.003	0.058
282	0.00114	0.03379	0.01387	0.04485	0.089	0.175	0.073706	0.009	0.103
283						1.015	0.219355	0.006	0.1
284						1.226	0.451044	0.174	0.311
285						3.491	1.074753	0.366	0.071
286						0.957	0.22699	0.647	0.207
287						1.277	1.123205	0.732	0.436
288						3.508	0.202617	0.137	0.087
289	0.00116	0.0145	0.01071	0.01542	0.077	0.06	0.204966	0.133	0.144
290	0.00261	0.00954	0.00773	0.00968	0.187	0.085	-0.033182	0.092	0.092
291	0.00234	0.00981	0.00734	0.01029	0.235	0.085	-0.011159	0.007	0.134
292	0.00094	0.01131	0.009	0.01304	0.072	0.089	0.177657	0.001	0.105
293						0.282	0.285426	0.0	0.001
294	0.00676	0.0115	0.01065	0.01225	0.343	0.219	1.129959	1.0	0.018
295						2.055	2.00503	0.361	0.128
296	0.02732	0.02809	0.02282	0.02908	0.692	1.405	2.196195	0.717	0.527
297	0.0145	0.01515	0.01113	0.01458	0.333	1.198	0.066658	0.512	0.507
298	0.04529	0.03956	0.0296	0.03823	1.028	0.897	0.130086	0.465	0.264
299	0.02797	0.02692	0.01748	0.02702	0.752	0.559	0.075468	0.603	0.186
300	0.05923	0.06139	0.04274	0.06873	0.904	2.281	0.543837	1.0	0.716
301	0.07201	0.05938	0.04296	0.06549	1.849	0.15	0.000294	0.527	0.3
302	0.00402	0.01484	0.01172	0.01884	0.112	0.029	0.132142	0.727	0.41
303	0.00289	0.00743	0.00586	0.00769	0.324	0.069	0.012333	0.027	0.049
304	0.00109	0.01143	0.0097	0.01501	0.109	0.362	-0.007048	0.0	0.013
305						0.032	0.029071	0.053	0.097
306						0.142	0.023786	0.013	0.055
307	0.00073	0.00846	0.00768	0.0122	0.078	0.177	-0.009984	0.023	0.034
308	0.0043	0.01777	0.0115	0.03146	0.149	0.177	0.359719	0.014	0.014
309	0.03965	0.02766	0.0242	0.04167	0.892	0.672	-0.049627	0.303	0.516
310	0.03564	0.02621	0.02112	0.03872	1.043	1.548	0.000294	0.201	0.883
311	0.04722	0.03879	0.03451	0.05825	0.888	2.973	0.456917	0.494	0.703
312						2.297	2.442566	0.325	0.232
313	0.02728	0.03125	0.02605	0.05539	0.436	4.979	1.879643	0.347	0.189
314	0.02986	0.01936	0.02002	0.03355	0.5	3.103	0.094261	0.51	0.218
315						2.353	0.776112	0.188	0.111
316						0.375	0.927929	0.397	0.183
317						0.404	1.477344	0.234	0.184
318						3.433	2.059062	0.285	0.211
319						1.462	0.661002	0.129	0.179
320	0.00117	0.01045	0.01523	0.01672	0.103	0.019	0.04346	0.018	0.094
321	0.00043	0.01479	0.00753	0.02115	0.064	0.055	0.11511	0.0	0.0
322						0.364	0.027309	0.035	0.066
323						1.296	0.273974	0.008	0.211
324						0.269	0.512123	0.057	0.385
325						1.3	2.477217	0.431	0.965
326						0.301	2.062292	0.848	1.0
327						5.217	4.625841	1.0	1.0
328	0.01608	0.01779	0.01581	0.0216	0.472	1.125	0.017325	0.084	0.441
329	0.00177	0.01185	0.01134	0.01353	0.095	0.131	-0.04669	0.141	0.212
330	0.00339	0.0081	0.00696	0.00919	0.253	0.039	0.003524	0.0	0.004
331						0.049	0.108063	0.0	0.035
332						1.387	0.000587	0.0	0.0
333						0.882	-0.030539	0.076	0.107
334						0.518	0.300109	0.07	0.323
335	0.05012	0.05868	0.04718	0.07009	0.916	0.568	1.016023	0.154	0.497
336						0.449	0.055206	0.009	0.11
337	0.02682	0.03646	0.03178	0.0425	0.647	0.554	3.86911	0.217	0.964
338						0.236	0.13361	0.027	0.072
339	0.00315	0.00602	0.00539	0.00753	0.323	0.092	-0.04023	0.0	0.013
340	0.00082	0.01057	0.00929	0.01145	0.076	0.032	0.107475	0.0	0.0
341						0.063	0.074293	0.0	0.0
342						0.164	0.030539	0.01	0.015
343						0.445	0.115697	0.971	0.012
344	0.10867	0.10631	0.09486	0.11053	2.45	0.339	-0.001175	0.494	0.183
345						0.64	1.160792	0.144	0.578
346	0.04489	0.06198	0.03945	0.06722	0.916	0.974	1.361353	0.405	0.628
347						0.416	1.770699	0.883	0.146
348						0.348	0.843945	0.601	0.774
349	0.01826	0.01915	0.01554	0.01943	0.222	0.122	0.019968	0.021	0.049
350	0.00105	0.01327	0.00973	0.01466	0.081	0.042	0.05638	0.028	0.026
351						0.06	-0.040817	0.0	0.0
352						0.079	-0.003524	0.0	0.0
353						0.166	-0.005873	0.0	0.0
354						0.389	0.110412	0.0	0.102
355	0.00113	0.01386	0.01213	0.01347	0.069	0.0	-0.012627	0.0	0.0
356						0.067	-0.146237	0.007	0.009
357						0.152	0.078991	0.0	0.013
358						0.244	0.116578	0.0	0.035
359						0.055	0.042579	0.027	0.092
360						0.137	0.044928	0.006	0.04
361	0.00402	0.01291	0.01099	0.01344	0.167	0.07	-0.004405	0.007	0.014
362						0.017	0.032008	0.016	0.032
363	0.01026	0.02332	0.0203	0.023	1.025	0.131	-0.036119	0.017	0.045
364	0.00035	0.00819	0.00847	0.00689	0.044	0.063	0.072237	0.118	0.061
365						0.052	0.020262	0.032	0.044
366	0.00058	0.01396	0.00924	0.01469	0.072	0.116	0.030539	0.012	0.011
367	0.00081	0.0317	0.01301	0.04052	0.104	0.251	0.065777	0.03	0.054
368						1.21	0.483639	0.08	0.17
369						4.389	2.609946	0.309	0.15
370						1.331	7.166486	1.0	0.356
371						2.785	10.205746	1.0	0.799
372	0.05077	0.05785	0.05201	0.06666	1.825	2.425	0.076936	0.34	0.683
373						0.397	0.07165	0.0	0.028
374						0.101	0.029365	0.028	0.098
375	0.00825	0.00987	0.00867	0.01097	0.238	0.65	-0.002349	0.004	0.028
376						0.709	0.374402	0.0	0.0
377						0.98	0.685669	0.748	0.312
378						0.368	0.069888	0.058	0.086
379	0.00106	0.01139	0.01101	0.01183	0.08	0.072	0.056674	0.049	0.078
380						0.546	0.207022	0.04	0.028
381						1.428	0.696534	0.263	0.129
382	0.03414	0.03835	0.0344	0.03978	0.851	2.592	-0.062841	0.525	0.19
383						0.407	1.146403	0.236	0.093
384	0.00139	0.01377	0.01203	0.01589	0.077	0.058	0.11834	0.09	0.036
385	0.00441	0.01159	0.01303	0.01165	0.177	0.051	0.004111	0.001	0.0
386						0.001	0.154165	0.018	0.009
387	0.00214	0.00577	0.00628	0.00689	0.207	0.026	-0.001762	0.009	0.047
388						0.098	0.102777	0.001	0.004
389						0.035	0.164149	0.022	0.026
390	0.00056	0.01052	0.0113	0.01256	0.071	0.054	0.032301	0.222	0.108
391	0.00278	0.00574	0.00696	0.00665	0.235	0.056	-0.00969	0.0	0.008
392	0.00082	0.00924	0.01282	0.01074	0.083	0.021	0.027897	0.0	0.0
393						0.291	0.264283	0.042	0.099
394						0.171	-0.033476	0.137	0.031
395	0.03191	0.02844	0.02495	0.03503	0.414	0.147	0.203498	0.767	0.343
396	0.0794	0.05875	0.05524	0.06409	1.045	0.567	0.002936	0.499	0.446
397	0.06163	0.04291	0.03896	0.0449	0.874	1.699	-0.0	0.24	0.289
398	0.10592	0.06196	0.05514	0.06664	0.985	0.15	0.497734	0.816	0.232
399	0.01202	0.02454	0.02145	0.0255	0.66	1.818	0.071944	0.392	0.219
400						1.703	0.51917	0.192	0.191
401	0.05726	0.02878	0.03027	0.04071	0.683	0.953	0.471305	0.21	0.138
402						2.103	0.614606	0.377	0.237
403						4.179	4.250265	0.453	0.409
404	0.02224	0.01685	0.01678	0.01895	0.391	0.609	0.063722	1.0	1.0
405	0.03617	0.03672	0.03667	0.04191	0.905	0.416	-0.033182	0.504	1.0
406	0.05247	0.04128	0.03809	0.04701	1.567	4.206	0.05873	0.754	1.0
407						0.18	0.119808	0.143	0.094
408		0.00837	0.00746	0.00971	0.233	0.069	-0.039349	0.0	0.012
409						0.096	-0.005873	0.002	0.021
410						0.0	0.05873	0.0	0.012
411						0.075	0.025547	0.001	0.036
412		0.01473	0.01552	0.0164	0.081	0.059	0.015857	0.071	0.058
413		0.00645	0.00642	0.00719	0.164	0.093	-0.030539	0.0	0.025
414		0.01051	0.01115	0.01192	0.052	0.13	0.059023	0.092	0.084
415						0.742	0.113642	0.066	0.066
416						0.519	3.125592	0.155	0.136
417						0.831	0.221704	0.005	0.063
418						3.84	5.771363	0.445	0.288
419						2.18	0.241379	0.0	0.066
420						0.093	0.036412	0.0	0.009
421		0.01186	0.01185	0.0131	0.08	0.0	-0.006167	0.0	0.01
422						0.0	-0.063722	0.0	0.031
423						0.011	0.027016	0.0	0.0
424		0.02653	0.02296	0.02939	0.424	0.035	0.039055	0.0	0.0
425						0.052	-0.016151	0.0	0.231
426						0.177	0.027309	0.0	0.041
427		0.02485	0.02032	0.0272	0.57	0.387	-0.020262	0.0	0.06
428						4.198	4.443192	1.0	0.903
429		0.00735	0.00642	0.00801	0.149	3.152	0.017032	0.01	0.059
430		0.00955	0.00891	0.00984	0.141	0.247	-0.038468	0.001	0.033
431						0.418	-0.075468	0.003	0.177
432						0.056	0.11188	0.0	0.11
433						0.504	0.271037	0.0	0.0
434						1.911	0.869199	0.121	0.121
435		0.00422	0.00308	0.00474	0.113	0.751	2.643422	0.314	0.06
436		0.03411	0.02413	0.0315	0.638	0.833	0.059904	0.635	0.096
437		0.03236	0.02329	0.03029	0.84	0.504	0.227871	1.0	0.166
438		0.05138	0.03592	0.04746	1.356	0.518	0.039055	0.889	0.154
439		0.01956	0.01318	0.01723	0.777	5.033	0.109531	0.078	0.058
440						0.278	-0.0185	0.002	0.147
441						0.191	-0.05638	0.0	0.083
442	0.00079	0.01456	0.01285	0.01327	0.102	1.272	0.009984	0.0	0.033
443						2.492	0.418449	0.432	0.375
444						1.073	0.395544	0.288	0.564
445						0.692	1.61947	0.821	0.906
446						0.473	1.733406	0.397	0.826
447							4.949148	0.981	0.882
448						0.123	0.113055	0.01	0.057
449	0.0008	0.01476	0.01452	0.01342	0.112	0.0	0.068126	0.0	0.0
450	0.00033	0.01416	0.00822	0.01813	0.079	0.051	0.049039	0.036	0.168
451						0.356	0.142419	0.084	0.355
452	0.00105	0.01561	0.00829	0.02049	0.07	0.025	0.062841	0.049	0.106
453	0.00173	0.00576	0.00626	0.00616	0.152	0.053	-0.002056	0.004	0.056
454	0.00306	0.00783	0.00792	0.00696	0.186	0.056	-0.004992	0.0	0.021
455	0.00066	0.00842	0.00693	0.00924	0.046	0.031	0.020262	0.044	0.104
456						0.016	-0.023492	0.007	0.079
457						0.002	0.001175	0.001	0.0
458						0.063	0.142713	0.011	0.005
459	0.05017	0.04659	0.03713	0.04855	1.191	0.039	0.006167	0.051	0.111
460	0.05633	0.05041	0.04071	0.05158	1.208	0.011	0.029071	0.001	0.011
461	0.05897	0.06534	0.05072	0.07036	1.393	0.0	-0.011452	0.134	0.317
462	0.01251	0.01786	0.01477	0.01756	0.642	0.033	0.007635	0.0	0.036
463						0.127	-0.008222	0.0	0.087
464	0.00054	0.01268	0.01397	0.01244	0.105	0.0	0.018793	0.0	0.0
465	0.00043	0.01463	0.01136	0.01889	0.098	0.0	-0.002349	0.0	0.0
