		AC	GU
2901	3000	0.001123404255319149	0.0008828301886792452
2951	3050	0.0012879487179487178	0.0006837704918032787
3001	3100	0.0009891111111111112	0.0006007272727272729
3051	3150	0.000826875	0.0006819230769230769
3101	3200	0.0010244	0.0006566000000000001
3151	3250	0.001142	0.0007698
3201	3300	0.0011803703703703705	0.0006406521739130435
3251	3350	0.0012054716981132075	0.0006206382978723405
3301	3400	0.0009081632653061224	0.0006033333333333333
3351	3450	0.0007753703703703703	0.0006536956521739131
3401	3500	0.0009144000000000001	0.0008276000000000002
3451	3550	0.0015810204081632652	0.0008378431372549019
3501	3600	0.0015183333333333333	0.0011407692307692308
3551	3650	0.0012263829787234044	0.0010428301886792454
3601	3700	0.0011794117647058824	0.0005273469387755102
3651	3750	0.0011232608695652174	0.0005440740740740742
3701	3800	0.0014260975609756098	0.0006888135593220338
3751	3850	0.0012084444444444445	0.0005598181818181819
3801	3900	0.0008977777777777779	0.00044608695652173915
3851	3950	0.0010235593220338983	0.0005785365853658536
3901	4000	0.0009464406779661017	0.0005131707317073171
3951	4050	0.0009299999999999999	0.0005320454545454545
4001	4100	0.0012829411764705883	0.0006789795918367347
4051	4150	0.0011327906976744185	0.0006743859649122808
4101	4200	0.0012246511627906978	0.0007298245614035089
4151	4250	0.001208888888888889	0.0009871739130434783
4201	4300	0.0009884905660377356	0.0011825531914893617
4251	4350	0.0011531999999999998	0.0008132
4301	4400	0.0012285714285714285	0.0005841176470588235
4351	4450	0.0011028571428571428	0.0006819607843137254
4401	4500	0.001008421052631579	0.0006762790697674419
4451	4550	0.0007951020408163266	0.0007054901960784313
4501	4600	0.000851	0.0007892
4551	4650	0.0010007142857142856	0.0008556818181818183
4601	4700	0.0011034782608695653	0.0007994444444444445
4651	4750	0.0011029545454545456	0.0007676785714285714
4701	4800	0.0010550980392156864	0.000856530612244898
4751	4850	0.0011837735849056605	0.0007142553191489363
4801	4900	0.0012259259259259259	0.00047500000000000005
4851	4950	0.0012407692307692308	0.0005495833333333333
4901	5000	0.0010350000000000001	0.0005838
4951	5050	0.0009651923076923077	0.0005866666666666667
5001	5100	0.0010494230769230767	0.0006833333333333332
5051	5150	0.0011428846153846153	0.00061125
5101	5200	0.0013391304347826086	0.0006870370370370369
5151	5250	0.001131111111111111	0.0008147826086956522
5201	5300	0.0010182142857142857	0.0006763636363636364
5251	5350	0.0012061538461538462	0.000535625
5301	5400	0.0013135294117647058	0.0007589795918367347
5351	5450	0.0010953488372093024	0.0008152631578947369
5401	5500	0.0008512765957446807	0.0007249056603773586
5451	5550	0.0010403846153846153	0.000833125
5501	5600	0.0009754166666666666	0.0008546153846153848
5551	5650	0.00123	0.0009021153846153845
5601	5700	0.0014632692307692309	0.0008014583333333334
5651	5750	0.0010339583333333336	0.0006996153846153847
5701	5800	0.0010477551020408164	0.000627843137254902
5751	5850	0.0011868518518518515	0.0005315217391304348
5801	5900	0.0010766666666666667	0.00046950000000000003
5851	5950	0.001061111111111111	0.00038108695652173914
5901	6000	0.0008570000000000001	0.00037239999999999994
5951	6050	0.0010526666666666666	0.0005755
6001	6100	0.0011464150943396225	0.0005227659574468086
6051	6150	0.0008734042553191489	0.00044641509433962273
6101	6200	0.000940204081632653	0.0006305882352941177
6151	6250	0.0008866666666666667	0.0008265384615384617
6201	6300	0.0009953703703703704	0.0008047826086956521
6251	6350	0.0010289285714285715	0.0007168181818181817
6301	6400	0.0011017307692307691	0.0009722916666666668
6351	6450	0.0011565454545454546	0.0009015555555555557
6401	6500	0.0010022222222222223	0.0006921739130434783
6451	6550	0.0009649090909090909	0.0006733333333333333
6501	6600	0.0011861818181818182	0.0007271111111111114
6551	6650	0.001257391304347826	0.000830925925925926
6601	6700	0.001123095238095238	0.0008563793103448277
6651	6750	0.0013224999999999999	0.000746346153846154
6701	6800	0.0014672340425531916	0.0007232075471698114
6751	6850	0.0014966666666666668	0.0006309090909090909
6801	6900	0.0013428571428571428	0.00048019607843137257
6851	6950	0.0011685416666666667	0.0005217307692307692
6901	7000	0.0011260975609756097	0.00043288135593220345
6951	7050	0.0009732432432432433	0.000612063492063492
7001	7100	0.0012527906976744184	0.0007471929824561402
7051	7150	0.0017226829268292682	0.0008779661016949153
7101	7200	0.0016021739130434782	0.0012088888888888893
7151	7250	0.0013506976744186046	0.0008928070175438595
7201	7300	0.001226875	0.0007702941176470589
7251	7350	0.0011454054054054054	0.0008936507936507936
7301	7400	0.0009946341463414634	0.000796271186440678
7351	7450	0.0009370731707317072	0.000641186440677966
7401	7500	0.0007881081081081081	0.0006519047619047619
7451	7550	0.0009197777777777777	0.0007401818181818181
7501	7600	0.0010746666666666665	0.0007727272727272728
7551	7650	0.001156842105263158	0.0008651612903225808
7601	7700	0.0011331818181818181	0.0007264285714285713
7651	7750	0.0012306	0.0006430000000000001
7701	7800	0.0012190384615384615	0.0006989583333333332
7751	7850	0.0009237999999999999	0.0006323999999999999
7801	7900	0.0009830434782608696	0.0006468518518518519
7851	7950	0.0011128	0.0006776
7901	8000	0.001146078431372549	0.0006538775510204081
7951	8050	0.0011210526315789473	0.0007306451612903225
8001	8100	0.00107875	0.0007448076923076924
8051	8150	0.001016896551724138	0.0007154761904761905
8101	8200	0.001050666666666667	0.0007147272727272728
8151	8250	0.0011934883720930234	0.0007008771929824562
8201	8300	0.0009664705882352941	0.0006516326530612245
8251	8350	0.0009093999999999999	0.0006514
8301	8400	0.0010122448979591836	0.0006533333333333333
8351	8450	0.0010249090909090909	0.0006037777777777778
8401	8500	0.0009811111111111112	0.0007091304347826087
8451	8550	0.0012003846153846153	0.000599375
8501	8600	0.0010297916666666665	0.0004576923076923076
8551	8650	0.0006138461538461537	0.0006834426229508197
8601	8700	0.0009902222222222224	0.0007305454545454545
8651	8750	0.001124255319148936	0.0007330188679245282
8701	8800	0.0012495	0.0008738333333333333
8751	8850	0.0013150000000000002	0.0008430769230769231
8801	8900	0.0014679166666666666	0.0008430769230769232
8851	8950	0.0015992105263157896	0.0009151612903225806
8901	9000	0.0013804081632653059	0.0007666666666666666
8951	9050	0.0012520833333333336	0.0007499999999999999
9001	9100	0.0009425641025641024	0.0008077049180327871
9051	9150	0.0012079999999999999	0.0007074545454545455
9101	9200	0.0012927083333333334	0.0006803846153846156
9151	9250	0.0011180434782608697	0.000773148148148148
9201	9300	0.001465	0.0007176666666666668
9251	9350	0.0014992105263157895	0.0006587096774193547
9301	9400	0.0014253333333333334	0.0006518181818181818
9351	9450	0.0017771739130434782	0.0009061111111111112
9401	9500	0.0014962162162162162	0.0011271428571428572
9451	9550	0.0012670731707317073	0.0008128813559322033
9501	9600	0.001187142857142857	0.0003955172413793103
9551	9650	0.0009755263157894737	0.0007501612903225808
9601	9700	0.0010861904761904763	0.0010001724137931034
9651	9750	0.0008702222222222222	0.0007010909090909092
9701	9800	0.000993	0.0007138333333333334
9751	9850	0.0013456410256410256	0.000687049180327869
9801	9900	0.001162340425531915	0.0006184905660377357
9851	9950	0.0009488235294117648	0.000673061224489796
9901	10000	0.0010546	0.0007443999999999999
9951	10050	0.0012111320754716983	0.0007685106382978726
10001	10100	0.0012222448979591837	0.0007998039215686275
10051	10150	0.001284285714285714	0.00071
10101	10200	0.0012868085106382979	0.0006226415094339622
10151	10250	0.0011619607843137256	0.0005840816326530612
10201	10300	0.0011084444444444445	0.0005945454545454547
10251	10350	0.0011883333333333331	0.000628846153846154
10301	10400	0.0011529411764705881	0.0007232653061224491
10351	10450	0.0012697727272727272	0.0008769642857142857
10401	10500	0.0013553846153846153	0.0007604918032786886
10451	10550	0.0010316216216216217	0.0006723809523809524
10501	10600	0.0009924444444444447	0.000813090909090909
10551	10650	0.0013120370370370371	0.0010600000000000002
10601	10700	0.0012863043478260868	0.0010451851851851852
10651	10750	0.0010134883720930232	0.0006673684210526316
10701	10800	0.0010696296296296296	0.0006354347826086956
10751	10850	0.0012873469387755102	0.0008870588235294117
10801	10900	0.0011657446808510637	0.0008494339622641512
10851	10950	0.0007724444444444446	0.0007143636363636364
10901	11000	0.0007855555555555554	0.0006556363636363637
10951	11050	0.001026734693877551	0.0009296078431372549
11001	11100	0.0011719999999999999	0.0008163333333333333
11051	11150	0.0012540625	0.0007748529411764704
11101	11200	0.0012702777777777777	0.0007904687499999999
11151	11250	0.0012373684210526315	0.0006930645161290322
11201	11300	0.0014253125	0.0008351470588235293
11251	11350	0.0012411111111111112	0.0008021875
11301	11400	0.0009052380952380952	0.0009332758620689655
11351	11450	0.0006960975609756096	0.0009232203389830508
11401	11500	0.0013717777777777778	0.000570181818181818
11451	11550	0.0017835897435897435	0.0006416393442622953
11501	11600	0.0011014285714285716	0.0006438461538461538
11551	11650	0.0009814285714285717	0.0005953846153846154
11601	11700	0.0008900000000000001	0.0007095454545454546
11651	11750	0.000705909090909091	0.0007437499999999998
11701	11800	0.000893818181818182	0.000774
11751	11850	0.001019272727272727	0.0007593333333333333
11801	11900	0.0008853999999999999	0.000657
11851	11950	0.0008472549019607845	0.0006173469387755102
11901	12000	0.0013088461538461537	0.0008160416666666667
11951	12050	0.0015657142857142857	0.0012484313725490198
12001	12100	0.0012348000000000003	0.0012132000000000002
12051	12150	0.0012100000000000001	0.0008906249999999999
12101	12200	0.0010925581395348838	0.0008098245614035086
12151	12250	0.0008532500000000001	0.0008705000000000001
12201	12300	0.0011808163265306123	0.0010688235294117649
12251	12350	0.0012438888888888886	0.001019130434782609
12301	12400	0.0011704000000000003	0.0007238
12351	12450	0.0009375000000000001	0.0005647916666666666
12401	12500	0.0009885245901639346	0.0005325641025641025
12451	12550	0.0010357627118644066	0.0005970731707317072
12501	12600	0.0008293999999999999	0.000683
12551	12650	0.000919375	0.0007334615384615385
12601	12700	0.0010420408163265306	0.0007392156862745098
12651	12750	0.0013045098039215686	0.0008120408163265306
12701	12800	0.0012101851851851852	0.0010154347826086955
12751	12850	0.001036595744680851	0.0009596226415094338
12801	12900	0.0016231914893617022	0.0008320754716981132
12851	12950	0.0015905882352941173	0.0008091836734693879
12901	13000	0.0009112765957446808	0.0007275471698113207
12951	13050	0.0010849019607843137	0.0009151020408163264
13001	13100	0.0012529787234042556	0.001080754716981132
13051	13150	0.0011384444444444445	0.0008207272727272727
13101	13200	0.0012424999999999997	0.0007522916666666666
13151	13250	0.0011510869565217392	0.0008512962962962964
13201	13300	0.001267608695652174	0.0008216666666666666
13251	13350	0.0012862264150943399	0.0008393617021276597
13301	13400	0.0015053061224489794	0.0008819607843137256
13351	13450	0.002265531914893617	0.0010199999999999999
13401	13500	0.0035617391304347823	0.00107
13451	13550	0.005665777777777778	0.001211090909090909
13501	13600	0.004917916666666667	0.0013840384615384613
13551	13650	0.0021216	0.0010058
13601	13700	0.0011625	0.0008031818181818182
13651	13750	0.0011745283018867927	0.0007317021276595744
13701	13800	0.001031224489795918	0.0006343137254901962
13751	13850	0.0009355769230769232	0.0008575000000000001
13801	13900	0.0007564	0.0007377999999999999
13851	13950	0.0007978	0.0007097999999999999
13901	14000	0.000993469387755102	0.0008062745098039217
13951	14050	0.0012106521739130433	0.0007053703703703702
14001	14100	0.0010362222222222222	0.0006390909090909089
14051	14150	0.0008667391304347825	0.0006211111111111112
14101	14200	0.0011528260869565217	0.0007131481481481482
14151	14250	0.00117	0.0006965384615384615
14201	14300	0.0007863265306122451	0.0005586274509803922
14251	14350	0.0007193750000000001	0.0005176923076923077
14301	14400	0.0008271739130434782	0.0005531481481481482
14351	14450	0.001043695652173913	0.0005022222222222224
14401	14500	0.0011618181818181818	0.0007260714285714286
14451	14550	0.0013084782608695652	0.0007538888888888888
14501	14600	0.001462826086956522	0.0007761111111111112
14551	14650	0.0019997916666666666	0.0010534615384615387
14601	14700	0.0017548148148148145	0.000973695652173913
14651	14750	0.0011280952380952382	0.0007563793103448275
14701	14800	0.0011053846153846153	0.0007055737704918032
14751	14850	0.0013990566037735848	0.0005787234042553193
14801	14900	0.0014323255813953487	0.0007649122807017543
14851	14950	0.0009937209302325583	0.0009612280701754384
14901	15000	0.00088	0.0007042857142857143
14951	15050	0.000979795918367347	0.0005686274509803922
15001	15100	0.0011992857142857141	0.0007338636363636363
15051	15150	0.0013250943396226416	0.0009391489361702126
15101	15200	0.0012979245283018868	0.0008944680851063831
15151	15250	0.0009124074074074075	0.0009326086956521741
15201	15300	0.0008138297872340426	0.0009200000000000001
15251	15350	0.0009921739130434783	0.0007468518518518518
15301	15400	0.0012874	0.0009273999999999999
15351	15450	0.0014030232558139533	0.0008959649122807018
15401	15500	0.0011869565217391307	0.0008733333333333334
15451	15550	0.0011383673469387754	0.0009670588235294118
15501	15600	0.0011471111111111111	0.0008789090909090909
15551	15650	0.0013922	0.0007112
15601	15700	0.0013820833333333335	0.0006594230769230771
15651	15750	0.0010562790697674419	0.0006836842105263157
15701	15800	0.0010302222222222223	0.0005741818181818181
15751	15850	0.0008597872340425536	0.0006254716981132075
15801	15900	0.000963529411764706	0.0009299999999999999
15851	15950	0.0010356363636363634	0.000977333333333333
15901	16000	0.0009382	0.0010382000000000002
15951	16050	0.0012802272727272727	0.0011230357142857142
16001	16100	0.0011932608695652172	0.000772037037037037
16051	16150	0.0009738461538461539	0.0004891666666666667
16101	16200	0.001025918367346939	0.00046
16151	16250	0.0012156818181818184	0.0007964285714285714
16201	16300	0.0011039534883720932	0.0007805263157894736
16251	16350	0.000804468085106383	0.0005143396226415095
16301	16400	0.0008656521739130433	0.0006281481481481481
16351	16450	0.0008868292682926829	0.0006301694915254236
16401	16500	0.000879795918367347	0.0006411764705882353
16451	16550	0.0009130434782608695	0.0007399999999999999
16501	16600	0.000978780487804878	0.0007791525423728813
16551	16650	0.0011738461538461538	0.0007564583333333334
16601	16700	0.0011734615384615386	0.0007472916666666666
16651	16750	0.0010833333333333333	0.0005958181818181818
16701	16800	0.0012420833333333333	0.0004801923076923076
16751	16850	0.0009354385964912281	0.0005027906976744186
16801	16900	0.0005832075471698113	0.0005836170212765958
16851	16950	0.0007654347826086956	0.0007127777777777777
16901	17000	0.0010825925925925925	0.0007721739130434782
16951	17050	0.0010957142857142856	0.0006038636363636363
17001	17100	0.0008958823529411765	0.0005385714285714286
17051	17150	0.0013016666666666665	0.0008042307692307694
17101	17200	0.0016455555555555557	0.0009685454545454545
17151	17250	0.0013244680851063832	0.0008979245283018868
17201	17300	0.0009565306122448978	0.0006945098039215685
17251	17350	0.001033333333333333	0.0006165454545454546
17301	17400	0.0011173809523809526	0.0005758620689655172
17351	17450	0.0010467391304347826	0.0006820370370370372
17401	17500	0.001320344827586207	0.001039047619047619
17451	17550	0.0013689655172413795	0.0010330952380952381
17501	17600	0.0013033333333333334	0.0009974137931034483
17551	17650	0.0009567391304347823	0.0009272222222222221
17601	17700	0.0008287755102040816	0.0008045098039215687
17651	17750	0.0009935999999999999	0.0009626
17701	17800	0.0010471698113207549	0.0007421276595744683
17751	17850	0.0010231372549019608	0.000639795918367347
17801	17900	0.0010801666666666668	0.000656
17851	17950	0.0008942105263157893	0.0006137209302325582
17901	18000	0.0007818367346938775	0.0006511764705882353
17951	18050	0.0013479591836734694	0.0006821568627450981
18001	18100	0.0014314285714285713	0.0008131372549019608
18051	18150	0.0011978571428571429	0.0008488636363636364
18101	18200	0.0014339655172413792	0.0010945238095238096
18151	18250	0.0013738775510204082	0.0010284313725490196
18201	18300	0.0011379591836734692	0.0007972549019607842
18251	18350	0.0013767391304347829	0.0009512962962962964
18301	18400	0.0019452499999999997	0.0009616666666666668
18351	18450	0.001535909090909091	0.0006928571428571428
18401	18500	0.0008060714285714286	0.0007893181818181817
18451	18550	0.0007142857142857143	0.0008443181818181819
18501	18600	0.0008035416666666667	0.0006494230769230768
18551	18650	0.0009946666666666665	0.0006398181818181819
18601	18700	0.0012851162790697675	0.0007612280701754387
18651	18750	0.0012572093023255813	0.000880701754385965
18701	18800	0.0011038636363636363	0.0007199999999999999
18751	18850	0.0010246938775510205	0.000856470588235294
18801	18900	0.0011702272727272727	0.00104125
18851	18950	0.0014385000000000001	0.0008035000000000001
18901	19000	0.0012129545454545453	0.0007192857142857142
18951	19050	0.0012876470588235292	0.0008040816326530611
19001	19100	0.0013459615384615387	0.0008839583333333334
19051	19150	0.0010368085106382979	0.0008890566037735848
19101	19200	0.0010989795918367347	0.0006931372549019607
19151	19250	0.0012553191489361702	0.0007777358490566038
19201	19300	0.0012171794871794874	0.000976393442622951
19251	19350	0.0012259090909090909	0.0007616071428571429
19301	19400	0.0011579245283018867	0.00051531914893617
19351	19450	0.0010728846153846155	0.000508125
19401	19500	0.0009661702127659574	0.0006575471698113206
19451	19550	0.000976888888888889	0.000849090909090909
19501	19600	0.0010886666666666666	0.0008812727272727273
19551	19650	0.0009118604651162792	0.000872982456140351
19601	19700	0.0006931914893617022	0.0008354716981132077
19651	19750	0.0006468888888888889	0.0008260000000000001
19701	19800	0.0007602173913043479	0.0007687037037037036
19751	19850	0.0007883333333333333	0.000675
19801	19900	0.0009150943396226415	0.0007497872340425532
19851	19950	0.0014656	0.0007836000000000002
19901	20000	0.0014810416666666667	0.0005896153846153846
19951	20050	0.0009881395348837207	0.0005392982456140351
20001	20100	0.0012840425531914896	0.0008669811320754718
20051	20150	0.0011292727272727272	0.0009433333333333334
20101	20200	0.0006451923076923078	0.0006039583333333334
20151	20250	0.0005762264150943395	0.0005580851063829786
20201	20300	0.0005902	0.0009312
20251	20350	0.000952093023255814	0.0009954385964912281
20301	20400	0.0014662790697674418	0.0008863157894736842
20351	20450	0.001251521739130435	0.0007203703703703703
20401	20500	0.0009368085106382978	0.0004666037735849057
20451	20550	0.0007179545454545455	0.00041642857142857144
20501	20600	0.00048249999999999996	0.0004301785714285714
20551	20650	0.0007506666666666666	0.0006665454545454545
20601	20700	0.0010661702127659574	0.001061132075471698
20651	20750	0.000979423076923077	0.0011445833333333332
20701	20800	0.0008508928571428571	0.0008486363636363636
20751	20850	0.0010287719298245615	0.0006304651162790698
20801	20900	0.00118375	0.0005101923076923076
20851	20950	0.0015163157894736842	0.0006256451612903225
20901	21000	0.0013284615384615386	0.0005937704918032787
20951	21050	0.0008177272727272727	0.0006610714285714285
21001	21100	0.0009351785714285714	0.0007002272727272727
21051	21150	0.0010081132075471697	0.00048212765957446807
21101	21200	0.0009536363636363634	0.0007823214285714286
21151	21250	0.0011251111111111112	0.0009090909090909089
21201	21300	0.0010615909090909092	0.0006458928571428571
21251	21350	0.0010070833333333336	0.0005659615384615385
21301	21400	0.0009572	0.00044340000000000004
21351	21450	0.0007906382978723404	0.0004509433962264151
21401	21500	0.0007035555555555556	0.0005123636363636363
21451	21550	0.00061	0.0003261818181818181
21501	21600	0.001393181818181818	0.0004926785714285713
21551	21650	0.0016109615384615383	0.000783125
21601	21700	0.0012925454545454546	0.0006313333333333332
21651	21750	0.0012404347826086956	0.0004633333333333333
21701	21800	0.0011023809523809523	0.0007305172413793104
21751	21850	0.0011142857142857144	0.0008325862068965517
21801	21900	0.00108	0.0008596363636363636
21851	21950	0.0011250000000000001	0.0009213461538461538
21901	22000	0.0014641860465116276	0.0005322807017543859
21951	22050	0.0015027906976744186	0.000559298245614035
22001	22100	0.0012897826086956524	0.0009355555555555554
22051	22150	0.001044	0.0008536363636363638
22101	22200	0.0008276595744680851	0.0005264150943396227
22151	22250	0.0011338095238095237	0.0005867241379310346
22201	22300	0.0013542222222222222	0.0008276363636363637
22251	22350	0.001535581395348837	0.0007905263157894737
22301	22400	0.0015674358974358976	0.0006467213114754099
22351	22450	0.001273877551020408	0.000709607843137255
22401	22500	0.0010417857142857143	0.0009577272727272726
22451	22550	0.001042982456140351	0.0007972093023255813
22501	22600	0.0010741509433962267	0.0006627659574468084
22551	22650	0.0010597826086956523	0.0006207407407407409
22601	22700	0.001324047619047619	0.0004222413793103448
22651	22750	0.0017445454545454548	0.0005291071428571429
22701	22800	0.0013593617021276595	0.0005588679245283018
22751	22850	0.0008346938775510204	0.000558235294117647
22801	22900	0.0012386666666666668	0.0008609090909090909
22851	22950	0.001082272727272727	0.0007703571428571428
22901	23000	0.0007718367346938777	0.00052
22951	23050	0.0007242857142857143	0.000558103448275862
23001	23100	0.0007702272727272728	0.0005525
23051	23150	0.0012625000000000002	0.0005333333333333334
23101	23200	0.0012232	0.0006425999999999998
23151	23250	0.0010480392156862744	0.000786530612244898
23201	23300	0.0011767307692307693	0.001006875
23251	23350	0.0010765217391304348	0.000828148148148148
23301	23400	0.000982340425531915	0.0005358490566037737
23351	23450	0.0009909615384615384	0.00074875
23401	23500	0.0012108695652173912	0.0007996296296296295
23451	23550	0.001433720930232558	0.0007266071428571428
23501	23600	0.0015529787234042547	0.0008267307692307691
23551	23650	0.0019035294117647058	0.0011434693877551022
23601	23700	0.0020244	0.0010866
23651	23750	0.0013288679245283016	0.0006429787234042552
23701	23800	0.0008035849056603773	0.0007151063829787235
23751	23850	0.0007582608695652174	0.0007220370370370369
23801	23900	0.0011424074074074073	0.0007034782608695652
23851	23950	0.0011954545454545453	0.0007173529411764706
23901	24000	0.0010681666666666665	0.00072175
23951	24050	0.0011461538461538458	0.000685625
24001	24100	0.0012484782608695652	0.0009414814814814815
24051	24150	0.0014197826086956523	0.0010838888888888888
24101	24200	0.0014518000000000003	0.0008137999999999999
24151	24250	0.0013156521739130437	0.0007483333333333335
24201	24300	0.0012702325581395349	0.0006240350877192983
24251	24350	0.00113875	0.0005373076923076923
24301	24400	0.0011918181818181817	0.0005826666666666667
24351	24450	0.0013027586206896553	0.00076
24401	24500	0.001071111111111111	0.0008713043478260869
24451	24550	0.0010175555555555556	0.0009578181818181819
24501	24600	0.0010871999999999998	0.0008401999999999999
24551	24650	0.001157962962962963	0.0008947826086956523
24601	24700	0.0011406521739130435	0.0009816666666666665
24651	24750	0.00107	0.0007526785714285715
24701	24800	0.0012850000000000001	0.0007608333333333334
24751	24850	0.0012947999999999998	0.0006975999999999999
24801	24900	0.0008782	0.00064
24851	24950	0.0008433962264150943	0.0005819148936170213
24901	25000	0.001046078431372549	0.0005191836734693878
24951	25050	0.0008114545454545457	0.0005035555555555556
25001	25100	0.0007489583333333334	0.0007163461538461538
25051	25150	0.0009677551020408164	0.0007841176470588234
25101	25200	0.0008615789473684211	0.0006669767441860466
25151	25250	0.0010137777777777777	0.0009107272727272729
25201	25300	0.0012444444444444447	0.0009818750000000001
25251	25350	0.0012402564102564106	0.0011099999999999999
25301	25400	0.00106875	0.0009775
25351	25450	0.000935	0.0006708333333333333
25401	25500	0.001263265306122449	0.0007778431372549018
25451	25550	0.0014038297872340428	0.0007739622641509434
25501	25600	0.0012256	0.0010028
25551	25650	0.0014543749999999997	0.0010286538461538462
25601	25700	0.0016043902439024389	0.0007898305084745763
25651	25750	0.0012988372093023254	0.0009119298245614034
25701	25800	0.0013331818181818184	0.0010785714285714285
25751	25850	0.0015230434782608695	0.0009551851851851852
25801	25900	0.00148375	0.0006788461538461539
25851	25950	0.0012403921568627453	0.0006546938775510204
25901	26000	0.0009408695652173911	0.0006685185185185185
25951	26050	0.0011608163265306123	0.0005070588235294118
26001	26100	0.001315714285714286	0.0005509090909090908
26051	26150	0.0011072222222222223	0.0007732608695652174
26101	26200	0.0010411111111111111	0.0008202173913043478
26151	26250	0.001278627450980392	0.0007981632653061224
26201	26300	0.0014821276595744684	0.0007311320754716981
26251	26350	0.001528780487804878	0.0010593220338983049
26301	26400	0.0017324324324324326	0.0011034920634920636
26351	26450	0.0013234146341463413	0.0006038983050847458
26401	26500	0.0016413333333333336	0.0005076363636363636
26451	26550	0.0026235555555555556	0.0008172727272727275
26501	26600	0.0025428571428571427	0.0008964705882352939
26551	26650	0.001983137254901961	0.0007820408163265306
26601	26700	0.0015109523809523806	0.0006789655172413793
26651	26750	0.00115	0.0006616923076923077
26701	26800	0.0011345714285714286	0.0008632307692307692
26751	26850	0.0013168421052631577	0.0009417741935483871
26801	26900	0.001436078431372549	0.0008926530612244897
26851	26950	0.0013074999999999999	0.0007820454545454548
26901	27000	0.0013852083333333331	0.0008019230769230768
26951	27050	0.0013269811320754717	0.0010342553191489362
27001	27100	0.00119078431372549	0.0010640816326530614
27051	27150	0.0014651999999999998	0.0008910000000000001
27101	27200	0.001340181818181818	0.0008148888888888889
27151	27250	0.0016938297872340425	0.0006264150943396226
27201	27300	0.0016188372093023254	0.00044087719298245613
27251	27350	0.001018846153846154	0.0005770833333333333
27301	27400	0.0018267213114754098	0.0009176923076923076
27351	27450	0.0030440384615384617	0.0008981249999999999
27401	27500	0.003779166666666667	0.0008975000000000001
27451	27550	0.00400188679245283	0.001014782608695652
27501	27600	0.004141875	0.0010268627450980392
27551	27650	0.00258061224489796	0.0009343137254901962
27601	27700	0.0012485185185185184	0.0007013043478260872
27651	27750	0.0009690196078431374	0.0005948979591836734
27701	27800	0.0011467391304347825	0.0005927777777777779
27751	27850	0.0013675675675675673	0.0005966666666666666
27801	27900	0.0012325531914893616	0.0007164150943396229
27851	27950	0.0011444642857142855	0.0008154545454545456
27901	28000	0.001172156862745098	0.0007579591836734693
