		∆DMS	∆DMS-paired	∆DMS-unpaired	PCC	AUROC
2241	2320	0.1487882324178852	0.06723818344005203	0.23033828139571833	0.14545848244448215	0.88117284
2321	2400	0.12662097609236372	0.0599675060657948	0.21707925684270726	0.40175139405708443	0.9736842
2401	2480	0.22502240689156408	0.14895758486111718	0.27319679417751375	0.0725965904661372	0.9175439
2481	2560	0.12334014843480208	0.07801059036521338	0.14949181655187246	0.5165071074676139	1.0
2561	2640	0.11155272242779574	0.1395956214070907	0.07416219045540244	0.510575909923535	0.7966667
2641	2720	0.16489343650367477	0.11094053677970679	0.18193119431124358	0.16097259599989588	0.9605263
2721	2800	0.15476205476525004	0.09651537512554151	0.2348512392698493	0.019014487824203903	0.86647725
2801	2880	0.13680981687996932	0.11918546277746563	0.1573715633328903	0.2736137512690039	0.8736842
2881	2960	0.17176267124903877	0.05643289964838313	0.250396606431304	-0.19346646112797813	0.8636364
2961	3040	0.18208852430961772	0.15056664820519236	0.23653540121726147	0.1437242722166181	0.7751196
3041	3120	0.16826775212332634	0.1299683749796271	0.20465216040984063	0.2403730906715946	0.95657897
3121	3200	0.12709786231110426	0.07243070009479044	0.18449838263823376	0.504798519248501	0.927381
3201	3280	0.13819790703944834	0.060961107642929134	0.18968910663712782	0.3828066426158455	0.9876543
3281	3360	0.22467845850661966	0.15145040567425228	0.3240593873505468	0.05230362860108925	0.7819549
3361	3440	0.1593189020643096	0.12443768668509991	0.1779222169332214	0.18531805768463552	0.75384617
3441	3520	0.11072586736092452	0.07858254058123217	0.15179789602386476	0.07003686635914107	0.9227053
3521	3600	0.14319577255039984	0.11210633855824215	0.19205059739521907	0.41679360767692997	0.95454544
3601	3680	0.18537183605974156	0.17128729666655074	0.19215328095275933	0.08169460316740024	0.6125356
3681	3760	0.17043608874303814	0.0940988084900476	0.2155444816198053	0.016847299487773863	0.93356645
3841	3920	0.1502424380317023	0.06718307154019407	0.21668993122490884	-0.033235496615029954	0.88293654
3921	4000	0.22630348259461175	0.16714562543641187	0.2723151492732117	0.07660681190959477	0.91534394
4001	4080	0.14961186234927487	0.10681238930010217	0.19037326525324888	0.27824353961623494	0.75357145
4161	4240	0.14849197426540622	0.0858945058727018	0.20292455547645358	0.2787602325546899	0.92391306
4241	4320	0.19054292797974787	0.16379297147907285	0.2059755951916757	0.06926957360687877	0.8102564
4321	4400	0.19159868369136465	0.15246975936360407	0.22327447957574223	0.09419635221980863	0.875
4401	4480	0.16393183541509143	0.13478796221034273	0.19307570861984016	0.2816597461021573	0.8241966
4481	4560	0.14811492646645064	0.13972566209917808	0.1541072581573596	0.42675807640144603	0.9111111
4561	4640	0.17378737608997372	0.05996802481586415	0.2251896637621522	0.19671798609227542	0.94239634
4641	4720	0.12589212298436345	0.10171432986114366	0.15006991610758322	0.4446956928872382	0.88580245
4721	4800	0.1165391709170376	0.0870785407064696	0.13021732065765848	0.24799848611380215	0.89285713
4801	4880	0.13611824197738095	0.0940291132787062	0.1741988822285629	0.3425043713745183	0.9348371
4881	4960	0.15665296543457402	0.10787347966198564	0.20787142549579185	0.33762793601940627	0.947619
4961	5040	0.16944908079774484	0.1289234943129196	0.1940539011635316	0.0719930040201375	0.7815126
5041	5120	0.13953978916903603	0.11314707279258365	0.18528716422155356	0.26555101385519314	0.93333334
5121	5200	0.16072223916924888	0.12220483979343677	0.20150536792010876	0.3390847941814547	0.92156863
5201	5280	0.1549241780441838	0.15389210965538386	0.15571807680479915	0.08493803562702881	0.81714284
5281	5360	0.12783809124471626	0.04774986814919597	0.18328378415699959	0.3405610289483261	0.97863245
5361	5440	0.13298124363698782	0.051119334030705246	0.23530863064484103	0.18339759593974347	1.0
5441	5520	0.13040003642786716	0.12530310521704072	0.13685614929491396	0.5196173218790976	0.82807016
5521	5600	0.11957031440525741	0.08985761732780495	0.13785505106830506	0.23209499288782798	0.93990386
5601	5680	0.14091909411397824	0.0819274303062486	0.18024686998579806	0.2006523030503134	0.980057
5681	5760	0.13951894215208296	0.05349071133406452	0.20310502580018355	0.34853120304994545	0.90025574
5761	5840	0.17486692655685512	0.057652486648522884	0.2498841680981878	0.08446611029057735	0.99
5841	5920	0.1422350126487556	0.09318444223053268	0.21335833975517887	0.31940302138017285	0.82274246
5921	6000	0.11196920323124081	0.060731185614802126	0.1263798956858642	0.3381772835932156	0.95
6081	6160	0.13510309338079468	0.07551650056194974	0.16379293436764594	0.4158511661452519	0.88087773
6161	6240	0.1363643349795183	0.09656053973034218	0.1878751288313933	0.19150955330825759	0.9197861
6241	6320	0.13183403719986647	0.08808048565508293	0.1963129552658633	0.43033171848665963	0.92
6321	6400	0.15945352199598567	0.11773011328330127	0.2011769307086701	0.176901894490314	0.9539642
6401	6480	0.20092187637864095	0.18989982384021842	0.2091884157824578	0.39722362099047853	0.9505882
6481	6560	0.17211760543401666	0.14001660483734701	0.1935182724984631	0.3774428057876585	0.78444445
6561	6640	0.17977237782219968	0.07781034344274193	0.2126633566542828	0.20452912548108396	0.97096777
6641	6720	0.14824906920236866	0.0836995931172668	0.2168328875427894	0.3513103532331645	0.9632353
6721	6800	0.17798086806321564	0.07591784603125434	0.23326500499719469	0.14393619890337772	0.91071427
6801	6880	0.16516166073016836	0.09143389421731639	0.23218690301457923	0.21984800670299118	0.8375286
6961	7040	0.11186435395732233	0.10854644181917927	0.11565625354377153	0.5670791462764355	0.88839287
7041	7120	0.15803785932269215	0.08285790648830664	0.2815477818363255	0.4035185671682041	0.9208075
7201	7280	0.16953097555421465	0.05049164871436568	0.24889052678078064	-0.06221352138661876	0.9166667
7281	7360	0.20612171993835093	0.18457485083265313	0.2413802330204019	-0.08004501783708402	0.8080808
7361	7440	0.15015166273113836	0.09745064195991116	0.2127341248969706	0.33110546269641994	0.875
7441	7520	0.15532122958873892	0.08884201524043679	0.23952823442992166	-0.060717828447194755	0.8491228
7521	7600	0.17486771514274577	0.0556158588027349	0.20238737429813286	-0.16806626989881493	0.85507244
7601	7680	0.18594049240285535	0.12705010889401022	0.24851152488100325	0.02593018131189689	0.85294116
7681	7760	0.14827311953082503	0.0546043563233693	0.19026256510658104	0.0806339646072195	0.90716183
7761	7840	0.14338991588266622	0.08142666431925132	0.2272225503508158	0.2343292734273174	0.87212276
7841	7920	0.16151947309095138	0.16430968641984092	0.15733415309761709	0.34623201815940885	0.82581455
7921	8000	0.16667499688344592	0.11348539840617936	0.24823238121525465	0.4288459954625909	0.97619045
8001	8080	0.12195921357243461	0.06707717980347476	0.2180027726681144	0.31016824863383713	0.99603176
8081	8160	0.1642797411076559	0.13298542740959268	0.18630166556184852	0.2823196543725246	0.8255578
8161	8240	0.1333313499340715	0.04951059174673779	0.2411008961749291	-0.03951273673763156	0.8769841
8241	8320	0.16377984123780337	0.09386151542103613	0.18514377412626	0.10110024888098054	0.8762626
8321	8400	0.22465226629431045	0.16954695177561607	0.27669617445085515	-0.016514874076147157	0.86013985
8401	8480	0.15090329608195652	0.05801950745014537	0.20535241355577688	0.04704440578441654	0.9107505
8481	8560	0.2010077777892126	0.11919198528899816	0.25214264810184667	-0.30725537345630477	0.8111111
8561	8640	0.2139060939094531	0.13678654288696418	0.28195275657635505	-0.3831326620722273	0.79710144
8641	8720	0.1165285706789508	0.0787054662805709	0.1362623642781055	0.5016380414712633	0.95454544
8721	8800	0.15681630097316238	0.12185386392672165	0.19383535196351134	0.17220638096386343	0.9477124
8801	8880	0.140917379415121	0.054430887508399355	0.19595423790121658	0.23175520965272006	0.89375
8881	8960	0.18837096907832673	0.08921941068035893	0.2591935107911609	-0.06701624734975808	0.9512987
8961	9040	0.18610350643587045	0.20778603088916928	0.17196272961850165	0.21833806379324094	0.67536235
9041	9120	0.07948593376728806	0.0445446190540281	0.12264873429543272	0.6542060901362806	0.88611114
9201	9280	0.16874110495761435	0.1009011217674525	0.22386109129962087	-0.3632491083164374	0.8333333
9281	9360	0.15317466387977643	0.15665770165798362	0.14819889562519478	0.05962656171993195	0.7951389
9361	9440	0.15376266615689485	0.16804863094396685	0.13868303665942994	0.4713642635739869	0.92690057
9441	9520	0.09777806065331987	0.08388696655901338	0.1394513429362393	0.6022708231949374	0.7916667
9521	9600	0.16754625848328625	0.1463329365263594	0.18404550889422935	0.40303298935871945	0.9126984
9601	9680	0.1944257747517973	0.1412394098246644	0.19992781250288003	0.01857845801018898	
9681	9760	0.2130174836293613	0.17639897587814485	0.2610792750528329	0.10732996674569127	0.8214286
9761	9840	0.2153555580333727	0.16894482972744213	0.2867566785040351	0.24172212392456688	0.8730769
9841	9920	0.13846334075054334	0.08260383144962309	0.260338633770733	0.31417552403682913	0.99242425
9921	10000	0.15583211307323352	0.10809906128169526	0.19526376455319996	0.27364014388511526	0.8375286
10001	10080	0.1878727585554975	0.16563417610559206	0.19648124208449316	-0.008516552709802594	0.79435486
10161	10240	0.19993982728746548	0.15129498248135523	0.2343965923584602	0.2722246427820405	0.90686274
10241	10320	0.13126546780869522	0.10468759851106381	0.16282668759963254	0.3912652082430056	0.7894737
10321	10400	0.21392006442917186	0.14969480910903	0.25502422783406264	0.06570004026458054	0.8625
10401	10480	0.13678099725079113	0.11503650550448151	0.16722328569562464	0.43881147714403207	0.9206349
10481	10560	0.22131676468638312	0.23213831853485	0.21616364380616077	-0.20030780972888632	0.6333333
10561	10640	0.18928125762339343	0.16855803476816786	0.1948074503847869	0.2874220158359987	0.80833334
10641	10720	0.1783635515348511	0.1211321806105617	0.2427488438246767	0.3218733992951362	0.9565972
10721	10800	0.20612081736065607	0.22166210161697047	0.19980717063152834	-0.16020400017493422	0.85555553
10801	10880	0.15416894797756941	0.12272840934268497	0.18246543274896537	0.3951076186348276	0.9747899
11041	11120	0.18828586612803017	0.1972755977753586	0.18450071596073397	0.23548959080086207	0.71428573
11121	11200	0.22914663005784067	0.16234617652416075	0.2699691294395339	0.08659324102812313	0.875
11201	11280	0.16723141068879266	0.13679769886271578	0.18815458756922054	0.2839473006797934	0.71428573
11281	11360	0.14300275570875798	0.07985062875183326	0.21404889853529827	0.3238081535587725	0.875
11361	11440	0.15018896352503672	0.13909880046108067	0.16590002786564118	0.45388263118788147	0.877451
11441	11520	0.15639070957984277	0.11430285881353923	0.2008167742776076	0.33504253519095034	0.83928573
11521	11600	0.22123712157201925	0.1273501261229639	0.3385958658833384	0.35833407275780543	0.9444444
11601	11680	0.13705758960602338	0.13967203768043346	0.13301707894557147	0.33040097357258086	0.9144385
11761	11840	0.19927462839319338	0.14946622616386915	0.2360895343887808	0.11470467239804855	0.8976982
11841	11920	0.17071472983123223	0.17780146199015653	0.16691826617466562	0.483581202647389	0.8428571
11921	12000	0.1926287844399175	0.16427172066139692	0.2089886289275255	0.02639619696499202	0.72751325
12081	12160	0.19072150747654104	0.10185402825126584	0.2055327540140869	-0.22226176356038704	0.7731481
12161	12240	0.2302361132558734	0.1942047750103625	0.23888363443479602	-0.23635088868413343	0.74
12241	12320	0.18316011439043767	0.12132432491503761	0.20441616702260643	0.34605046023855945	0.9318182
12401	12480	0.1302673214793084	0.09456225010252042	0.17246422401551234	0.38902850064685024	0.8583916
12561	12640	0.2419034134372251	0.207453190967594	0.2820953396517949	-0.19518247969411215	0.8333333
12641	12720	0.15748902244066826	0.07124667894527695	0.20923442853790297	0.09611398222218948	0.94
12721	12800	0.20344742800605134	0.11050261655713489	0.23161252238451085	0.03315211523049079	0.91515154
12961	13040	0.15522762041892385	0.06795701281033475	0.21108080928842088	0.29957019762960596	0.93386245
13041	13120	0.1564468686739238	0.08566133780061622	0.22723239954723137	0.2889639286024552	0.9537037
13121	13200	0.2303964430220756	0.2254480424059172	0.2367193993649447	0.06575323209577665	0.78502417
13201	13280	0.17169137228873738	0.08593043907987656	0.24111688964829134	0.012240374550305	0.94817924
13361	13440	0.1080200381015485	0.11318688860536869	0.09879351934472676	0.5927911173606987	0.77038044
13441	13520	0.164429823803984	0.08669757081039065	0.18587320394014767	0.2145513022114683	0.75555557
13521	13600	0.21435090522052783	0.18358200031838295	0.25054961687011	-0.19188688125344233	0.73333335
13681	13760	0.14862548993694333	0.10830708495680588	0.19530995886131303	0.30739112465918933	0.9401914
13761	13840	0.14423843522970137	0.07140274848090923	0.2316412593282519	0.14648345729051548	0.9322917
13841	13920	0.12645107130016256	0.05650985994831553	0.1804965527993171	0.1336210960725165	0.88502675
13921	14000	0.1355236045501889	0.05050584908709432	0.16588708864415125	0.22709007726658997	0.95714283
14001	14080	0.16837482858264644	0.07109298767362242	0.2607925774462193	0.03087524484148048	0.88684213
14081	14160	0.1270933910195191	0.10733950114082519	0.15249124943498274	0.5718186645379164	0.9563492
14161	14240	0.12349925490954144	0.08129047407836883	0.17903712442424222	0.35068940247751107	0.88
14241	14320	0.12131975870556726	0.053421142367067916	0.15243995786071277	-0.02070267743209941	0.8598485
14321	14400	0.23222226114265007	0.23357930954547737	0.2305259506391159	0.04221670561501883	0.821875
14401	14480	0.15387198877209346	0.07995895612304696	0.23189130101275365	0.33580985755614023	0.9502924
14481	14560	0.15766851788292122	0.10206608116878707	0.21654168616847502	0.356660918941648	0.9379085
14561	14640	0.16298445835443437	0.1329790869048532	0.21656547880011506	0.14201912598178557	0.99714285
14641	14720	0.20072373235741622	0.19542558146427233	0.20188270286529147	-0.23933800377229233	0.89285713
14721	14800	0.1487308788674043	0.09748000018486239	0.20318493746760508	0.19753433633188702	0.89705884
14801	14880	0.19061525894539846	0.14116008173810174	0.22286863538493987	0.25538165667347934	0.96307695
14881	14960	0.29692663948433884	0.25923941416158885	0.3220514563661722	0.04952593236845292	0.58630955
14961	15040	0.16469821790652417	0.09233625899985297	0.21189079980217929	0.2817925979188382	0.9681159
15201	15280	0.1909182725942678	0.15988431972355777	0.19938207792264326	-0.03563765131747665	0.8013468
15281	15360	0.20722622615643727	0.12743407275306187	0.26308073353880007	0.025616966660705953	0.9392857
15361	15440	0.16547354928251257	0.10830818648635633	0.2553048336764724	0.22451837776135644	0.7987013
15441	15520	0.2151672472137047	0.25353382487463677	0.1967512899364573	0.09782168890598308	0.72
15521	15600	0.15238153578200167	0.10046777363472521	0.20702760120018746	0.3647953710420675	0.93421054
15601	15680	0.1528567884495305	0.09713916779206934	0.2006147490130686	0.3255634586880314	0.9285714
15681	15760	0.14400101456630665	0.0943449416939879	0.1756003336668731	0.198164296933476	0.9967533
15841	15920	0.14333419682952178	0.1021671330537414	0.17888757009042305	0.39032618833352817	0.930622
15921	16000	0.11643574191857177	0.07787337225913572	0.17909959261515537	0.4467540201239774	0.93509614
16001	16080	0.1282298654529767	0.05341044317396103	0.16875705252077686	-0.18449249736281642	0.86217946
16081	16160	0.14030460891719865	0.05996024542952365	0.24427966754830752	0.20091637888370217	0.9786096
16161	16240	0.18765633342112154	0.16857577436641885	0.21347120743630754	0.13369256975522542	0.87723786
16241	16320	0.25033075644856184	0.09586660134027282	0.31352063808377106	-0.1079984485229659	0.89316237
16321	16400	0.18709493380514083	0.1584370199944578	0.21424453636263008	0.16015491802280113	0.84210527
16401	16480	0.13860631069718501	0.074034109700906	0.19143811151232237	0.37397804847877913	0.8922306
16561	16640	0.19568838382496204	0.15093350319895205	0.2255249709089687	-0.008583732589407537	0.8385417
16641	16720	0.23591659056721304	0.21225950287638773	0.2572079694889558	0.10221857143043993	0.7125
16721	16800	0.19137154202255202	0.09793764059268054	0.2225161758325092	-0.02721510077182844	0.83512545
16801	16880	0.16377832334005182	0.13902063414698343	0.19678857559747634	0.2600491298414295	0.8518519
16881	16960	0.2327182903648584	0.15619118553100908	0.29260906806091436	0.09742661633564288	0.73846155
16961	17040	0.1930199066742898	0.12543297286116384	0.21289841661932685	0.03913260929682516	0.85294116
17041	17120	0.12956662555101178	0.09197262039077919	0.18125838264633162	0.4819798341766186	0.9005682
17121	17200	0.10051111829907254	0.07098183667842371	0.18319310683688922	0.7161598260219727	0.99285716
17281	17360	0.19912684485357976	0.13732740216907988	0.2367438969224057	-0.05761431114184886	0.90993786
17361	17440	0.19163555213922834	0.20359997848897748	0.1751844659083233	0.08812892418819047	0.8738462
17521	17600	0.12419577225255136	0.05269869988273241	0.14993471830568617	0.4449795130307634	0.87916666
17601	17680	0.20973050816424618	0.16658178755180053	0.24029418526472854	0.16177471047911537	0.93333334
17681	17760	0.16593681601441296	0.09119078709093395	0.21023075908017824	0.05762511571418759	0.837963
17761	17840	0.17544125488881077	0.04715413628954242	0.20751303453862785	0.10234578449581572	0.8541667
17841	17920	0.15963835236714616	0.0662748347078828	0.21254434570739544	0.3762056236598199	0.9758065
17921	18000	0.21501225174877542	0.20250675666091497	0.22883411474062115	-0.13015641524466834	0.84210527
18241	18320	0.10381104369173938	0.07165266218022062	0.13258433241257195	0.2573159913312974	0.8328173
18481	18560	0.13706680867478307	0.08292694996502976	0.17992753015333776	0.08017011454661213	0.8760965
18561	18640	0.16806246423838597	0.11051155652488942	0.23280723541606957	0.04567357268888682	0.722807
18641	18720	0.19351609719324422	0.13926047215415274	0.23227011507830955	0.02052890434790997	0.92727274
18721	18800	0.15282899533523314	0.07679243744437897	0.2333382919255493	0.15538976626224124	0.9281046
18801	18880	0.159506052791258	0.13278465792695282	0.18771196959246905	0.20837132645287093	0.91764706
18881	18960	0.20757939641722079	0.22005167262282188	0.19432760294876966	0.2539933461099228	1.0
18961	19040	0.17886830427698067	0.11566933904286145	0.21678768341745222	0.21346233485295646	0.8888889
19041	19120	0.2219592451948077	0.20963145931452784	0.24168370260325558	-0.022250851609442186	0.65789473
19121	19200	0.15368849022911896	0.10076915023603036	0.1928027850066192	0.04785067097443341	0.87212276
19201	19280	0.15626761997328226	0.13230328416205314	0.1922141236901259	0.3528185205368091	0.89772725
19281	19360	0.2006485565584441	0.13251996915718334	0.3316650707916378	-0.22199455239936397	0.75076926
19361	19440	0.17444588444595474	0.1493764102096093	0.19951535868230022	0.17917265571611538	0.86875
19441	19520	0.13967633686076875	0.12373625603450275	0.1702281584444452	0.3313371881103128	0.9673913
19761	19840	0.21390772111244113	0.19155272482709787	0.23626271739778437	0.27009170316280434	0.9483471
20001	20080	0.2187613131188454	0.18069130587064539	0.2441413179509787	-0.3200123217293767	0.6938776
20241	20320	0.15294677721408248	0.08844040774178491	0.2110025097391503	0.3888929740075917	0.87222224
20321	20400	0.14965601381494295	0.10461012022187897	0.3105342052187429	0.2262586485960466	0.9942857
20641	20720	0.18112741709190824	0.10656133647332194	0.20675950730454729	0.09282567204385611	0.84444445
20881	20960	0.19350264619182822	0.15039838647620107	0.24468895460413553	0.1581319354136954	0.9638158
21121	21200	0.17220303673458326	0.12997175790715626	0.2191266798761688	0.26846553786908856	0.8472222
21201	21280	0.16798878834944045	0.12291174854534881	0.2157174187302434	0.28355130187640476	0.87908494
21281	21360	0.1642133340902968	0.11957965080080331	0.21107870154426492	0.18147404642072346	0.8357143
21361	21440	0.17062243866224605	0.10855462334421265	0.22289007261427413	0.35433351581765676	0.79605263
21441	21520	0.18551523907528364	0.12221048378648366	0.23299380554188365	-0.007506929032985886	0.9259259
21521	21600	0.205767483589141	0.11964229094934595	0.24267828043476736	-0.12338538070813757	0.8842593
21681	21760	0.19925758430229973	0.0876634056257779	0.20910412947963988	-0.022332908290887736	
21761	21840	0.14070192131749687	0.08402365670068211	0.1854479196991927	0.34001850400840955	0.9194139
21841	21920	0.1292390470805217	0.029520454962188924	0.17355842135533628	0.28514720092748813	0.97530866
21921	22000	0.24323120565800538	0.15376106218340674	0.3044476196143098	-0.12559383956156517	0.951417
22001	22080	0.07304129033860428	0.02985843938241049	0.15940699225099186	0.08002449204773053	0.89053255
22081	22160	0.22591133514488485	0.1509868481132428	0.25848719907168577	0.1962873572868729	0.88429755
22321	22400	0.20861929933203133	0.1681525447286507	0.22701327869720433	0.2061934167444946	0.6041667
22401	22480	0.19029352850173756	0.13076775328483545	0.2277727203049722	0.049804250555285284	0.86928105
22481	22560	0.14973406016147942	0.09179152203114732	0.17777077216002724	0.3588214305800065	0.9419355
22561	22640	0.09581028674931354	0.079400203295074	0.11734852128300294	0.6479890217532518	0.7842262
22641	22720	0.12646716966685786	0.09054302826926837	0.16239131106444737	0.4765625350247542	0.8512111
22721	22800	0.18345442360363728	0.17662712902161973	0.19467069327409484	0.3388808575148886	0.83540374
22801	22880	0.14199126512439586	0.06021089263348866	0.21968261899075764	0.34398551429530005	0.9157895
22881	22960	0.14621428135733755	0.047713158733228435	0.31859124594952853	0.21898057142903002	0.96825397
22961	23040	0.20934289408523835	0.22429623491587994	0.20154115104316447	0.17304113855629755	0.8405797
23041	23120	0.09615456326892982	0.06337546254284374	0.1189574159479462	0.4963363939199105	0.8551724
23121	23200	0.19739286984865367	0.13598018045807808	0.2249226961271876	0.016263762691843896	0.87222224
23201	23280	0.17476123310210923	0.08007980813445664	0.24293185907881912	-0.04242428587427028	0.9
23281	23360	0.3300304123134083	0.26773227119620135	0.37156250639154614	-0.2469898159250204	0.74489796
23361	23440	0.13381660933028422	0.07832382619336221	0.14992741733777767	0.41756027500122317	0.95
23441	23520	0.15487876482925747	0.0642210946809023	0.21833913393310606	-0.0934057926394821	0.88214284
23601	23680	0.1326844386351656	0.08234537543748646	0.15785397023400521	0.1489602610293042	0.8240741
23761	23840	0.17681341081190347	0.14521655206968181	0.23210791361079142	0.28133690535808675	0.9880952
23841	23920	0.15960177969092895	0.17457314301190566	0.15361323436253826	0.17234984278119123	0.9163265
23921	24000	0.11036430524347153	0.052609583341937	0.13584432961179557	0.42578554731929497	0.8568627
24001	24080	0.12746949925699563	0.07859007620445871	0.1936004833868986	0.4935074012614895	0.96675193
24081	24160	0.14042146697819455	0.07686005235381796	0.17911102370607593	0.31924293635228435	0.91515154
24161	24240	0.1534159105605291	0.0701810984695379	0.2191276043165748	0.32195648795266657	0.91071427
24241	24320	0.11873266701072421	0.04247562860007113	0.16321593941693852	0.6212130576985592	0.97619045
24321	24400	0.2276019285584644	0.19142522544354615	0.2393061560368203	-0.006313253399131066	0.8636364
24401	24480	0.1667112014164331	0.16231767463979507	0.16953561148712898	-0.02237203527585919	0.78904665
24481	24560	0.14514491227382698	0.06145475697839085	0.23868096819225554	0.11718670426359219	0.890625
24561	24640	0.18077324390966357	0.10445327366393033	0.23483322283372457	0.1773054363507748	0.85507244
24641	24720	0.14909997121506563	0.1060838025151554	0.17528372607588058	0.2891628272729434	0.8939394
24721	24800	0.11786404269100786	0.04840835824646313	0.1606060023491892	0.3470191999693847	0.95
24801	24880	0.12425644428422374	0.09826691654526214	0.16583968866656232	0.6248805891440573	0.9131579
24881	24960	0.19756493704406922	0.13224660942110208	0.22771185748543868	0.2187367537746234	0.89102566
25041	25120	0.1941684852014002	0.1344998437520216	0.2240028059260895	0.04728033916362044	0.82908165
25121	25200	0.19296954853227466	0.11285044683461323	0.2453551150268995	0.11599378909412188	0.8280543
25201	25280	0.12498085987780624	0.0981747172058119	0.19534698439179138	-0.10188197098020384	0.85119045
25361	25440	0.0931365474001696	0.06334434256180536	0.103067282346291	0.6259753336851072	0.97333336
25441	25520	0.07818784464396092	0.06179036405381316	0.0885121842747947	0.5917800989863593	0.99346405
25521	25600	0.12187723249718496	0.0503105479110415	0.1827089143954069	0.40849278253129484	0.87647057
25601	25680	0.10691810026014084	0.051488591660616735	0.1506782386281862	0.39001945934563925	0.9157895
25681	25760	0.13995552479978152	0.1079134426439708	0.16356548007248417	0.4339701893859184	0.8566176
25761	25840	0.2078624610389143	0.11651478612560168	0.23306181963569017	0.13090532392158044	0.7033333
25841	25920	0.13355037050550797	0.062185927334452454	0.21242686032614824	0.5449809001955881	0.99248123
25921	26000	0.09052417085600928	0.07272436830234376	0.10937102061871395	0.6775709074991181	0.8235294
26001	26080	0.085929452448816	0.03055506692725198	0.1523787150746928	0.5082586640966005	0.9791667
26081	26160	0.08112692570554665	0.06124401593435652	0.11036649889847329	0.7248815511951062	0.92
26161	26240	0.13696494688918	0.07301536116685861	0.19025626832444786	0.04011362907499232	0.95652175
26321	26400	0.18794860092765797	0.13022173667882705	0.2254710626893981	0.14384297341836674	0.91729325
26401	26480	0.1049058973158656	0.08462277088559292	0.15469175309926217	0.501452064554635	0.9463602
26481	26560	0.06307324963004003	0.024028084390610778	0.09040486529764052	0.5659347931756414	0.7892857
26561	26640	0.1390848987019314	0.06878763270890006	0.21308202079985913	0.5826681230094312	0.92105263
26641	26720	0.14253479023430576	0.10470469392010147	0.19200491618364973	0.26182280197067287	0.8552036
26721	26800	0.2065544584545841	0.11176936306373365	0.33050419858108077	-0.0858523577002461	0.81447965
26801	26880	0.18114021863786192	0.07262739536606397	0.2741512100136887	0.1905430751811097	0.94973546
26881	26960	0.09975873278747083	0.06457388467484393	0.12141094701062581	0.6942807879214868	0.9469136
26961	27040	0.1190996418400641	0.049788882689918115	0.21536458510415574	0.32447801237190205	0.93333334
27041	27120	0.20529119312855854	0.09723740900134147	0.3076579359859221	0.16352723451714285	0.93274856
27201	27280	0.18852676991893083	0.10081637015718445	0.27107773440057453	-0.042581593777582874	0.9259259
27281	27360	0.1321820513354075	0.05310197005127819	0.20467212584585945	0.2761467729725823	0.92045456
27361	27440	0.22344154662026247	0.07599541148628128	0.26365412892953	-0.11803695813978536	0.8855219
27441	27520	0.13474126494205793	0.06333031700405346	0.20275169154968117	0.3973938382356828	0.9558824
27601	27680	0.12382894329032845	0.11463444297082559	0.130548001216119	0.4496421041307662	0.951417
27681	27760	0.10550594595046472	0.04155019819815893	0.1438793946018482	0.11803888742975084	0.89141417
27761	27840	0.2075600647994468	0.05393537059529279	0.25145283457206224	0.011805605911700167	0.9142857
