	0
201	9137390
202	8705000
203	9500977
204	9571198
205	9437332
206	9437718
207	9401816
208	9596925
209	9556604
210	9608179
211	9560121
212	9579868
213	9549456
214	9475338
215	9551655
216	9598998
217	9386899
218	9424651
219	9258428
220	9272953
221	9400820
222	9513785
223	9549514
224	0
225	0
226	0
227	0
228	0
229	0
230	0
231	0
232	0
233	0
234	0
235	0
236	0
237	0
238	0
239	0
240	0
241	0
242	0
243	0
244	11033938
245	11033988
246	11034017
247	11034125
248	11034176
249	11034255
250	11034324
251	11034406
252	11034480
253	11034595
254	11034654
255	11034719
256	11034775
257	11034937
258	11034973
259	11035034
260	11035073
261	11035120
262	11035232
263	11035261
264	11035259
265	11035291
266	11035345
267	11035394
268	11035418
269	11035451
270	11035533
271	11035558
272	11035618
273	11035635
274	11035751
275	11035783
276	11035791
277	11035793
278	11035803
279	11035822
280	11035855
281	11035878
282	11035893
283	11035896
284	11035909
285	11035927
286	11035956
287	11035984
288	11036024
289	11036233
290	11036269
291	11036305
292	11036403
293	11036412
294	11036609
295	11036750
296	11036844
297	11036996
298	11037014
299	11037060
300	11037097
301	11037126
302	11037256
303	11037246
304	11037376
305	11037317
306	11037372
307	11037363
308	11037371
309	11037356
310	11037380
311	11037351
312	11035734
313	11035662
314	11035380
315	11035171
316	11035016
317	11034884
318	11034746
319	11034606
320	11034485
321	11033935
322	11033668
323	11033421
324	11032885
325	11032443
326	11031372
327	11031177
328	11031086
329	11030610
330	11030380
331	11029890
332	11029135
333	11028878
334	11028589
335	11028135
336	11027662
337	11026986
338	11026372
339	11026109
340	11024429
341	11024050
342	11022334
343	11021122
344	11019249
345	11018265
346	11017140
347	11014466
348	11013794
349	11013169
350	11011603
351	11008748
352	11008319
353	11007999
354	11007938
355	11007358
356	11006971
357	11006736
358	11006268
359	11005892
360	11005600
361	11002962
362	11002385
363	11001495
364	11001245
365	10955264
366	10938482
367	10933547
368	10932744
369	10931791
370	10931564
371	10930538
372	10929932
373	10929754
374	10929559
375	10929055
376	10928805
377	10928511
378	10928350
379	10928186
380	10927274
381	10904868
382	10904475
383	10904458
384	10904436
385	10904421
386	10904384
387	10904044
388	10904437
389	10904516
390	10904600
391	10904322
392	10904228
393	10904319
394	10904249
395	10904210
396	10904198
397	10904310
398	10904264
399	10904290
400	10904102
401	10903549
402	10903428
403	10903479
404	10902902
405	10902826
406	10902606
407	0
408	0
409	0
410	0
411	0
412	0
413	0
414	0
415	0
416	0
417	0
418	0
419	0
420	0
421	0
422	0
423	0
424	0
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	19259350
441	19259359
442	19259504
443	19259548
444	19259665
445	19259734
446	19259716
447	19259724
448	19259802
449	19260013
450	19260026
451	19260206
452	19260314
453	19260363
454	19260380
455	19260454
456	19260479
457	19260475
458	19260459
459	19260435
460	19260431
461	19260502
462	19260449
463	19260583
464	19260743
465	19260747
466	19260355
467	19260055
468	19259991
469	19260011
470	19260003
471	19259997
472	19260110
473	19260056
474	19259971
475	19260165
476	19260570
477	19260688
478	19262409
479	19263494
480	19266604
481	19284236
482	19320157
483	19323134
484	19323420
485	19323862
486	19324456
487	19324630
488	19324678
489	19324710
490	19324749
491	19324931
492	19324986
493	19324993
494	19325143
495	19325168
496	19325252
497	19325293
498	19325367
499	19325350
500	19325023
501	19325075
502	19324850
503	19324960
504	19324963
505	19324607
506	19324538
507	19324524
508	19324610
509	19324233
510	19324238
511	19324245
512	19324261
513	19324265
514	19324258
515	19323395
516	19323385
517	19323338
518	19323307
519	19323209
520	19323164
521	19322649
522	19322540
523	19322447
524	19321598
525	19320852
526	19306214
527	19306136
528	19306037
529	19306033
530	19306042
531	19306016
532	19306066
533	19306080
534	19306094
535	19306021
536	19305440
537	19304593
538	19304548
539	19303312
540	19303284
541	19303261
542	19302517
543	19302316
544	19302281
545	19302257
546	19302230
547	19302175
548	19300929
549	19300917
550	19300886
551	19300817
552	19300565
553	19300493
554	19300360
555	19299195
556	19297099
557	19296615
558	19294316
559	19285467
560	19284748
561	19284600
562	19280888
563	19280892
564	19281109
565	19279957
566	19279969
567	19280119
568	19279474
569	19279571
570	19279444
571	19279409
572	19278431
573	19276697
574	19272205
575	19271615
576	19271668
577	19272208
578	19271857
579	19262322
580	19262142
581	19262216
582	19262119
583	19262138
584	19258943
585	19258727
586	19258653
587	19258652
588	19258268
589	19257494
590	19257533
591	19257472
592	19257442
593	19257486
594	19257369
595	19257206
596	19255961
597	19255634
598	19252369
599	19251186
600	19250024
601	19248980
602	19248129
603	19248074
604	0
605	0
606	0
607	0
608	0
609	0
610	0
611	0
612	0
613	0
614	0
615	0
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	0
626	0
627	0
628	0
629	0
630	405221
631	405247
632	405253
633	405259
634	405268
635	405324
636	405348
637	405353
638	405361
639	405370
640	405378
641	405389
642	405397
643	405411
644	405414
645	405425
646	405431
647	405508
648	405529
649	405534
650	405540
651	405544
652	405545
653	405545
654	405544
655	405546
656	405554
657	405559
658	405560
659	405566
660	405568
661	405570
662	405581
663	405584
664	405593
665	405603
666	405611
667	405612
668	405628
669	405651
670	405652
671	405658
672	405700
673	405722
674	405730
675	405748
676	405775
677	405797
678	405799
679	405804
680	405829
681	405827
682	405914
683	405928
684	405992
685	407741
686	408254
687	408298
688	408300
689	408271
690	407986
691	407989
692	408011
693	408012
694	408009
695	407998
696	407996
697	407995
698	407998
699	407999
700	408000
701	408007
702	407999
703	408001
704	408004
705	408013
706	408025
707	408027
708	408031
709	408017
710	408017
711	408018
712	408017
713	408019
714	408017
715	408011
716	408012
717	408023
718	408016
719	408033
720	408036
721	408052
722	408052
723	408050
724	408045
725	408041
726	408073
727	408058
728	408056
729	409100
730	409100
731	409101
732	409086
733	409142
734	409137
735	409137
736	409130
737	409125
738	409162
739	408991
740	408945
741	408672
742	408675
743	408674
744	408671
745	408649
746	408652
747	408654
748	408652
749	408496
750	408346
751	408305
752	405860
753	405811
754	405740
755	405687
756	405645
757	405623
758	405538
759	405480
760	405432
761	405409
762	405405
763	405394
764	405375
765	405343
766	405319
767	405263
768	405226
769	405198
770	405163
771	405149
772	405118
773	404832
774	404210
775	403898
776	403850
777	403848
778	403842
779	403839
780	403833
781	403831
782	403825
783	403820
784	403817
785	403739
786	403690
787	403677
788	403637
789	403615
790	403605
791	403573
792	403539
793	403519
794	403478
795	403464
796	403461
797	403365
798	403364
799	403355
800	403350
801	403349
802	0
803	0
804	0
805	0
806	0
807	0
808	0
809	0
810	0
811	0
812	0
813	0
814	0
815	0
816	0
817	0
818	0
819	0
820	0
821	0
822	0
823	0
824	0
825	0
826	0
827	0
828	0
829	9774316
830	9774378
831	9774438
832	9774529
833	9774566
834	9774610
835	9774670
836	9774688
837	9774723
838	9774784
839	9774816
840	9774851
841	9774922
842	9774959
843	9774990
844	9775024
845	9775056
846	9775080
847	9775112
848	9775154
849	9775188
850	9775267
851	9775309
852	9775416
853	9775454
854	9775508
855	9775588
856	9775680
857	9775743
858	9775970
859	9776004
860	9776037
861	9776068
862	9776087
863	9776132
864	9776147
865	9776304
866	9776371
867	9776452
868	9776490
869	9776514
870	9776525
871	9776511
872	9776557
873	9776598
874	9776657
875	9776686
876	9776702
877	9776621
878	9776573
879	9776568
880	9776562
881	9776607
882	9776719
883	9776722
884	9776905
885	9776950
886	9776972
887	9776998
888	9776967
889	9776928
890	9776970
891	9775515
892	9775538
893	9775784
894	9775825
895	9776478
896	9779332
897	9779402
898	9779435
899	9779647
900	9779678
901	9779564
902	9779486
903	9779450
904	9779425
905	9779080
906	9779010
907	9778820
908	9774513
909	9774444
910	9774419
911	9774257
912	9774128
913	9773995
914	9771324
915	9771171
916	9771136
917	9770950
918	9770761
919	9770893
920	9770868
921	9770736
922	9770647
923	9770536
924	9770547
925	9770512
926	9770316
927	9769525
928	9769202
929	9768742
930	9758179
931	9757796
932	9757607
933	9757682
934	9757520
935	9757446
936	9757289
937	9756217
938	9756120
939	9755941
940	9755731
941	9755598
942	9755375
943	9755153
944	9755032
945	9755007
946	9754615
947	9754219
948	9754020
949	9751876
950	9751014
951	9734643
952	9720240
953	9718765
954	9718172
955	9716464
956	9710752
957	9710059
958	9709129
959	9688641
960	9688155
961	9687851
962	9687857
963	9687634
964	9687678
965	9687654
966	9687383
967	9687285
968	9687185
969	9687102
970	9687024
971	9687029
972	9686876
973	9686922
974	9686795
975	9686915
976	9687197
977	9687061
978	9687017
979	9686943
980	9686808
981	9685312
982	9685196
983	9685066
984	9684570
985	9684089
986	9683824
987	9683702
988	9683628
989	9683516
990	9683374
991	9683210
992	9682978
993	9682898
994	9682681
995	9682485
996	9682403
997	9682125
998	9681998
999	9681866
1000	9681707
1001	9681630
1002	9681517
1003	9681317
1004	9681198
1005	9681010
1006	9680614
1007	9674156
1008	9673822
1009	9673613
1010	9673504
1011	9673164
1012	9673063
1013	9672990
1014	0
1015	0
1016	0
1017	0
1018	0
1019	0
1020	0
1021	0
1022	0
1023	0
1024	0
1025	0
1026	0
1027	0
1028	0
1029	0
1030	0
1031	0
1032	0
1033	0
1034	0
1035	0
1036	3111153
1037	3111163
1038	3111173
1039	3111180
1040	3111191
1041	3111201
1042	3111213
1043	3111225
1044	3111253
1045	3111280
1046	3111311
1047	3111330
1048	3111489
1049	3111552
1050	3111564
1051	3111578
1052	3111636
1053	3111645
1054	3111663
1055	3111960
1056	3111978
1057	3111998
1058	3112008
1059	3112071
1060	3112088
1061	3112094
1062	3112118
1063	3112352
1064	3112358
1065	3112371
1066	3112396
1067	3112502
1068	3112555
1069	3112597
1070	3112642
1071	3112705
1072	3112868
1073	3112983
1074	3113151
1075	3113158
1076	3113420
1077	3113783
1078	3114784
1079	3115524
1080	3118328
1081	3118698
1082	3138881
1083	3142220
1084	3142588
1085	3142688
1086	3142707
1087	3142720
1088	3142819
1089	3142820
1090	3142819
1091	3142828
1092	3142827
1093	3142828
1094	3143062
1095	3143053
1096	3143096
1097	3143081
1098	3143072
1099	3143040
1100	3143047
1101	3143030
1102	3142586
1103	3135584
1104	3135662
1105	3135794
1106	3135798
1107	3135796
1108	3135787
1109	3135844
1110	3135854
1111	3135955
1112	3135784
1113	3136101
1114	3136072
1115	3136098
1116	3136045
1117	3135711
1118	3134693
1119	3131929
1120	3131792
1121	3131736
1122	3131699
1123	3131647
1124	3131604
1125	3131598
1126	3131476
1127	3131062
1128	3124014
1129	3123918
1130	3123854
1131	3124040
1132	3124538
1133	3124142
1134	3122086
1135	3122104
1136	3122332
1137	3122331
1138	3122289
1139	3122182
1140	3122016
1141	3122034
1142	3121556
1143	3121500
1144	3120843
1145	3120679
1146	3120583
1147	3120415
1148	3117509
1149	3117499
1150	3117463
1151	3117442
1152	3117394
1153	3117218
1154	3116670
1155	3116584
1156	3116579
1157	3116565
1158	3116582
1159	3116558
1160	3116548
1161	3116557
1162	3116674
1163	3116670
1164	3116630
1165	3116619
1166	3116602
1167	3116635
1168	3116611
1169	3116551
1170	3116488
1171	3116469
1172	3116479
1173	3116451
1174	3116426
1175	3116376
1176	3116361
1177	3116267
1178	3116245
1179	3116243
1180	3116236
1181	3116225
1182	3116138
1183	3116119
1184	3116106
1185	3116028
1186	3116026
1187	3116012
1188	3116009
1189	3115996
1190	3115931
1191	3115876
1192	3115788
1193	3115663
1194	3115652
1195	3115625
1196	3115606
1197	3115528
1198	3115506
1199	3115472
1200	3115370
1201	3115282
1202	0
1203	0
1204	0
1205	0
1206	0
1207	0
1208	0
1209	0
1210	0
1211	0
1212	0
1213	0
1214	0
1215	0
1216	0
1217	0
1218	0
1219	0
1220	0
1221	0
1222	0
1223	0
1224	0
1225	0
1226	0
1227	0
1228	0
1229	0
1230	0
1231	0
1232	0
1233	0
1234	0
1235	0
1236	0
1237	0
1238	0
1239	0
1240	0
1241	0
1242	0
1243	0
1244	0
1245	0
1246	0
1247	0
1248	0
1249	0
1250	0
1251	2602968
1252	2602966
1253	2602976
1254	2603028
1255	2603032
1256	2603045
1257	2603049
1258	2603051
1259	2603059
1260	2603041
1261	2603059
1262	2603070
1263	2603092
1264	2603089
1265	2603115
1266	2603119
1267	2603122
1268	2603155
1269	2603183
1270	2603232
1271	2603233
1272	2603196
1273	2603202
1274	2603198
1275	2603200
1276	2603203
1277	2603179
1278	2603169
1279	2603149
1280	2603162
1281	2603185
1282	2603169
1283	2603089
1284	2603164
1285	2603138
1286	2603202
1287	2603193
1288	2603200
1289	2603190
1290	2603198
1291	2603272
1292	2603279
1293	2603370
1294	2604292
1295	2604376
1296	2604393
1297	2604402
1298	2604411
1299	2604416
1300	2604425
1301	2604466
1302	2604491
1303	2604505
1304	2604522
1305	2604527
1306	2604655
1307	2604697
1308	2604748
1309	2604804
1310	2604791
1311	2603791
1312	2603780
1313	2603764
1314	2603775
1315	2603773
1316	2603777
1317	2603789
1318	2603809
1319	2603805
1320	2603805
1321	2603779
1322	2603781
1323	2603784
1324	2603783
1325	2603802
1326	2603798
1327	2603800
1328	2604010
1329	2604019
1330	2604022
1331	2604035
1332	2604044
1333	2604037
1334	2604017
1335	2604006
1336	2603911
1337	2602995
1338	2602960
1339	2602897
1340	2602894
1341	2602906
1342	2602896
1343	2602914
1344	2602900
1345	2602919
1346	2602921
1347	2602914
1348	2602947
1349	2602933
1350	2602324
1351	2601626
1352	2601642
1353	2601619
1354	2601675
1355	2601673
1356	2601648
1357	2601779
1358	2601754
1359	2602000
1360	2601820
1361	2601793
1362	2601792
1363	2601787
1364	2601825
1365	2601807
1366	2601557
1367	2601472
1368	2601480
1369	2600862
1370	2595078
1371	2594370
1372	2594342
1373	2594143
1374	2594035
1375	2593836
1376	2593773
1377	2593692
1378	2593568
1379	2593545
1380	2593135
1381	2589751
1382	2589620
1383	2589415
1384	2589348
1385	2589361
1386	2588684
1387	2589496
1388	2589994
1389	2589995
1390	2590002
1391	2589957
1392	2589899
1393	2589872
1394	2589867
1395	2589812
1396	2589554
1397	2589448
1398	2589369
1399	2586119
1400	2586028
1401	2586024
1402	2586029
1403	2585958
1404	2585915
1405	2585803
1406	2585815
1407	2585564
1408	2584283
1409	2584249
1410	2584247
1411	2584160
1412	2584124
1413	2584108
1414	0
1415	0
1416	0
1417	0
1418	0
1419	0
1420	0
1421	0
1422	0
1423	0
1424	0
1425	0
1426	0
1427	0
1428	0
1429	0
1430	0
1431	2517554
1432	2517573
1433	2517586
1434	2517605
1435	2517613
1436	2517625
1437	2517644
1438	2517655
1439	2517678
1440	2517703
1441	2517738
1442	2517789
1443	2517808
1444	2518014
1445	2518056
1446	2518078
1447	2518103
1448	2518164
1449	2518184
1450	2518202
1451	2518195
1452	2518208
1453	2518206
1454	2518219
1455	2518228
1456	2518229
1457	2518246
1458	2518255
1459	2518298
1460	2518307
1461	2518292
1462	2518302
1463	2518306
1464	2518306
1465	2518303
1466	2518319
1467	2518291
1468	2518278
1469	2518317
1470	2518335
1471	2518391
1472	2518410
1473	2518441
1474	2518475
1475	2518530
1476	2518583
1477	2518623
1478	2518685
1479	2518759
1480	2518756
1481	2518752
1482	2518920
1483	2519008
1484	2522161
1485	2523237
1486	2523277
1487	2523385
1488	2523391
1489	2523389
1490	2523390
1491	2523401
1492	2523382
1493	2523383
1494	2523417
1495	2523389
1496	2523418
1497	2523407
1498	2523409
1499	2523396
1500	2523388
1501	2523383
1502	2523357
1503	2523216
1504	2523206
1505	2523176
1506	2523103
1507	2523091
1508	2523076
1509	2523050
1510	2523029
1511	2523017
1512	2523003
1513	2522950
1514	2522946
1515	2522972
1516	2522968
1517	2522958
1518	2522944
1519	2522929
1520	2522923
1521	2522896
1522	2522863
1523	2522803
1524	2522787
1525	2522760
1526	2522722
1527	2522684
1528	2522661
1529	2522622
1530	2522583
1531	2522522
1532	2522444
1533	2521925
1534	2521862
1535	2521814
1536	2521754
1537	2520022
1538	2519907
1539	2519875
1540	2519840
1541	2519800
1542	2519737
1543	2519682
1544	2519656
1545	2519603
1546	2519540
1547	2519414
1548	2519381
1549	2519280
1550	2519253
1551	2519070
1552	2518711
1553	2518485
1554	2518466
1555	2518429
1556	2518374
1557	2518341
1558	2518266
1559	2518228
1560	2518083
1561	2517850
1562	2517825
1563	2517789
1564	2517712
1565	2517676
1566	2517635
1567	2517576
1568	2517528
1569	2517442
1570	2517392
1571	2517358
1572	2517324
1573	2517264
1574	2517220
1575	2517103
1576	2517055
1577	2517010
1578	2516747
1579	2516681
1580	2516633
1581	2516559
1582	2516484
1583	2516414
1584	2515995
1585	2515897
1586	2515848
1587	2515796
1588	2515703
1589	2515664
1590	2515621
1591	2515569
1592	2515507
1593	2515421
1594	2515360
1595	2515269
1596	2515142
1597	2515063
1598	2515016
1599	0
1600	0
1601	0
1602	0
1603	0
1604	0
1605	0
1606	0
1607	0
1608	0
1609	0
1610	0
1611	0
1612	0
1613	0
1614	0
1615	0
1616	0
1617	0
1618	0
1619	0
1620	0
1621	0
1622	0
1623	0
1624	0
1625	0
1626	0
1627	0
1628	0
1629	0
1630	0
1631	0
1632	0
1633	0
1634	0
1635	0
1636	0
1637	0
1638	0
1639	0
1640	0
1641	0
1642	0
1643	0
1644	0
1645	0
1646	0
1647	0
1648	0
1649	0
1650	0
1651	0
1652	189288
1653	189294
1654	189296
1655	189299
1656	189300
1657	189301
1658	189306
1659	189305
1660	189309
1661	189311
1662	189312
1663	189317
1664	189321
1665	189323
1666	189326
1667	189325
1668	189325
1669	189328
1670	189331
1671	189334
1672	189336
1673	189344
1674	189346
1675	189349
1676	189350
1677	189349
1678	189349
1679	189352
1680	189357
1681	189357
1682	189362
1683	189363
1684	189367
1685	189367
1686	189373
1687	189375
1688	189376
1689	189377
1690	189379
1691	189378
1692	189380
1693	189383
1694	189393
1695	189400
1696	189428
1697	189432
1698	189430
1699	189431
1700	189433
1701	189439
1702	189439
1703	189443
1704	189463
1705	189464
1706	189461
1707	189461
1708	189457
1709	189456
1710	189445
1711	189440
1712	189440
1713	189440
1714	189440
1715	189442
1716	189447
1717	189446
1718	189448
1719	189448
1720	189445
1721	189444
1722	189442
1723	189441
1724	189439
1725	189437
1726	189432
1727	189431
1728	189435
1729	189436
1730	189435
1731	189435
1732	189438
1733	189436
1734	189430
1735	189433
1736	189430
1737	189424
1738	189424
1739	189422
1740	189421
1741	189419
1742	189416
1743	189395
1744	189119
1745	189032
1746	189025
1747	189025
1748	189024
1749	189015
1750	189013
1751	189015
1752	189013
1753	189014
1754	189002
1755	189007
1756	189008
1757	189008
1758	189006
1759	189010
1760	189002
1761	188957
1762	188956
1763	188956
1764	188955
1765	188923
1766	188904
1767	188846
1768	188784
1769	188781
1770	188780
1771	188780
1772	188773
1773	188741
1774	188732
1775	188728
1776	188712
1777	188689
1778	188678
1779	188676
1780	188675
1781	188663
1782	188662
1783	188653
1784	188652
1785	188650
1786	188648
1787	188644
1788	188636
1789	188622
1790	188619
1791	188614
1792	188595
1793	188574
1794	188565
1795	188561
1796	188547
1797	188531
1798	188491
1799	188454
1800	188449
1801	188439
1802	188431
1803	188419
1804	188412
1805	188405
1806	188391
1807	188320
1808	188304
1809	188301
1810	188259
1811	188255
1812	188250
1813	188244
1814	188312
1815	188318
1816	188317
1817	188309
1818	0
1819	0
1820	0
1821	0
1822	0
1823	0
1824	0
1825	0
1826	0
1827	0
1828	0
1829	0
1830	0
1831	0
1832	0
1833	0
1834	0
1835	0
1836	0
1837	0
1838	0
1839	0
1840	0
1841	0
1842	0
1843	0
1844	0
1845	0
1846	0
1847	0
1848	368
1849	368
1850	368
1851	368
1852	369
1853	369
1854	369
1855	370
1856	370
1857	370
1858	370
1859	370
1860	370
1861	370
1862	370
1863	370
1864	370
1865	370
1866	370
1867	370
1868	370
1869	370
1870	370
1871	370
1872	370
1873	370
1874	370
1875	370
1876	370
1877	370
1878	370
1879	370
1880	370
1881	370
1882	370
1883	370
1884	370
1885	370
1886	370
1887	370
1888	370
1889	370
1890	370
1891	370
1892	370
1893	370
1894	370
1895	370
1896	370
1897	370
1898	370
1899	370
1900	370
1901	370
1902	370
1903	370
1904	370
1905	370
1906	369
1907	369
1908	369
1909	369
1910	369
1911	369
1912	369
1913	369
1914	369
1915	369
1916	369
1917	369
1918	367
1919	367
1920	367
1921	367
1922	367
1923	367
1924	367
1925	367
1926	367
1927	367
1928	367
1929	367
1930	367
1931	367
1932	367
1933	367
1934	367
1935	367
1936	367
1937	367
1938	367
1939	367
1940	367
1941	367
1942	368
1943	368
1944	368
1945	368
1946	368
1947	368
1948	365
1949	364
1950	364
1951	364
1952	364
1953	364
1954	364
1955	364
1956	364
1957	364
1958	364
1959	364
1960	364
1961	362
1962	359
1963	359
1964	358
1965	348
1966	348
1967	348
1968	348
1969	344
1970	344
1971	344
1972	344
1973	344
1974	344
1975	344
1976	344
1977	344
1978	342
1979	338
1980	337
1981	337
1982	337
1983	337
1984	337
1985	337
1986	337
1987	337
1988	337
1989	337
1990	337
1991	337
1992	337
1993	337
1994	337
1995	339
1996	339
1997	339
1998	339
1999	339
2000	339
2001	338
2002	338
2003	338
2004	338
2005	0
2006	0
2007	0
2008	0
2009	0
2010	0
2011	0
2012	0
2013	0
2014	0
2015	0
2016	0
2017	0
2018	0
2019	0
2020	0
2021	0
2022	0
2023	0
2024	0
2025	0
2026	0
2027	0
2028	0
2029	0
2030	0
2031	0
2032	0
2033	0
2034	0
2035	0
2036	0
2037	0
2038	0
2039	0
2040	0
2041	0
2042	0
2043	0
2044	0
2045	0
2046	0
2047	0
2048	0
2049	2534114
2050	2511614
2051	2516335
2052	2478202
2053	2494889
2054	2502598
2055	2515220
2056	2544938
2057	2548738
2058	2525864
2059	2493949
2060	2482374
2061	2485489
2062	2504685
2063	2533679
2064	2530805
2065	2534738
2066	2539665
2067	2513476
2068	2518922
2069	2540621
2070	2534338
2071	2538987
2072	2504830
2073	2474009
2074	2493316
2075	2475249
2076	2481850
2077	2510526
2078	2493812
2079	2501367
2080	2511874
2081	2488199
2082	2495135
2083	2512635
2084	2525071
2085	2532469
2086	2510521
2087	2501216
2088	2503705
2089	2505200
2090	2478482
2091	2535350
2092	2533102
2093	2209684
2094	2521712
2095	2487519
2096	2522636
2097	2526169
2098	2517021
2099	2493050
2100	2546856
2101	2538949
2102	2552033
2103	2561372
2104	2557524
2105	2548131
2106	2561745
2107	2565448
2108	2557743
2109	2550807
2110	2552578
2111	2560125
2112	2562693
2113	2560116
2114	2561629
2115	2559625
2116	2559923
2117	2542758
2118	2539947
2119	2549651
2120	2551035
2121	2559626
2122	2565307
2123	2556634
2124	2550946
2125	2555604
2126	2535022
2127	2533346
2128	2564163
2129	2557563
2130	2531312
2131	2558864
2132	2560043
2133	2557784
2134	2551858
2135	2562508
2136	2566252
2137	2557348
2138	2537878
2139	2537013
2140	2498408
2141	2546177
2142	2533211
2143	2539013
2144	2549297
2145	2542088
2146	2550494
2147	2540439
2148	2559862
2149	2558936
2150	2558522
2151	2551804
2152	2547624
2153	2559103
2154	2545169
2155	2543759
2156	2546175
2157	2546347
2158	2550002
2159	2557032
2160	2558479
2161	2548882
2162	2561479
2163	2525311
2164	2517925
2165	2464131
2166	2497535
2167	2507783
2168	2275836
2169	2376468
2170	2531603
2171	2464376
2172	2460798
2173	2483478
2174	2518076
2175	2339532
2176	2456023
2177	2396992
2178	2497607
2179	2213488
2180	2510703
2181	2390863
2182	2484243
2183	2526266
2184	2528807
2185	2534777
2186	2292252
2187	2465669
2188	2449468
2189	2512018
2190	2530519
2191	2544947
2192	2521059
2193	2543701
2194	2531728
2195	2549246
2196	2504535
2197	2495287
2198	2484664
2199	2520691
2200	1983708
2201	2382196
2202	2472175
2203	2440722
2204	2518994
2205	2493297
2206	2501286
2207	2508326
2208	2542018
2209	2542195
2210	2531046
2211	2488172
2212	2548482
2213	2486634
2214	2497572
2215	2517632
2216	2543254
2217	2549383
2218	2493620
2219	2508734
2220	2542426
2221	2522099
2222	2546519
2223	0
2224	0
2225	0
2226	0
2227	0
2228	0
2229	0
2230	0
2231	0
2232	0
2233	0
2234	0
2235	0
2236	0
2237	0
2238	0
2239	0
2240	0
2241	0
2242	0
2243	0
2244	0
2245	0
2246	0
2247	0
2248	0
2249	8454
2250	8454
2251	8454
2252	8454
2253	8455
2254	8455
2255	8455
2256	8455
2257	8455
2258	8456
2259	8456
2260	8456
2261	8456
2262	8456
2263	8456
2264	8456
2265	8456
2266	8456
2267	8456
2268	8456
2269	8456
2270	8456
2271	8456
2272	8456
2273	8456
2274	8456
2275	8456
2276	8456
2277	8456
2278	8456
2279	8456
2280	8456
2281	8456
2282	8456
2283	8456
2284	8456
2285	8457
2286	8457
2287	8457
2288	8457
2289	8457
2290	8457
2291	8457
2292	8457
2293	8457
2294	8457
2295	8457
2296	8457
2297	8457
2298	8457
2299	8457
2300	8457
2301	8457
2302	8457
2303	8457
2304	8457
2305	8459
2306	8459
2307	8460
2308	8461
2309	8461
2310	8461
2311	8461
2312	8461
2313	8461
2314	8458
2315	8458
2316	8457
2317	8457
2318	8457
2319	8457
2320	8456
2321	8456
2322	8456
2323	8456
2324	8456
2325	8452
2326	8452
2327	8452
2328	8450
2329	8451
2330	8451
2331	8451
2332	8451
2333	8451
2334	8450
2335	8450
2336	8450
2337	8448
2338	8448
2339	8448
2340	8448
2341	8444
2342	8445
2343	8445
2344	8445
2345	8445
2346	8441
2347	8439
2348	8439
2349	8439
2350	8439
2351	8439
2352	8439
2353	8439
2354	8438
2355	8438
2356	8438
2357	8437
2358	8437
2359	8437
2360	8435
2361	8432
2362	8431
