		Lan-Vero
521	600	False
522	601	False
523	602	False
524	603	False
525	604	False
526	605	False
527	606	False
528	607	False
529	608	False
530	609	False
531	610	False
532	611	False
533	612	False
534	613	False
535	614	False
536	615	False
537	616	False
538	617	False
539	618	False
540	619	False
541	620	False
542	621	False
543	622	False
544	623	False
545	624	False
546	625	False
547	626	False
548	627	False
549	628	False
550	629	False
551	630	False
552	631	False
553	632	False
554	633	False
555	634	False
556	635	False
557	636	False
558	637	False
559	638	False
560	639	False
561	640	False
562	641	False
563	642	False
564	643	False
565	644	False
566	645	False
567	646	False
568	647	False
569	648	False
570	649	False
571	650	False
572	651	False
573	652	False
574	653	False
575	654	False
576	655	False
577	656	False
578	657	False
579	658	False
580	659	False
581	660	False
582	661	False
583	662	False
584	663	False
585	664	False
586	665	False
587	666	False
588	667	False
589	668	False
590	669	False
591	670	False
592	671	False
593	672	False
594	673	False
595	674	False
596	675	False
597	676	False
598	677	False
599	678	False
600	679	False
601	680	False
602	681	False
603	682	False
604	683	False
605	684	False
606	685	False
607	686	False
608	687	False
609	688	False
610	689	False
611	690	False
612	691	False
613	692	False
614	693	False
615	694	False
616	695	False
617	696	False
618	697	False
619	698	False
620	699	False
621	700	False
622	701	False
623	702	False
624	703	False
625	704	False
626	705	False
627	706	False
628	707	False
629	708	False
630	709	False
631	710	False
632	711	False
633	712	False
634	713	False
635	714	False
636	715	False
637	716	False
638	717	False
639	718	False
640	719	False
641	720	False
642	721	False
643	722	False
644	723	False
645	724	False
646	725	False
647	726	False
648	727	False
649	728	False
650	729	False
651	730	False
652	731	False
653	732	False
654	733	False
655	734	False
656	735	False
657	736	False
658	737	False
659	738	False
660	739	False
661	740	False
662	741	False
663	742	False
664	743	False
665	744	False
666	745	False
667	746	False
668	747	False
669	748	False
670	749	False
671	750	False
672	751	False
673	752	False
674	753	False
675	754	False
676	755	False
677	756	False
678	757	False
679	758	False
680	759	False
681	760	False
682	761	False
683	762	False
684	763	False
685	764	False
686	765	False
687	766	False
688	767	False
689	768	False
690	769	False
691	770	False
692	771	False
693	772	False
694	773	False
695	774	False
696	775	False
697	776	False
698	777	False
699	778	False
700	779	False
701	780	False
702	781	False
703	782	False
704	783	False
705	784	False
706	785	False
707	786	False
708	787	False
709	788	False
710	789	False
711	790	False
712	791	False
713	792	False
714	793	False
715	794	False
716	795	False
717	796	False
718	797	False
719	798	False
720	799	False
721	800	False
722	801	False
723	802	False
724	803	False
725	804	False
726	805	False
727	806	False
728	807	False
729	808	False
730	809	False
731	810	False
732	811	False
733	812	False
734	813	False
735	814	False
736	815	False
737	816	False
738	817	False
739	818	False
740	819	False
741	820	False
742	821	False
743	822	False
744	823	False
745	824	False
746	825	False
747	826	False
748	827	False
749	828	False
750	829	False
751	830	False
752	831	False
753	832	False
754	833	False
755	834	False
756	835	False
757	836	False
758	837	False
759	838	False
760	839	False
761	840	False
762	841	False
763	842	False
764	843	False
765	844	False
766	845	False
767	846	False
768	847	False
769	848	False
770	849	False
771	850	False
772	851	False
773	852	False
774	853	False
775	854	False
776	855	False
777	856	False
778	857	False
779	858	False
780	859	False
781	860	False
782	861	False
783	862	False
784	863	False
785	864	False
786	865	False
787	866	False
788	867	False
789	868	False
790	869	False
791	870	False
792	871	False
793	872	False
794	873	False
795	874	False
796	875	False
797	876	False
798	877	False
799	878	False
800	879	False
801	880	False
802	881	False
803	882	False
804	883	False
805	884	False
806	885	False
807	886	False
808	887	False
809	888	False
810	889	False
811	890	False
812	891	False
813	892	False
814	893	False
815	894	False
816	895	False
817	896	False
818	897	False
819	898	False
820	899	False
821	900	False
822	901	False
823	902	False
824	903	False
825	904	False
826	905	False
827	906	False
828	907	False
829	908	False
830	909	False
831	910	False
832	911	False
833	912	False
834	913	False
835	914	False
836	915	False
837	916	False
838	917	False
839	918	False
840	919	False
841	920	False
842	921	False
843	922	False
844	923	False
845	924	False
846	925	False
847	926	False
848	927	False
849	928	False
850	929	False
851	930	False
852	931	False
853	932	False
854	933	False
855	934	False
856	935	False
857	936	False
858	937	False
859	938	False
860	939	False
861	940	False
862	941	False
863	942	False
864	943	False
865	944	False
866	945	False
867	946	False
868	947	False
869	948	False
870	949	False
871	950	False
872	951	False
873	952	False
874	953	False
875	954	False
876	955	False
877	956	False
878	957	False
879	958	False
880	959	False
881	960	False
882	961	False
883	962	False
884	963	False
885	964	False
886	965	False
887	966	False
888	967	False
889	968	False
890	969	False
891	970	False
892	971	False
893	972	False
894	973	False
895	974	False
896	975	False
897	976	False
898	977	False
899	978	False
900	979	False
901	980	False
902	981	False
903	982	False
904	983	False
905	984	False
906	985	False
907	986	False
908	987	False
909	988	False
910	989	False
911	990	False
912	991	False
913	992	False
914	993	False
915	994	False
916	995	False
917	996	False
918	997	False
919	998	False
920	999	False
921	1000	False
922	1001	False
923	1002	False
924	1003	False
925	1004	False
926	1005	False
927	1006	False
928	1007	False
929	1008	False
930	1009	False
931	1010	False
932	1011	False
933	1012	False
934	1013	False
935	1014	False
936	1015	False
937	1016	False
938	1017	False
939	1018	False
940	1019	False
941	1020	False
942	1021	False
943	1022	False
944	1023	False
945	1024	False
946	1025	False
947	1026	False
948	1027	False
949	1028	False
950	1029	False
951	1030	False
952	1031	False
953	1032	False
954	1033	False
955	1034	False
956	1035	False
957	1036	False
958	1037	False
959	1038	False
960	1039	False
961	1040	False
962	1041	False
963	1042	False
964	1043	False
965	1044	False
966	1045	False
967	1046	False
968	1047	False
969	1048	False
970	1049	False
971	1050	False
972	1051	False
973	1052	False
974	1053	False
975	1054	False
976	1055	False
977	1056	False
978	1057	False
979	1058	False
980	1059	False
981	1060	False
982	1061	False
983	1062	False
984	1063	False
985	1064	False
986	1065	False
987	1066	False
988	1067	False
989	1068	False
990	1069	False
991	1070	False
992	1071	False
993	1072	False
994	1073	False
995	1074	False
996	1075	False
997	1076	False
998	1077	False
999	1078	False
1000	1079	False
1001	1080	False
1002	1081	False
1003	1082	False
1004	1083	False
1005	1084	False
1006	1085	False
1007	1086	False
1008	1087	False
1009	1088	False
1010	1089	False
1011	1090	False
1012	1091	False
1013	1092	False
1014	1093	False
1015	1094	False
1016	1095	False
1017	1096	False
1018	1097	False
1019	1098	False
1020	1099	False
1021	1100	False
1022	1101	False
1023	1102	False
1024	1103	False
1025	1104	False
1026	1105	False
1027	1106	False
1028	1107	False
1029	1108	False
1030	1109	False
1031	1110	False
1032	1111	False
1033	1112	False
1034	1113	False
1035	1114	False
1036	1115	False
1037	1116	False
1038	1117	False
1039	1118	False
1040	1119	False
1041	1120	False
1042	1121	False
1043	1122	False
1044	1123	False
1045	1124	False
1046	1125	False
1047	1126	False
1048	1127	False
1049	1128	False
1050	1129	False
1051	1130	False
1052	1131	False
1053	1132	False
1054	1133	False
1055	1134	False
1056	1135	False
1057	1136	False
1058	1137	False
1059	1138	False
1060	1139	False
1061	1140	False
1062	1141	False
1063	1142	False
1064	1143	False
1065	1144	False
1066	1145	False
1067	1146	False
1068	1147	False
1069	1148	False
1070	1149	False
1071	1150	False
1072	1151	False
1073	1152	False
1074	1153	False
1075	1154	False
1076	1155	False
1077	1156	False
1078	1157	False
1079	1158	False
1080	1159	False
1081	1160	False
1082	1161	False
1083	1162	False
1084	1163	False
1085	1164	False
1086	1165	False
1087	1166	False
1088	1167	False
1089	1168	False
1090	1169	False
1091	1170	False
1092	1171	False
1093	1172	False
1094	1173	False
1095	1174	False
1096	1175	False
1097	1176	False
1098	1177	False
1099	1178	False
1100	1179	False
1101	1180	False
1102	1181	False
1103	1182	False
1104	1183	False
1105	1184	False
1106	1185	False
1107	1186	False
1108	1187	False
1109	1188	False
1110	1189	False
1111	1190	False
1112	1191	False
1113	1192	False
1114	1193	False
1115	1194	False
1116	1195	False
1117	1196	False
1118	1197	False
1119	1198	False
1120	1199	False
1121	1200	False
1122	1201	False
1123	1202	False
1124	1203	False
1125	1204	False
1126	1205	False
1127	1206	False
1128	1207	False
1129	1208	False
1130	1209	False
1131	1210	False
1132	1211	False
1133	1212	False
1134	1213	False
1135	1214	False
1136	1215	False
1137	1216	False
1138	1217	False
1139	1218	False
1140	1219	False
1141	1220	False
1142	1221	False
1143	1222	False
1144	1223	False
1145	1224	False
1146	1225	False
1147	1226	False
1148	1227	False
1149	1228	False
1150	1229	False
1151	1230	False
1152	1231	False
1153	1232	False
1154	1233	False
1155	1234	False
1156	1235	False
1157	1236	False
1158	1237	False
1159	1238	False
1160	1239	False
1161	1240	False
1162	1241	False
1163	1242	False
1164	1243	False
1165	1244	False
1166	1245	False
1167	1246	False
1168	1247	False
1169	1248	False
1170	1249	False
1171	1250	False
1172	1251	False
1173	1252	False
1174	1253	False
1175	1254	False
1176	1255	False
1177	1256	False
1178	1257	False
1179	1258	False
1180	1259	False
1181	1260	False
1182	1261	False
1183	1262	False
1184	1263	False
1185	1264	False
1186	1265	False
1187	1266	False
1188	1267	False
1189	1268	False
1190	1269	False
1191	1270	False
1192	1271	False
1193	1272	False
1194	1273	False
1195	1274	False
1196	1275	False
1197	1276	False
1198	1277	False
1199	1278	False
1200	1279	False
1201	1280	False
1202	1281	False
1203	1282	False
1204	1283	False
1205	1284	False
1206	1285	False
1207	1286	False
1208	1287	False
1209	1288	False
1210	1289	False
1211	1290	False
1212	1291	False
1213	1292	False
1214	1293	False
1215	1294	False
1216	1295	False
1217	1296	False
1218	1297	False
1219	1298	False
1220	1299	False
1221	1300	False
1222	1301	False
1223	1302	False
1224	1303	False
1225	1304	False
1226	1305	False
1227	1306	False
1228	1307	False
1229	1308	False
1230	1309	False
1231	1310	False
1232	1311	False
1233	1312	False
1234	1313	False
1235	1314	False
1236	1315	False
1237	1316	False
1238	1317	False
1239	1318	False
1240	1319	False
1241	1320	False
1242	1321	False
1243	1322	False
1244	1323	False
1245	1324	False
1246	1325	False
1247	1326	False
1248	1327	False
1249	1328	False
1250	1329	False
1251	1330	False
1252	1331	False
1253	1332	False
1254	1333	False
1255	1334	False
1256	1335	False
1257	1336	False
1258	1337	False
1259	1338	False
1260	1339	False
1261	1340	False
1262	1341	False
1263	1342	False
1264	1343	False
1265	1344	False
1266	1345	False
1267	1346	False
1268	1347	False
1269	1348	False
1270	1349	False
1271	1350	False
1272	1351	False
1273	1352	False
1274	1353	False
1275	1354	False
1276	1355	False
1277	1356	False
1278	1357	False
1279	1358	False
1280	1359	False
1281	1360	False
1282	1361	False
1283	1362	False
1284	1363	True
1285	1364	False
1286	1365	False
1287	1366	False
1288	1367	True
1289	1368	True
1290	1369	True
1291	1370	True
1292	1371	True
1293	1372	True
1294	1373	True
1295	1374	True
1296	1375	True
1297	1376	True
1298	1377	True
1299	1378	True
1300	1379	True
1301	1380	False
1302	1381	False
1303	1382	False
1304	1383	False
1305	1384	False
1306	1385	False
1307	1386	False
1308	1387	False
1309	1388	False
1310	1389	False
1311	1390	False
1312	1391	False
1313	1392	False
1314	1393	False
1315	1394	False
1316	1395	False
1317	1396	False
1318	1397	False
1319	1398	False
1320	1399	False
1321	1400	False
1322	1401	False
1323	1402	False
1324	1403	False
1325	1404	False
1326	1405	False
1327	1406	False
1328	1407	False
1329	1408	False
1330	1409	False
1331	1410	False
1332	1411	False
1333	1412	False
1334	1413	False
1335	1414	False
1336	1415	False
1337	1416	False
1338	1417	False
1339	1418	False
1340	1419	False
1341	1420	True
1342	1421	True
1343	1422	True
1344	1423	True
1345	1424	True
1346	1425	False
1347	1426	False
1348	1427	False
1349	1428	False
1350	1429	False
1351	1430	False
1352	1431	False
1353	1432	False
1354	1433	False
1355	1434	False
1356	1435	False
1357	1436	False
1358	1437	False
1359	1438	False
1360	1439	False
1361	1440	False
1362	1441	False
1363	1442	False
1364	1443	False
1365	1444	False
1366	1445	False
1367	1446	False
1368	1447	False
1369	1448	False
1370	1449	False
1371	1450	False
1372	1451	False
1373	1452	False
1374	1453	False
1375	1454	False
1376	1455	False
1377	1456	False
1378	1457	False
1379	1458	False
1380	1459	False
1381	1460	False
1382	1461	False
1383	1462	False
1384	1463	False
1385	1464	False
1386	1465	False
1387	1466	False
1388	1467	False
1389	1468	False
1390	1469	False
1391	1470	False
1392	1471	False
1393	1472	False
1394	1473	False
1395	1474	False
1396	1475	False
1397	1476	False
1398	1477	False
1399	1478	False
1400	1479	False
1401	1480	False
1402	1481	False
1403	1482	False
1404	1483	False
1405	1484	False
1406	1485	False
1407	1486	False
1408	1487	False
1409	1488	False
1410	1489	False
1411	1490	False
1412	1491	False
1413	1492	False
1414	1493	False
1415	1494	False
1416	1495	False
1417	1496	False
1418	1497	False
1419	1498	False
1420	1499	False
1421	1500	False
1422	1501	False
1423	1502	False
1424	1503	False
1425	1504	False
1426	1505	False
1427	1506	False
1428	1507	False
1429	1508	False
1430	1509	False
1431	1510	False
1432	1511	False
1433	1512	False
1434	1513	False
1435	1514	False
1436	1515	False
1437	1516	False
1438	1517	False
1439	1518	False
1440	1519	False
1441	1520	False
1442	1521	False
1443	1522	False
1444	1523	False
1445	1524	False
1446	1525	False
1447	1526	False
1448	1527	True
1449	1528	False
1450	1529	True
1451	1530	False
1452	1531	True
1453	1532	True
1454	1533	True
1455	1534	True
1456	1535	True
1457	1536	True
1458	1537	True
1459	1538	True
1460	1539	True
1461	1540	True
1462	1541	True
1463	1542	True
1464	1543	True
1465	1544	True
1466	1545	True
1467	1546	True
1468	1547	True
1469	1548	True
1470	1549	True
1471	1550	True
1472	1551	True
1473	1552	True
1474	1553	True
1475	1554	True
1476	1555	True
1477	1556	True
1478	1557	True
1479	1558	True
1480	1559	True
1481	1560	True
1482	1561	True
1483	1562	True
1484	1563	True
1485	1564	True
1486	1565	True
1487	1566	True
1488	1567	True
1489	1568	True
1490	1569	True
1491	1570	True
1492	1571	True
1493	1572	True
1494	1573	True
1495	1574	True
1496	1575	True
1497	1576	True
1498	1577	True
1499	1578	True
1500	1579	True
1501	1580	True
1502	1581	True
1503	1582	True
1504	1583	True
1505	1584	True
1506	1585	True
1507	1586	True
1508	1587	True
1509	1588	True
1510	1589	True
1511	1590	True
1512	1591	True
1513	1592	True
1514	1593	True
1515	1594	True
1516	1595	True
1517	1596	True
1518	1597	True
1519	1598	True
1520	1599	True
1521	1600	True
1522	1601	True
1523	1602	True
1524	1603	True
1525	1604	True
1526	1605	True
1527	1606	True
1528	1607	True
1529	1608	True
1530	1609	True
1531	1610	True
1532	1611	True
1533	1612	True
1534	1613	True
1535	1614	True
1536	1615	True
1537	1616	True
1538	1617	True
1539	1618	True
1540	1619	True
1541	1620	True
1542	1621	True
1543	1622	True
1544	1623	True
1545	1624	True
1546	1625	True
1547	1626	True
1548	1627	True
1549	1628	True
1550	1629	True
1551	1630	True
1552	1631	True
1553	1632	True
1554	1633	True
1555	1634	True
1556	1635	True
1557	1636	True
1558	1637	True
1559	1638	True
1560	1639	True
1561	1640	True
1562	1641	True
1563	1642	False
1564	1643	False
1565	1644	False
1566	1645	False
1567	1646	False
1568	1647	False
1569	1648	False
1570	1649	False
1571	1650	False
1572	1651	False
1573	1652	False
1574	1653	False
1575	1654	False
1576	1655	False
1577	1656	False
1578	1657	False
1579	1658	False
1580	1659	False
1581	1660	False
1582	1661	False
1583	1662	False
1584	1663	False
1585	1664	False
1586	1665	False
1587	1666	False
1588	1667	False
1589	1668	False
1590	1669	False
1591	1670	False
1592	1671	False
1593	1672	False
1594	1673	False
1595	1674	True
1596	1675	True
1597	1676	False
1598	1677	False
1599	1678	False
1600	1679	False
1601	1680	False
1602	1681	False
1603	1682	False
1604	1683	False
1605	1684	False
1606	1685	False
1607	1686	False
1608	1687	False
1609	1688	False
1610	1689	False
1611	1690	False
1612	1691	False
1613	1692	False
1614	1693	False
1615	1694	False
1616	1695	False
1617	1696	False
1618	1697	False
1619	1698	False
1620	1699	False
1621	1700	False
1622	1701	False
1623	1702	False
1624	1703	False
1625	1704	False
1626	1705	False
1627	1706	False
1628	1707	False
1629	1708	False
1630	1709	False
1631	1710	False
1632	1711	False
1633	1712	False
1634	1713	False
1635	1714	False
1636	1715	False
1637	1716	False
1638	1717	False
1639	1718	False
1640	1719	False
1641	1720	False
1642	1721	False
1643	1722	False
1644	1723	False
1645	1724	False
1646	1725	False
1647	1726	False
1648	1727	False
1649	1728	False
1650	1729	False
1651	1730	False
1652	1731	False
1653	1732	False
1654	1733	False
1655	1734	False
1656	1735	False
1657	1736	False
1658	1737	False
1659	1738	False
1660	1739	False
1661	1740	False
1662	1741	False
1663	1742	False
1664	1743	False
1665	1744	False
1666	1745	False
1667	1746	False
1668	1747	False
1669	1748	False
1670	1749	False
1671	1750	False
1672	1751	False
1673	1752	False
1674	1753	False
1675	1754	False
1676	1755	False
1677	1756	False
1678	1757	False
1679	1758	False
1680	1759	False
1681	1760	False
1682	1761	False
1683	1762	False
1684	1763	False
1685	1764	False
1686	1765	False
1687	1766	False
1688	1767	False
1689	1768	False
1690	1769	False
1691	1770	False
1692	1771	False
1693	1772	False
1694	1773	False
1695	1774	False
1696	1775	False
1697	1776	False
1698	1777	False
1699	1778	False
1700	1779	False
1701	1780	False
1702	1781	False
1703	1782	False
1704	1783	False
1705	1784	False
1706	1785	False
1707	1786	False
1708	1787	False
1709	1788	False
1710	1789	False
1711	1790	False
1712	1791	False
1713	1792	False
1714	1793	False
1715	1794	False
1716	1795	False
1717	1796	False
1718	1797	False
1719	1798	False
1720	1799	False
1721	1800	False
1722	1801	False
1723	1802	False
1724	1803	False
1725	1804	False
1726	1805	False
1727	1806	False
1728	1807	False
1729	1808	False
1730	1809	False
1731	1810	False
1732	1811	False
1733	1812	False
1734	1813	False
1735	1814	False
1736	1815	False
1737	1816	False
1738	1817	False
1739	1818	False
1740	1819	True
1741	1820	True
1742	1821	True
1743	1822	True
1744	1823	True
1745	1824	True
1746	1825	True
1747	1826	True
1748	1827	True
1749	1828	True
1750	1829	True
1751	1830	True
1752	1831	True
1753	1832	True
1754	1833	True
1755	1834	True
1756	1835	True
1757	1836	True
1758	1837	True
1759	1838	True
1760	1839	True
1761	1840	True
1762	1841	True
1763	1842	True
1764	1843	True
1765	1844	True
1766	1845	True
1767	1846	True
1768	1847	True
1769	1848	True
1770	1849	True
1771	1850	False
1772	1851	False
1773	1852	False
1774	1853	False
1775	1854	False
1776	1855	False
1777	1856	False
1778	1857	False
1779	1858	False
1780	1859	False
1781	1860	False
1782	1861	False
1783	1862	False
1784	1863	False
1785	1864	False
1786	1865	False
1787	1866	False
1788	1867	False
1789	1868	False
1790	1869	False
1791	1870	False
1792	1871	False
1793	1872	False
1794	1873	False
1795	1874	False
1796	1875	False
1797	1876	False
1798	1877	False
1799	1878	False
1800	1879	False
1801	1880	False
1802	1881	False
1803	1882	False
1804	1883	False
1805	1884	False
1806	1885	False
1807	1886	False
1808	1887	False
1809	1888	False
1810	1889	False
1811	1890	False
1812	1891	False
1813	1892	False
1814	1893	False
1815	1894	False
1816	1895	False
1817	1896	False
1818	1897	False
1819	1898	False
1820	1899	False
1821	1900	False
1822	1901	False
1823	1902	False
1824	1903	False
1825	1904	False
1826	1905	False
1827	1906	False
1828	1907	False
1829	1908	False
1830	1909	False
1831	1910	False
1832	1911	False
1833	1912	False
1834	1913	False
1835	1914	False
1836	1915	False
1837	1916	False
1838	1917	False
1839	1918	False
1840	1919	False
1841	1920	False
1842	1921	False
1843	1922	False
1844	1923	False
1845	1924	False
1846	1925	False
1847	1926	False
1848	1927	False
1849	1928	False
1850	1929	False
1851	1930	False
1852	1931	False
1853	1932	False
1854	1933	False
1855	1934	False
1856	1935	False
1857	1936	False
1858	1937	False
1859	1938	False
1860	1939	False
1861	1940	False
1862	1941	False
1863	1942	False
1864	1943	False
1865	1944	False
1866	1945	False
1867	1946	False
1868	1947	False
1869	1948	False
1870	1949	False
1871	1950	False
1872	1951	False
1873	1952	False
1874	1953	False
1875	1954	False
1876	1955	False
1877	1956	False
1878	1957	False
1879	1958	False
1880	1959	False
1881	1960	False
1882	1961	False
1883	1962	False
1884	1963	False
1885	1964	False
1886	1965	False
1887	1966	False
1888	1967	False
1889	1968	False
1890	1969	False
1891	1970	False
1892	1971	False
1893	1972	False
1894	1973	False
1895	1974	False
1896	1975	False
1897	1976	False
1898	1977	False
1899	1978	False
1900	1979	False
1901	1980	False
1902	1981	False
1903	1982	False
1904	1983	False
1905	1984	False
1906	1985	False
1907	1986	False
1908	1987	False
1909	1988	False
1910	1989	False
1911	1990	False
1912	1991	False
1913	1992	False
1914	1993	False
1915	1994	False
1916	1995	False
1917	1996	False
1918	1997	False
1919	1998	False
1920	1999	False
1921	2000	False
1922	2001	False
1923	2002	False
1924	2003	False
1925	2004	False
1926	2005	False
1927	2006	False
1928	2007	False
1929	2008	False
1930	2009	False
1931	2010	False
1932	2011	False
1933	2012	False
1934	2013	False
1935	2014	False
1936	2015	False
1937	2016	False
1938	2017	False
1939	2018	False
1940	2019	False
1941	2020	False
1942	2021	False
1943	2022	False
1944	2023	False
1945	2024	False
1946	2025	False
1947	2026	False
1948	2027	False
1949	2028	False
1950	2029	False
1951	2030	False
1952	2031	False
1953	2032	False
1954	2033	False
1955	2034	False
1956	2035	False
1957	2036	False
1958	2037	False
1959	2038	False
1960	2039	False
1961	2040	False
1962	2041	False
1963	2042	False
1964	2043	False
1965	2044	False
1966	2045	False
1967	2046	False
1968	2047	False
1969	2048	False
1970	2049	False
1971	2050	False
1972	2051	False
1973	2052	False
1974	2053	False
1975	2054	False
1976	2055	False
1977	2056	False
1978	2057	False
1979	2058	False
1980	2059	False
1981	2060	False
1982	2061	False
1983	2062	False
1984	2063	False
1985	2064	False
1986	2065	False
1987	2066	False
