		Lan-Vero	Lan-Huh7
11281	11360	0.3238081535587725	
11361	11440	0.45388263118788147	
11441	11520	0.33504253519095034	
11521	11600	0.35833407275780543	
11601	11680	0.33040097357258086	
11656	11804		0.5982765815415845
11761	11840	0.11470467239804855	
11830	12018		0.4654624114152664
11841	11920	0.483581202647389	
11921	12000	0.02639619696499202	
12048	12217		0.339143575016257
12081	12160	-0.22226176356038704	
12161	12240	-0.23635088868413343	
12241	12320	0.34605046023855945	
12401	12480	0.38902850064685024	
12442	12609		0.5608178136870763
12561	12640	-0.19518247969411215	
12641	12720	0.09611398222218948	
12721	12800	0.03315211523049079	
12842	13022		0.47265226258355414
12961	13040	0.29957019762960596	
13041	13120	0.2889639286024552	
13121	13200	0.06575323209577665	
13201	13280	0.012240374550305	
13247	13423		0.6603808183375794
13361	13440	0.5927911173606987	
13434	13601		0.5255008152628767
13441	13520	0.2145513022114683	
13521	13600	-0.19188688125344233	
13681	13760	0.30739112465918933	
13761	13840	0.14648345729051548	
13832	14003		0.71026285892811
13841	13920	0.1336210960725165	
13921	14000	0.22709007726658997	
14001	14080	0.03087524484148048	
14033	14181		0.7663499199935023
14081	14160	0.5718186645379164	
14161	14240	0.35068940247751107	
14234	14401		0.2979987519220477
14241	14320	-0.02070267743209941	
14321	14400	0.04221670561501883	
14401	14480	0.33580985755614023	
14481	14560	0.356660918941648	
14561	14640	0.14201912598178557	
14641	14720	-0.23933800377229233	
14667	14763		0.4266103505319774
14721	14800	0.19753433633188702	
14801	14880	0.25538165667347934	
14881	14960	0.04952593236845292	
14901	15002		0.5444812290280622
14961	15040	0.2817925979188382	
15201	15280	-0.03563765131747665	
15239	15407		0.715127906606372
15281	15360	0.025616966660705953	
15361	15440	0.22451837776135644	
15441	15520	0.09782168890598308	
15445	15597		0.5480695083130573
15521	15600	0.3647953710420675	
15601	15680	0.3255634586880314	
15681	15760	0.198164296933476	
15841	15920	0.39032618833352817	
15921	16000	0.4467540201239774	
16001	16080	-0.18449249736281642	
16031	16212		0.6640055801164654
16081	16160	0.20091637888370217	
16161	16240	0.13369256975522542	
16233	16408		0.6883560265854091
16241	16320	-0.1079984485229659	
16321	16400	0.16015491802280113	
16401	16480	0.37397804847877913	
16440	16609		0.08028485132484178
16561	16640	-0.008583732589407537	
16641	16720	0.10221857143043993	
16660	16764		0.14618964764912634
16721	16800	-0.02721510077182844	
16801	16880	0.2600491298414295	
16881	16960	0.09742661633564288	
16961	17040	0.03913260929682516	
17041	17120	0.4819798341766186	
17058	17179		0.6604432050641197
17121	17200	0.7161598260219727	
17268	17411		0.5009277820347658
17281	17360	-0.05761431114184886	
17361	17440	0.08812892418819047	
17521	17600	0.4449795130307634	
17601	17680	0.16177471047911537	
17652	17818		0.5801138793482329
17681	17760	0.05762511571418759	
17761	17840	0.10234578449581572	
17841	17920	0.3762056236598199	
17921	18000	-0.13015641524466834	
18241	18320	0.2573159913312974	
18467	18596		0.6357952095455939
18481	18560	0.08017011454661213	
18561	18640	0.04567357268888682	
18638	18800		0.39518412264788527
18641	18720	0.02052890434790997	
18721	18800	0.15538976626224124	
18801	18880	0.20837132645287093	
18881	18960	0.2539933461099228	
18961	19040	0.21346233485295646	
19041	19120	-0.022250851609442186	
19047	19213		0.11118703447934092
19121	19200	0.04785067097443341	
19201	19280	0.3528185205368091	
19250	19363		0.740046515285167
19281	19360	-0.22199455239936397	
19361	19440	0.17917265571611538	
19441	19520	0.3313371881103128	
19488	19606		0.8087356417167183
19761	19840	0.27009170316280434	
20001	20080	-0.3200123217293767	
20036	20217		0.7378472439567269
20241	20320	0.3888929740075917	
20321	20400	0.2262586485960466	
20641	20720	0.09282567204385611	
20881	20960	0.1581319354136954	
20885	20990		0.44051316307345123
21038	21216		0.7436660048926496
21121	21200	0.26846553786908856	
21201	21280	0.28355130187640476	
21240	21377		0.5614572013660366
21281	21360	0.18147404642072346	
21361	21440	0.35433351581765676	
21441	21520	-0.007506929032985886	
21521	21600	-0.12338538070813757	
21645	21800		0.6708080906991085
21681	21760	-0.022332908290887736	
21761	21840	0.34001850400840955	
21841	21920	0.28514720092748813	
21921	22000	-0.12559383956156517	
22001	22080	0.08002449204773053	
22081	22160	0.1962873572868729	
22321	22400	0.2061934167444946	
22401	22480	0.049804250555285284	
22481	22560	0.3588214305800065	
22561	22640	0.6479890217532518	
22641	22720	0.4765625350247542	
22721	22800	0.3388808575148886	
22801	22880	0.34398551429530005	
22881	22960	0.21898057142903002	
22961	23040	0.17304113855629755	
23041	23120	0.4963363939199105	
23121	23200	0.016263762691843896	
23201	23280	-0.04242428587427028	
23281	23360	-0.2469898159250204	
23361	23440	0.41756027500122317	
23439	23605		0.5458985910610451
23441	23520	-0.0934057926394821	
23601	23680	0.1489602610293042	
23639	23807		0.7837356186667642
23761	23840	0.28133690535808675	
23841	23920	0.17234984278119123	
23921	24000	0.42578554731929497	
24001	24080	0.4935074012614895	
24066	24205		0.6048919853984911
24081	24160	0.31924293635228435	
24161	24240	0.32195648795266657	
24241	24320	0.6212130576985592	
24321	24400	-0.006313253399131066	
24401	24480	-0.02237203527585919	
24481	24560	0.11718670426359219	
24561	24640	0.1773054363507748	
24641	24720	0.2891628272729434	
24721	24800	0.3470191999693847	
24801	24880	0.6248805891440573	
24841	24961		0.6354798210389355
24881	24960	0.2187367537746234	
25041	25120	0.04728033916362044	
25121	25200	0.11599378909412188	
25201	25280	-0.10188197098020384	
25361	25440	0.6259753336851072	
25441	25520	0.5917800989863593	
25521	25600	0.40849278253129484	
25601	25680	0.39001945934563925	
25634	25813		0.7155335098874579
25681	25760	0.4339701893859184	
25761	25840	0.13090532392158044	
25841	25920	0.5449809001955881	
25921	26000	0.6775709074991181	
26001	26080	0.5082586640966005	
26081	26160	0.7248815511951062	
26131	26207		0.6156258727907401
26161	26240	0.04011362907499232	
26235	26412		0.753955631686654
26321	26400	0.14384297341836674	
26401	26480	0.501452064554635	
26471	26619		0.6320478732341253
26481	26560	0.5659347931756414	
26561	26640	0.5826681230094312	
26641	26720	0.26182280197067287	
26721	26800	-0.0858523577002461	
26801	26880	0.1905430751811097	
26881	26960	0.6942807879214868	
26961	27040	0.32447801237190205	
27041	27120	0.16352723451714285	
27201	27280	-0.042581593777582874	
27281	27360	0.2761467729725823	
27361	27440	-0.11803695813978536	
27441	27520	0.3973938382356828	
27601	27680	0.4496421041307662	
27648	27795		0.6772510557593407
27681	27760	0.11803888742975084	
27761	27840	0.011805605911700167	
27841	27920	0.6973054268026573	
27921	28000	0.4566947479825488	
28001	28080	0.14817253326834529	
28071	28209		0.674425195676866
28081	28160	0.5286778891370205	
28161	28240	0.8338203189915344	
28241	28320	0.224026083137265	
28321	28400	0.3717836832946339	
28401	28480	0.4631604402031817	
28443	28620		0.628144868604735
28481	28560	0.40841231654419785	
28561	28640	0.3219583367084936	
28641	28720	0.3055598407430646	
28648	28812		0.7917645948965244
28721	28800	0.20425094134736943	
28801	28880	0.36563823490063085	
28881	28960	0.5545608866829373	
28961	29040	0.7888112897225383	
29037	29209		0.7450990054889411
29041	29120	0.5521270966935895	
29121	29200	0.2040582762529688	
29201	29280	0.18938501221564139	
29281	29360	0.30371016455959754	
29361	29440	0.5486851921211505	
29441	29520	0.36642554285328965	
29521	29600	0.7985491214036183	
29601	29680	0.0812482772952485	
29681	29760	-0.1498620602706832	
29761	29840	0.3270251305048234	
