first,last,agreement
18846,18965,0.5583333333333333
18926,19045,0.8666666666666667
19046,19165,0.8
19166,19285,0.7083333333333334
19206,19325,0.6916666666666667
19366,19485,0.7916666666666666
19406,19525,0.7916666666666666
19446,19565,0.7666666666666667
19646,19765,0.6333333333333333
19766,19885,0.85
19926,20045,0.6666666666666666
19966,20085,0.975
20206,20325,0.6
20286,20405,0.875
20446,20565,0.85
20486,20605,0.625
20806,20925,0.8416666666666667
20846,20965,0.7083333333333334
21006,21125,0.9833333333333333
21126,21245,0.9166666666666666
21326,21445,0.6833333333333333
21366,21485,0.8166666666666667
21406,21525,0.6166666666666667
21446,21565,0.6333333333333333
22102,22219,0.7711864406779662
22140,22259,0.7916666666666666
22698,22817,0.8916666666666667
22738,22857,0.7666666666666667
22778,22897,0.8333333333333334
23098,23217,0.7083333333333334
23298,23417,0.8
23338,23457,0.75
23498,23617,0.725
23538,23657,0.6833333333333333
23578,23697,0.6666666666666666
23698,23817,0.875
23978,24097,0.9333333333333333
24257,24376,0.65
25017,25136,0.6916666666666667
25137,25256,0.7333333333333333
25177,25296,0.8333333333333334
25217,25336,0.95
25337,25455,0.6638655462184874
25456,25575,0.9166666666666666
25496,25615,0.8666666666666667
25536,25655,0.7583333333333333
25576,25695,0.6083333333333333
25656,25775,0.75
25816,25935,0.9
25856,25975,0.8833333333333333
25896,26015,0.8083333333333333
25936,26055,0.8583333333333333
26016,26135,0.8916666666666667
26096,26215,0.7083333333333334
26136,26255,0.875
26176,26295,0.5583333333333333
26216,26335,0.8333333333333334
26256,26375,0.5583333333333333
26376,26491,0.7586206896551724
26416,26528,0.6283185840707964
26453,26568,0.7413793103448276
26492,26608,0.8376068376068376
26529,26648,0.7916666666666666
26569,26688,0.6916666666666667
26609,26728,0.775
26729,26848,0.8583333333333333
27249,27368,0.9
27402,27521,0.7833333333333333
27442,27561,0.65
27522,27641,0.8166666666666667
28759,28878,0.8583333333333333
28839,28958,0.8166666666666667
28959,29078,0.8416666666666667
28999,29118,0.8916666666666667
29039,29158,0.7666666666666667
29079,29198,0.8083333333333333
29119,29238,0.7666666666666667
29239,29358,0.75
29279,29398,0.8083333333333333
29319,29438,0.7
29399,29512,0.8771929824561403
29513,29630,0.864406779661017
29551,29670,0.875
29591,29710,0.7
