first,last,unpaired-recovery
11771,11890,0.7499999999999999
12171,12290,0.8269230769230769
12371,12490,0.9615384615384616
12571,12690,0.8461538461538461
12611,12730,0.9166666666666666
12691,12810,0.8999999999999999
12891,13010,0.8055555555555556
13330,13449,0.40740740740740744
13370,13488,0.7209302325581395
13410,13528,0.8918918918918919
13647,13766,0.5961538461538461
13687,13806,0.7037037037037037
13807,13926,0.8333333333333333
13887,14006,0.8833333333333333
13927,14046,0.95
14007,14126,0.62
14047,14166,0.8
14087,14206,0.603448275862069
14127,14246,0.5517241379310345
14207,14326,0.8392857142857143
14367,14486,0.8863636363636364
14447,14566,0.625
14527,14646,0.88
14687,14806,0.875
14727,14846,0.9375
14767,14886,0.8541666666666666
14847,14966,0.6363636363636364
14887,15006,0.7200000000000001
14967,15086,0.6071428571428571
15007,15126,0.48333333333333334
15607,15725,0.6326530612244898
15646,15765,0.8636363636363636
16446,16565,0.7586206896551725
16486,16605,0.7580645161290324
16766,16885,0.8148148148148149
17086,17205,0.5416666666666666
17126,17245,0.8636363636363636
17166,17285,0.7222222222222222
17206,17325,0.8823529411764706
17326,17445,0.6607142857142857
17366,17485,0.8928571428571429
17446,17565,0.7692307692307692
17526,17645,0.9285714285714285
17766,17885,0.8709677419354838
17846,17965,0.7954545454545454
17966,18085,0.6842105263157895
18646,18765,0.8269230769230769
18686,18805,0.9210526315789473
18806,18925,0.5833333333333333
18846,18965,0.625
18926,19045,0.9242424242424243
19046,19165,0.7200000000000001
19166,19285,0.8571428571428572
19206,19325,0.7307692307692307
19366,19485,0.9318181818181818
19406,19525,0.6666666666666666
19446,19565,0.5277777777777778
19646,19765,0.8461538461538461
19766,19885,0.8863636363636364
19926,20045,0.6923076923076923
19966,20085,0.9117647058823529
20206,20325,0.5800000000000001
20286,20405,0.78125
20446,20565,0.85
20486,20605,0.40476190476190477
20806,20925,0.9090909090909091
20846,20965,0.888888888888889
21006,21125,0.875
21126,21245,0.9375
21326,21445,0.8461538461538461
21366,21485,0.7678571428571429
21406,21525,0.75
21446,21565,0.6153846153846153
22102,22219,0.8103448275862069
22140,22259,0.6904761904761906
22698,22817,0.875
22738,22857,0.7
22778,22897,0.6730769230769231
23098,23217,0.8387096774193548
23298,23417,0.88
23338,23457,0.9375
23498,23617,0.8181818181818182
23538,23657,0.82
23578,23697,0.9
23698,23817,0.7857142857142857
23978,24097,0.92
24257,24376,0.9333333333333333
25017,25136,0.8571428571428572
25137,25256,0.82
25177,25296,0.7200000000000001
25217,25336,1.0
25337,25455,0.8431372549019608
25456,25575,0.8148148148148149
25496,25615,0.8103448275862069
25536,25655,0.7
25576,25695,0.5925925925925927
25656,25775,0.765625
25816,25935,0.8166666666666667
25856,25975,0.8260869565217391
25896,26015,0.775
25936,26055,0.823529411764706
26016,26135,0.8421052631578948
26096,26215,0.7758620689655172
26136,26255,0.9761904761904762
26176,26295,0.5
26216,26335,0.875
26256,26375,0.4444444444444445
26376,26491,0.5800000000000001
26416,26528,0.5641025641025641
26453,26568,0.8
26492,26608,0.7777777777777778
26529,26648,0.7692307692307692
26569,26688,0.8518518518518519
26609,26728,0.8275862068965517
26729,26848,0.761904761904762
27249,27368,0.8999999999999999
27402,27521,0.9444444444444444
27442,27561,0.7608695652173914
27522,27641,0.8225806451612904
28759,28878,0.8214285714285715
28839,28958,0.775
28959,29078,0.8076923076923077
28999,29118,0.9166666666666666
29039,29158,0.8225806451612904
29079,29198,0.7833333333333333
29119,29238,0.8913043478260869
29239,29358,0.8484848484848484
29279,29398,0.8421052631578948
29319,29438,0.7631578947368421
29399,29512,0.7391304347826086
29513,29630,0.8703703703703703
29551,29670,0.9722222222222221
29591,29710,0.66
